#Gene	P.Value	logFC
PTN	0.42934704	0.297475
TUBB3	0.42937781	-0.200633
PLXNA3	0.42948945	-0.185525
ARNTL	0.42971619	0.572274
TRA2B	0.4300163	-0.23288
ADORA1	0.43013194	0.3397
NA	0.43061782	0.35508
KCNB1	0.43068042	0.457662
FSHR	0.43069458	-0.230271
C8B	0.43110517	0.292149
ADRBK1	0.43126979	-0.200861
ATIC	0.43132324	-0.155871
ACP5	0.43137145	-0.235769
NA	0.43140235	0.273641
HSD3B2	0.43147605	-0.330862
CTTN	0.43196974	-0.274075
PRKCQ	0.43230697	0.198817
BHMT	0.43270187	0.368443
NA	0.43278543	0.258747
ACAT1	0.43334838	-0.088675
JAK1	0.43353937	0.274338
ITGA9	0.43359069	-0.405981
MPHOSPH9	0.43383906	0.258935
PMS2P9	0.43390694	-0.148369
SYT11	0.433928	-0.27718
MEN1	0.43398823	-0.153692
TGM2	0.43399382	-0.173101
Hadha	0.43577599	-0.448356
TPH1	0.43593617	-0.458636
ZNF280A	0.43597268	-0.297531
BRD2	0.43602817	0.257671
HLA-DQA2	0.43612544	-0.307702
PF4V1	0.43612791	-0.5639
ALDH6A1	0.43614787	-0.196119
RPL36AL	0.43620316	-0.110432
MYT1	0.43644348	0.29036
GK3P	0.43653609	-0.531862
PIGC	0.43660723	0.188898
PLA2G4A	0.43677932	-0.278785
CHI3L2	0.43739681	-0.109356
NA	0.43740033	0.313999
NA	0.43745088	-0.268944
PRKG1	0.4379853	0.565672
IFNAR1	0.43807066	0.112058
YLPM1	0.43812246	0.445388
ANXA2	0.43821432	-0.175597
GABRA2	0.43829329	0.460249
ADRB2	0.43832329	-0.161333
UVRAG	0.43850703	-0.179146
UBXN4	0.43862509	-0.190342
SLC6A12	0.43886399	-0.334825
ZNF35	0.43897896	-0.315244
PIGH	0.43912661	-0.159937
SEMA3C	0.43935546	-0.130558
NA	0.43956154	0.479695
ABI2	0.44014533	0.144944
NUP88	0.44019262	-0.214831
TMED9	0.44031788	-0.219182
RGS7	0.44033471	-0.222744
IFNA14	0.44079649	-0.374193
NA	0.441308	0.454547
PRG2	0.44142037	0.260754
NA	0.441594	0.188981
PGM5	0.44162615	0.259703
PMEL	0.44168278	0.212055
BMP5	0.44168885	0.313744
MGMT	0.44188979	-0.139095
ELK3	0.44196258	0.165221
IGKC	0.44273159	-0.399356
ABCB10	0.44325108	-0.320598
ZNF169	0.44331762	0.305254
IL4	0.44353395	0.507469
NA	0.44356638	0.199206
UBE3A	0.44364255	0.326786
IGHD	0.44383634	-0.303815
CD2	0.44404534	0.220269
NEB	0.44419662	-0.38051
LIPC	0.44442441	0.4764
USP11	0.44484644	0.147228
GCHFR	0.44489785	-0.214925
NA	0.44494489	0.357877
ABCD1	0.44498688	-0.323668
STAT5B	0.44502909	0.314753
FABP4	0.44504427	-0.639535
NA	0.44539454	0.424252
FGB	0.44545583	0.331565
NA	0.44548185	0.215111
RPL7A	0.44563057	-0.100097
PRPH	0.44614696	-0.171285
NA	0.44623436	-0.25214
PDE1A	0.44624443	-0.481247
TCF12	0.44654508	0.194202
CPSF6	0.44659704	-0.242293
COPB1	0.44660478	-0.137187
HLA-DQB1	0.44678923	-0.381556
FOLR1	0.44707054	-0.334095
MYCLP1	0.44719385	-0.108571
IL2	0.44721519	0.425749
STX3	0.44724531	-0.286479
THAP11	0.44729264	0.129515
USP5	0.4475782	-0.213718
NA	0.44759337	0.302149
MPP3	0.44759411	0.217885
NA	0.44764228	0.188771
FAM3A	0.44826205	-0.176828
GNB1	0.44871724	-0.218394
GZMH	0.44878507	-0.484971
SET	0.44892343	0.533581
ZNF132	0.44905028	0.176568
SEMA5A	0.44909138	-0.317089
FXYD3	0.44936573	-0.459834
NA	0.44942674	0.431676
MYB	0.44942977	0.418999
HNMT	0.44967721	-0.210964
ANG	0.44970721	-0.281383
CYP2J2	0.44972301	-0.402916
VIPR2	0.44989307	-0.256911
NA	0.44991053	0.502825
NA	0.44999015	-0.225051
CCL22	0.45010223	-0.093996
LMO3	0.45012067	-0.397372
ADAM2	0.45015667	0.417222
NA	0.4502028	0.36553
PTGR1	0.45041645	0.366073
GPR18	0.45046471	0.183207
AQP4	0.45108827	0.377657
NA	0.45147442	0.202445
NR0B2	0.45150486	-0.374083
XGY2	0.45158163	0.347125
PUF60	0.45173096	-0.106558
CYP2B7P	0.45181907	0.339455
CCSER2	0.45216467	-0.236425
PCCB	0.45218116	-0.147162
NPPB	0.45247963	0.180168
GOLGA1	0.45312958	-0.143868
ABCC1	0.45313091	-0.167221
MFAP1	0.4532193	0.189217
BLZF1	0.45336468	-0.540229
NA	0.45348965	-0.408002
NA	0.4536681	0.216634
CPLX2	0.45369076	0.178853
SGCB	0.45369486	0.465015
ESD	0.45370675	-0.101705
RLN1	0.45379391	0.370106
MOBP	0.45383182	0.325685
PGA4	0.45387355	-0.304705
ALOX15	0.45395469	-0.337228
GLDC	0.45428196	-0.381396
FLT3	0.45452085	-0.519061
ANP32B	0.45470926	-0.118847
HPCAL1	0.4548042	-0.266089
NA	0.45493596	-0.146678
NET1	0.45511535	0.185535
MPL	0.45532238	-0.305527
NA	0.45537248	0.317451
NA	0.45547602	0.393077
DRD1	0.45555981	-0.247789
TSPAN31	0.45597456	-0.148278
CHAF1B	0.45638055	0.206163
KCNQ1	0.45665827	-0.248825
ELF1	0.45685207	-0.182008
SLC7A6	0.45688543	0.172106
PLCD1	0.45711274	0.079625
TOMM20	0.45725823	-0.144825
OGDH	0.45734986	-0.190219
EEF1B2	0.45752655	-0.098074
FMR1	0.45769949	-0.195646
NPPA	0.45771572	-0.270963
SUMO1	0.45774509	-0.173208
APOB	0.45843972	0.187981
ACTR1B	0.4588963	0.282279
TFF2	0.45906187	0.12601
NA	0.45933355	-0.210551
SPN	0.45941573	-0.196939
IFNA21	0.45959122	-0.186002
MDM2	0.4599733	0.392984
SIK1	0.46009633	-0.341332
RPL8	0.46009973	-0.117994
DCK	0.46023711	0.153677
FAM175B	0.46091555	0.146396
RUNX1	0.46103289	0.261105
KRT17	0.46115208	0.305513
NR1H4	0.46123505	-0.30222
CYP4A11	0.46141532	-0.35955
LIFR-AS1	0.46154315	-0.289052
SERPINI1	0.4619703	0.417584
VIP	0.46250068	-0.431349
LPAR1	0.46283578	-0.36258
CPS1	0.46306363	0.393306
BRD3	0.46332668	0.300117
SLC2A4	0.46341518	0.311452
POLD2	0.46350179	-0.225655
NA	0.46351519	-0.37349
NA	0.46408434	0.443742
SYCP1	0.46409999	-0.410056
SRM	0.46411039	-0.18526
EVPL	0.46458051	0.318175
PPIB	0.46459238	0.165041
EIF3CL	0.46460562	0.130189
BDKRB1	0.46491085	0.276055
TPR	0.46513836	-0.158898
DUSP4	0.46551248	-0.369438
UBE2G1	0.46572287	0.186822
TBL3	0.46573676	-0.385691
POLR2J	0.46598005	-0.133698
EDEM1	0.46685714	-0.123799
NUP205	0.46690152	0.154605
CNN1	0.46692603	-0.421452
RALY	0.46710466	-0.125393
UCP3	0.46736655	-0.31709
GLI2	0.46736963	0.414432
FMO1	0.46741269	-0.449558
MPZ	0.46746336	0.183977
LBX1	0.46751909	0.249265
NA	0.46787621	0.381384
CD24	0.46842106	-0.411306
NA	0.46849708	-0.157309
NA	0.46855438	0.537238
DEFA4	0.46859917	-0.662095
PAK2	0.46863509	0.243834
DUSP8	0.46936122	-0.438887
SLC1A2	0.46976414	-0.403131
PKD1	0.47023951	-0.113043
CCDC85B	0.47048275	-0.136306
EXT2	0.47077399	-0.13094
COPS5	0.47084481	-0.162157
TNNI3	0.47113415	-0.331015
CCL4	0.4717931	-0.560443
CXorf40B	0.47211611	0.208618
ATP5G1	0.47216581	0.11112
PCDH1	0.4727782	0.209057
IFNA8	0.4730013	0.308045
PYCR1	0.47396603	-0.146869
CALML3	0.47419739	-0.398054
MEIS3P1	0.47426905	0.371444
PLCB4	0.47440511	0.468479
CPT1A	0.47528083	0.263557
ASNA1	0.47529488	-0.183787
SOX11	0.47529502	-0.297248
PDE1B	0.4761228	0.300528
WAPAL	0.47695329	-0.152471
CCNH	0.47712509	-0.109865
TAL1	0.47724433	-0.202073
KRT32	0.47732155	-0.223847
DNAJA1	0.47736008	-0.14662
IRX5	0.47741998	0.291886
CCL1	0.47786328	0.308163
SUZ12	0.47802262	-0.223518
NCAPH2	0.47835697	-0.252879
HYAL1	0.47843894	-0.366082
HSD3B1	0.47859382	-0.44936
CFTR	0.47865934	0.410019
B4GALNT1	0.47869525	0.313662
IGFBP2	0.4788479	-0.416804
CXCR1	0.47885111	-0.385401
CYP2A13	0.47923825	0.551418
PSMD5	0.47969023	0.260948
CMTR1	0.47980652	-0.096183
TRH	0.47997394	-0.267544
FMO5	0.48014784	-0.272195
CGB2	0.4801883	-0.145119
NFATC3	0.48029949	0.179011
PASK	0.48036911	0.269835
PROZ	0.48040101	-0.334372
HPCA	0.48045788	0.312103
SAA2	0.48051432	-0.381413
NOP14	0.48079615	0.267072
F2RL2	0.48089939	0.307449
INHBA	0.48099607	0.270465
CACNA1B	0.48100637	-0.129517
RPA4	0.48147863	0.227935
USP13	0.48152626	0.225084
FGF5	0.48158128	0.392143
TBC1D5	0.48159296	0.10921
GATA2	0.48188545	0.192304
FAM189A2	0.48189161	-0.190356
TM4SF1	0.48198798	-0.330094
NA	0.48202122	-0.377981
TUSC3	0.48208969	0.339377
CCND3	0.48258092	-0.102232
SCN2A	0.48284684	-0.364992
PIK3R2	0.48293465	-0.084524
ITGB6	0.48318553	0.246868
DYNLT1	0.48318699	-0.165505
CHRNB3	0.48322005	0.31683
IFNA14	0.48329078	-0.34151
PRKCH	0.48336995	0.206887
MBTPS1	0.48338723	-0.146844
ZMYM3	0.48349085	0.115178
KRT31	0.48349727	0.147734
PTMA	0.48368728	-0.274254
CAV1	0.48391899	0.180323
CNBP	0.48408821	-0.485982
RFC1	0.48412031	0.148571
ACAP1	0.48428101	0.133005
GZMK	0.48453004	0.24913
CASR	0.48479737	0.257309
IL1RL2	0.48485699	0.258675
CSF1	0.48554661	-0.18429
CELA2A	0.48616607	0.314513
SPCS2P4	0.4861747	-0.189935
ARHGAP25	0.48677356	0.19462
CFHR2	0.48710761	0.533968
HTN3	0.48736855	0.369593
BCL7A	0.4876839	0.348904
PFKFB4	0.48798757	0.25103
UPK2	0.48820896	0.316356
CD164	0.48842196	-0.151678
ADD2	0.48855924	-0.348253
B3GNTL1	0.48891681	0.21081
FTO	0.48912177	-0.104119
CDH11	0.48947123	-0.286112
AP2B1	0.48963867	-0.171883
CORO2A	0.48977866	-0.320529
NMBR	0.4898263	-0.26975
ITSN1	0.48989897	-0.422172
CSN2	0.48991503	0.105305
HOXD4	0.490231	-0.308638
NA	0.49030402	-0.176815
PCDHB17	0.49038242	-0.170214
GRIK2	0.49062462	0.276797
CERS1	0.4907847	-0.240005
NA	0.49079655	-0.352891
PDAP1	0.49091827	0.423361
GPT	0.49114119	-0.202037
ZC3H3	0.49149482	-0.275565
GAPDH	0.49159613	-0.315118
AHNAK	0.49166059	0.296566
GNA11	0.49199621	0.22423
NA	0.49205309	0.27554
NEFL	0.49233915	0.265676
GRK6	0.49263057	0.094322
SLC35A2	0.49276929	-0.203897
FOXF2	0.49313045	0.234506
RPL35A	0.49373543	-0.082823
SLC33A1	0.49378196	-0.321479
ATP5G2	0.49393019	0.166127
CCNB1	0.49433181	-0.237846
UPK1A	0.4947418	-0.2013
HNRNPA0	0.49508197	-0.1843
BMPR1B	0.49575426	0.361122
TMEM151B	0.49613928	-0.264112
CACNB3	0.49618445	0.257807
EPHB1	0.49623191	-0.367922
DCTD	0.49644143	-0.14507
COL11A2	0.49673213	0.133839
NR4A3	0.49684204	0.32187
SH3GL1	0.49697605	-0.449051
KIFAP3	0.49725049	-0.163599
PIK3R4	0.49732084	0.174507
NA	0.49776914	0.207087
LBR	0.49795869	-0.133478
IRF4	0.49826435	0.498088
NA	0.49883806	0.260986
CLCNKA	0.49886255	0.216939
LGMN	0.4989207	0.127429
ARHGEF5	0.4990441	-0.25487
ZBTB18	0.49913955	0.326586
EEF1D	0.49921622	-0.106485
H2BFXP	0.4993101	-0.147891
ALDH7A1	0.4994032	0.205135
LUM	0.49956627	-0.551911
AMHR2	0.49999008	-0.257889
GTF2H2C_2	0.50003154	0.228296
EIF2S1	0.50030586	0.105642
SLC5A3	0.50044144	0.360313
TEP1	0.50068418	0.279765
RER1	0.50078141	0.179383
EVI2B	0.50085598	-0.12127
CTNND2	0.50092031	-0.41414
ZFP36L2	0.50124548	-0.135319
AIMP1	0.50131859	-0.12235
CCNG2	0.5015007	-0.150496
DCBLD2	0.50171778	0.330616
SMAD4	0.50185587	-0.095012
KIF20B	0.50188347	0.431491
CNTFR	0.50218595	-0.241679
RARG	0.50225644	0.148822
P2RX7	0.50243644	-0.361022
PDYN	0.50249783	-0.249731
CSNK2A2	0.50269312	0.133823
PTPRR	0.50276842	0.505017
RRP1B	0.5032731	0.218526
TRAF6	0.50339465	-0.130219
GAP43	0.50364035	-0.285333
TTYH2	0.5036918	-0.288614
MC2R	0.50386781	-0.259896
MAGEA2B	0.50401769	0.237549
NA	0.50447232	0.255523
UGT2B7	0.50481937	0.385675
EDN1	0.50509522	0.328388
SMAD7	0.50515112	-0.182983
TMEM41B	0.50525538	0.129523
PPARG	0.50558028	0.441277
GCLM	0.50566611	0.220571
GLI3	0.50569372	0.289667
FUT8	0.50573731	0.138107
HLA-DQB2	0.50577202	0.289434
PMM1	0.50631471	-0.103771
APOA4	0.50723266	-0.281004
F2R	0.50730771	0.375962
MAP2K4	0.50748882	0.257108
SPP1	0.50754854	0.374554
ALDH4A1	0.50767566	-0.089693
GATA3	0.5082581	-0.16758
TRIO	0.50831959	-0.197024
MN1	0.50873759	-0.490837
U2AF1	0.50883565	-0.143406
LYZ	0.50883803	0.534539
PAX6	0.50890333	-0.145958
ATXN2	0.50903485	0.146287
VPREB1	0.50904304	0.26893
DMP1	0.50904307	-0.352822
WT1	0.50926752	-0.435955
NA	0.50941421	0.325927
KCNH2	0.50943351	-0.327017
PDC	0.5094354	-0.4153
NA	0.50962628	0.348664
NA	0.5097975	0.314043
LIPE	0.5098791	0.109086
TMSB15B	0.51033715	-0.479818
NA	0.51055504	-0.293523
STAT1	0.51074818	0.803602
GYPE	0.51078997	-0.160276
IFNG	0.51087356	0.538825
KIF22	0.51130785	-0.316386
GRM1	0.51138305	0.327195
NA	0.51140399	-0.117968
FMOD	0.51166018	-0.2896
RREB1	0.51178062	-0.184343
NA	0.51183935	-0.302928
PRODH2	0.5118677	0.215077
PRKACG	0.51215857	0.111289
PTPN9	0.51220876	-0.154672
DMD	0.51223328	0.217732
GNAZ	0.51224943	-0.257641
RAD51	0.51239308	0.266322
BDH1	0.51249127	0.126598
PCYT2	0.51253497	-0.099806
PKP2	0.51277753	0.356544
STAT1	0.51305932	-0.266842
DLG4	0.51316345	0.230299
GLRB	0.51374363	0.196967
CCRL2	0.51410942	-0.263495
SNRNP70	0.51420854	0.131133
TLN2	0.51422942	-0.184932
ME1	0.51426813	-0.308733
NA	0.51471312	-0.209269
KEAP1	0.51501628	-0.165125
KDSR	0.51532647	0.169241
ASIC2	0.51544431	0.160693
ROR1	0.51566936	0.384596
RAD23B	0.51609337	-0.13567
TTR	0.51626238	0.193049
FDPS	0.51630991	-0.102886
FGFR3	0.51655498	-0.22754
OSMR	0.51668538	0.361994
PNPLA4	0.51690556	0.201589
SERPINC1	0.51735998	0.379929
DNTT	0.5178582	-0.350713
RAB3A	0.51799922	0.142286
MDFI	0.51830815	0.34596
PRKCG	0.51864672	0.098806
CALM3	0.51912723	-0.139579
NRG1	0.51912779	-0.327381
MAG	0.51937627	-0.276241
GALE	0.51939592	-0.300074
TGFB3	0.51958156	0.399147
WNK1	0.51988276	-0.246474
TONSL	0.51992064	-0.254512
NR4A1	0.52033337	0.299409
SPTBN1	0.52064017	0.130749
MYL3	0.52118494	-0.190544
UBE2B	0.52137073	0.122228
KITLG	0.52189233	0.362161
ITGAE	0.5220086	-0.114751
PIK3C3	0.52219306	-0.124326
NA	0.52226439	0.106064
EDN2	0.52243636	-0.115179
IGFBP5	0.52259031	0.365631
PFKM	0.52270732	-0.203789
NA	0.52291666	-0.328324
MRPL12	0.52295193	-0.158029
DCAF7	0.52298412	-0.112259
TFRC	0.5230192	0.192159
NA	0.52305833	0.290224
NA	0.52327831	0.15521
IL7	0.52337264	0.442767
KCNJ10	0.52409142	-0.281957
RORB	0.52422218	-0.354232
FOXE1	0.52443258	0.452276
OR2H1	0.52459441	0.07297
CDC16	0.52461822	-0.157493
TRIM21	0.52477137	0.29027
CDH1	0.52541898	0.155125
ELK4	0.52596804	-0.16066
NR5A1	0.52614959	-0.154702
VIL1	0.52633548	0.28672
COX6B1	0.52686032	-0.182954
MEOX1	0.52738911	-0.330186
COL19A1	0.5275506	-0.369368
PAPPA	0.52783163	0.14834
DNAJC7	0.5286447	-0.151888
KDM5A	0.52896254	0.17366
P4HA1	0.52926735	-0.142441
RCAN1	0.5295002	-0.14183
TTLL3	0.52964648	-0.272142
AQP4	0.52991147	0.328614
NA	0.52995524	0.287011
DENND4A	0.53000552	0.097527
XRCC4	0.53014661	-0.137014
NA	0.53024301	-0.314185
WT1-AS	0.53031713	-0.137733
WWP1	0.53062843	0.210263
MMP7	0.53070381	-0.259662
DYNLL1	0.53090478	-0.127891
LPCAT3	0.5317605	-0.10138
ETV1	0.53214263	0.169203
ALAD	0.53264226	0.358021
ATXN3	0.53298685	0.394635
C16orf45	0.53320219	-0.368119
HARS	0.53324923	0.173697
RPL38	0.53360078	-0.067434
ZNF141	0.53366603	0.166521
PRKDC	0.5337551	0.23922
EIF5	0.5339425	-0.103373
ATP2B3	0.5339583	-0.188674
NA	0.53397915	-0.148344
APOA1	0.53420495	0.146728
SLC20A1	0.53444308	-0.223373
GRM1	0.53446977	-0.290366
PPP2R2B	0.53560146	0.271776
ZNF410	0.53587329	-0.16908
PMP22	0.5361139	-0.263628
FRMPD4	0.53615422	0.350252
CD70	0.53635777	-0.24599
CEACAM5	0.53648511	-0.223352
VIPR1	0.53661013	-0.164079
TCN1	0.53672124	-0.347297
NA	0.53680907	-0.318638
NTRK2	0.536986	0.319595
MMP2	0.53703366	-0.179882
TBR1	0.53728473	-0.342671
ALDOC	0.53774181	0.108613
PMS2CL	0.53828934	-0.258073
BMP5	0.53833926	0.377488
FOXO4	0.53848991	-0.08949
NA	0.53878961	0.339446
HMGCS1	0.53892404	0.371399
ITIH2	0.53904543	0.27598
BTD	0.53906073	0.185748
STIL	0.53906397	0.201151
HIBCH	0.53917811	-0.157243
NA	0.53952791	-0.249795
RPS10	0.5398192	0.083866
GSTM4	0.53998966	-0.339054
KIAA0125	0.5401193	-0.200627
FOXN3	0.54013852	0.140205
SEC24C	0.54042278	-0.181427
CSNK1G2	0.54048191	0.302963
SLC10A2	0.54053441	-0.154971
AXL	0.54076822	0.24779
ZCCHC11	0.54097683	0.138817
NA	0.5410266	0.238562
PDGFB	0.54138808	0.35813
LDHB	0.54161962	-0.121027
NA	0.5416467	0.10432
MATR3	0.54165873	0.110769
MAGEA12	0.54260952	-0.151394
U2AF2	0.54264599	0.377334
CALB1	0.54270952	-0.356389
NA	0.54300731	-0.269098
ARHGAP35	0.54322667	-0.275134
ITGB7	0.54355528	-0.20474
NA	0.54363448	0.262553
AAMP	0.54375784	-0.114551
NPY2R	0.5437586	-0.200276
UMOD	0.54411345	0.207304
C9	0.5441891	0.327475
PLD3	0.54438543	0.136583
SLC8A1	0.5444982	-0.340398
PRAME	0.54452369	0.348357
KANK1	0.54455829	-0.150749
ROR2	0.54537281	-0.244227
CD40	0.54576208	-0.114644
RPL27	0.54584288	0.074385
NA	0.5464269	0.190477
ADCYAP1R1	0.54656975	0.269105
NA	0.54672416	0.316801
SLC6A4	0.54685114	0.268555
ITK	0.54690554	-0.2645
RYK	0.54768664	-0.158377
NA	0.54782371	-0.165709
PRKCE	0.54805377	-0.219813
NA	0.54848088	0.415982
PHF3	0.54886323	0.152248
PMP22	0.54919805	0.283373
TXLNA	0.54939797	0.249594
NPR1	0.54944298	0.244006
MKI67	0.54957494	-0.238267
XCL1	0.54982184	-0.265005
TERT	0.55054624	-0.280806
GAST	0.55061063	0.152632
PIGF	0.5506379	-0.121104
FRG1	0.55064289	0.116617
IL3RA	0.5507751	-0.25976
NA	0.55079247	-0.126955
EMC2	0.55093539	-0.166306
FASLG	0.55107094	-0.194306
ZNF142	0.55116602	-0.123139
TGFB3	0.55120049	0.151899
LOC100093631	0.55143141	-0.150323
KAL1	0.5515314	-0.190927
NA	0.55195014	-0.1245
TBCB	0.55233643	-0.135572
ZNF140	0.552344	0.359164
MUT	0.5523478	0.090872
EMP1	0.5523984	0.292968
HOXA1	0.55268378	-0.30887
NA	0.55297287	-0.144307
PGRMC1	0.55333974	0.206955
CYFIP2	0.55340439	0.135425
FCAR	0.55353331	0.334998
5-Sep	0.55401434	-0.249823
NA	0.55419838	-0.132143
TNNC2	0.55433376	0.216947
SPAG11A	0.55437895	0.152901
IL2RB	0.55446417	-0.19279
TMED10P1	0.55454313	0.105982
PRR3	0.55478075	0.142746
DGKA	0.55500548	0.135447
ERCC4	0.55511549	0.300512
NBR1	0.55517469	-0.110389
NNAT	0.55518252	-0.245664
GSTA2	0.55520449	0.266893
NA	0.55527883	0.113712
MYO1C	0.55576077	-0.201349
CETP	0.5557702	0.22406
DDX10	0.5559302	0.147807
CDR2L	0.55632379	-0.205876
BRD2	0.55676708	-0.143744
CXCR2	0.55694028	0.367793
IL23A	0.55701865	0.174835
ZNF787	0.55711094	-0.142749
GBX1	0.55726791	-0.278873
HTR1D	0.55730081	-0.222319
KIAA0020	0.55739996	0.245454
RGR	0.5577805	0.255079
HPGD	0.55791437	-0.156027
SARS	0.5579942	-0.097152
NA	0.55810876	0.373544
NA	0.55826749	0.072274
GRB2	0.55830771	0.184954
SPTAN1	0.55860649	-0.155027
SLC1A6	0.55864464	-0.233671
WNT10B	0.55879761	-0.139849
ZNF133	0.55903751	-0.128348
SECISBP2L	0.55922307	0.144933
VPS41	0.55941355	-0.466875
NA	0.55956128	0.187604
ATXN3	0.55977698	0.320938
CLDN10	0.55978688	-0.238688
EXTL1	0.56004115	-0.198927
PTPRJ	0.56050918	0.265422
DSG3	0.56055871	0.18114
GABRA1	0.56058799	-0.15906
MLANA	0.56065298	-0.332564
MED1	0.56070391	0.178069
CRK	0.56078816	-0.174802
GAMT	0.56087869	0.154451
NOLC1	0.56151198	0.103015
SLC2A4	0.56161838	0.108527
MAS1	0.56199218	0.309848
PRKAR2B	0.56230825	-0.213367
COL2A1	0.56265083	-0.185746
BYSL	0.56273054	-0.276485
SLC39A9	0.56284099	0.20172
NA	0.56308181	0.203789
MSX2	0.56336493	0.439772
NR1H2	0.56361668	-0.128461
CDR2	0.56419182	-0.168595
MLH1	0.56432126	-0.112462
MGAT5	0.56487799	0.30863
IRF8	0.56528103	0.159637
SMAD1	0.56543045	0.195042
MYL7	0.56592938	0.181262
HSPE1	0.56636076	-0.127235
VEGFA	0.56647843	0.319507
ABO	0.56699283	0.255045
CD226	0.56742162	0.2417
FBXO21	0.56817169	0.170421
NA	0.56842078	-0.140601
PLOD2	0.56858625	-0.268298
SHBG	0.56893286	0.277677
NA	0.56903575	0.208535
NA	0.56921962	0.093175
FCGR2A	0.56968876	-0.222019
NA	0.5701889	-0.176945
PEX19	0.57019778	0.124733
CYC1	0.57031267	-0.115592
KIR2DS3	0.5705415	0.268716
ACRV1	0.57062538	0.144199
FAM53B	0.57062935	-0.15468
ST3GAL2	0.57087056	-0.236801
STAT2	0.57121989	0.168405
VAMP3	0.57124366	-0.114502
ADH1C	0.5715795	0.241466
CSRP3	0.57163123	-0.193516
SAC3D1	0.57200413	-0.112588
SLC17A2	0.57254747	-0.180054
SLC8A3	0.57262555	-0.171782
NA	0.57296624	-0.275538
ADAM3B	0.57321527	-0.291858
PPP3CA	0.57324936	-0.18212
TNXB	0.57326385	0.207217
SMPD1	0.57327801	-0.16608
FGF1	0.57337617	0.325848
FGF13	0.57353765	0.266651
BTN3A2	0.57360186	-0.213983
CCL22	0.57370964	-0.076289
NQO1	0.57413844	0.210224
VSNL1	0.5743261	-0.291373
BTN3A1	0.57471162	-0.16771
SP140	0.57488713	-0.159581
CTSE	0.57509718	0.275312
PTPRS	0.57520044	0.09867
ATF1	0.57576414	0.137049
SDF2	0.57584634	-0.125602
NA	0.57609766	0.263309
VDAC1	0.57635044	-0.088308
PMS2P3	0.57654795	0.113308
KLRC2	0.57656637	0.364045
PPFIA1	0.57659656	0.246797
IRF3	0.57756424	-0.144089
C4orf6	0.5779236	0.130529
NA	0.57811081	0.158319
GATA4	0.57819055	0.272318
ZNF185	0.57835456	0.370466
DPP6	0.57850962	0.190506
SLC6A14	0.57891819	0.246294
NA	0.57915824	-0.309742
CASR	0.57942443	0.276928
ATP1A3	0.5794374	0.200782
MOGS	0.57965307	-0.097308
DPP4	0.5798124	0.245606
DLG3	0.579837	0.278225
MNDA	0.58014272	-0.364994
CEP57	0.58057297	0.09238
GUCA2A	0.58069394	0.195208
NA	0.58095728	0.315631
CCDC106	0.58135454	0.179742
RHOD	0.58150402	-0.120355
DHPS	0.58164171	-0.088698
ZNF184	0.58169873	-0.228798
HRSP12	0.58172622	-0.216956
ANXA3	0.58184538	0.378371
SLC17A4	0.58193912	0.306781
GLIPR1	0.5822601	-0.135982
RAB30	0.58238045	-0.250501
NA	0.58246373	-0.102114
DPYSL3	0.58274785	0.260737
CXCR2	0.58281206	0.103342
ESRRA	0.58348836	-0.124846
PPIG	0.58386407	-0.180904
NKX2-1	0.58435246	-0.150678
ELANE	0.5845363	-0.466259
NA	0.58474854	-0.218272
LRRC17	0.58516239	0.136445
NA	0.58523496	-0.22361
HAL	0.5855844	-0.24602
KIF2C	0.58571481	0.235988
NID2	0.58595928	0.309954
NA	0.58596487	0.274965
MLLT3	0.58603402	0.093268
NA	0.58624063	-0.212754
MYH11	0.58629241	0.204077
BMS1	0.58637198	0.18423
NA	0.58706433	0.258377
CAMLG	0.58722043	-0.134655
PDHX	0.58747399	-0.082055
CREM	0.58782198	-0.211222
ROM1	0.58813692	-0.232026
ACY1	0.58819127	0.080795
IFNA10	0.5882241	0.368906
KRT18	0.58847339	0.230889
PTPN14	0.58854133	0.241743
NA	0.58916263	0.139314
TCF19	0.58923236	-0.182545
HPX	0.58927779	0.145155
PRLR	0.58946751	-0.166266
MCM6	0.58950017	0.092776
COX17	0.58954009	-0.090209
NA	0.58954171	0.222181
TULP1	0.58980104	-0.14171
TCP10	0.59002652	-0.194592
C1QBP	0.59016048	-0.06565
PCDH1	0.59018051	-0.112878
DNAH1	0.59032775	-0.318074
ABAT	0.59063789	-0.263073
VARS	0.59073006	-0.098161
RAB11A	0.59117729	0.106216
FMOD	0.59128326	0.127021
RRS1	0.59141628	0.119352
NPY	0.59148693	0.23464
TMED10	0.59207295	0.159312
SLC5A2	0.59290052	-0.221551
GP1BB	0.59291019	-0.252056
ADIRF	0.59330581	-0.167322
MORC3	0.5935256	0.09037
HLF	0.59382836	0.188418
BTF3	0.59390522	0.05831
CTSB	0.59396428	-0.318828
MUM1	0.59417561	0.184619
NFYB	0.59424077	-0.313213
NA	0.59453168	0.267942
INPP1	0.59458481	0.266805
SAFB	0.5946452	-0.13188
TEAD1	0.59479787	-0.268571
MYH10	0.59514375	-0.269742
LRP2	0.59541811	-0.230872
NA	0.59542595	0.219871
CD96	0.5954305	0.181746
MED22	0.59655079	-0.158717
NA	0.59656961	0.114819
POU1F1	0.59660287	0.262488
C1S	0.59697308	0.227984
MAGEA5	0.5975901	0.378254
DLX2	0.59823192	-0.239262
