#Gene	P.Value	logFC
CEP63	2.30E-01	-0.2533296
KHDRBS2	2.30E-01	0.2410126
TOX3	2.30E-01	-0.3119925
WISP1	2.31E-01	-0.277693
OR1A2	2.31E-01	-0.2878698
NA	2.31E-01	0.1832771
FANCC	2.31E-01	-0.1036835
RAD54L	2.31E-01	-0.2287479
ARAP3	2.31E-01	-0.1314506
ATXN3	2.31E-01	0.1658288
SIGLEC8	2.31E-01	-0.2523534
MAPK11	2.32E-01	-0.207731
NPR3	2.32E-01	0.1789739
USF2	2.32E-01	-0.0968262
PGAP2	2.32E-01	0.0899426
COX5A	2.32E-01	-0.0949401
NTS	2.32E-01	-0.3292258
NA	2.32E-01	0.2228127
ATP6V0E1	2.32E-01	-0.1298743
EPM2A	2.32E-01	0.2176626
PLXNB2	2.32E-01	-0.2603005
ATP9B	2.32E-01	0.1654548
ST3GAL5	2.32E-01	0.0883747
NTNG1	2.32E-01	-0.1005029
PSG5	2.33E-01	-0.2449964
RNF17	2.33E-01	-0.2737845
ASIC2	2.33E-01	-0.2789514
ANG	2.33E-01	-0.2895394
NA	2.33E-01	-0.220726
DAPK2	2.33E-01	-0.2306727
TACR2	2.33E-01	-0.1790205
TRIM27	2.33E-01	0.1136675
IFT27	2.33E-01	0.1424319
TPSG1	2.33E-01	-0.2058217
SCARA3	2.33E-01	-0.2203166
PDPN	2.33E-01	-0.2857573
CSRP3	2.33E-01	-0.1453962
RAB40A	2.33E-01	-0.2314064
DENND4A	2.33E-01	0.2050347
PIGK	2.33E-01	0.1341828
BMP8B	2.33E-01	0.2006261
SLC35D2	2.34E-01	0.0830334
RBM4B	2.34E-01	0.1078958
KANK1	2.34E-01	-0.1843822
TSNAX-DISC1	2.34E-01	-0.1525537
P2RY10	2.34E-01	0.1155649
C14orf2	2.34E-01	-0.0934906
NUP50	2.34E-01	0.1436293
RGS3	2.34E-01	0.1362677
AQP4	2.34E-01	0.256601
GMPR2	2.34E-01	-0.1086585
PHLPP2	2.34E-01	0.1173289
TLE2	2.34E-01	0.1920556
SLC23A2	2.35E-01	0.1071947
STK19	2.35E-01	0.1568436
CS	2.35E-01	0.0653128
CHCHD3	2.35E-01	0.1367461
SEL1L3	2.35E-01	0.0979531
AZGP1P1	2.35E-01	-0.211526
NKX6-1	2.35E-01	-0.1761202
AURKAIP1	2.35E-01	-0.0813661
CCDC88A	2.35E-01	0.3534435
PRINS	2.35E-01	0.2571822
BBS9	2.35E-01	0.2867695
NCAPH2	2.35E-01	0.173527
CD99	2.35E-01	-0.0865601
TAF1B	2.35E-01	0.2229494
ZCCHC4	2.35E-01	-0.2061226
BTF3	2.35E-01	0.2245848
LOC100506614	2.36E-01	-0.139268
DOHH	2.36E-01	-0.2338554
APOBR	2.36E-01	-0.156811
OSR2	2.36E-01	-0.2318912
SFRP5	2.36E-01	-0.2248319
SLC25A17	2.36E-01	0.1583932
HDAC4	2.36E-01	-0.0869453
ARFGAP2	2.36E-01	0.0810856
HADHAP1	2.36E-01	-0.1172991
IGKV1-5	2.36E-01	-0.0999745
DOLPP1	2.36E-01	0.0733574
HIST1H1D	2.37E-01	-0.1339565
SLC4A5	2.37E-01	0.1334273
MYH3	2.37E-01	0.3287966
GRM1	2.37E-01	-0.3011929
NA	2.37E-01	-0.265029
NA	2.37E-01	0.312645
LPAR2	2.37E-01	0.11495
DEPTOR	2.37E-01	-0.1297776
ZFP36L1	2.37E-01	0.2475849
DUSP14	2.37E-01	0.1078882
ALDH1L1	2.37E-01	-0.1712928
ARMC8	2.37E-01	0.0778283
IFT122	2.37E-01	-0.1412324
KLHL22	2.37E-01	-0.1523433
KCNE4	2.37E-01	-0.2530884
CDS1	2.37E-01	-0.2341952
ACTR1A	2.38E-01	-0.0991548
STX1A	2.38E-01	-0.2483932
SBF1	2.38E-01	-0.1210975
GOLPH3L	2.38E-01	0.2650548
EIF3K	2.38E-01	0.0699926
TMEM5	2.38E-01	0.21807
SRD5A1	2.38E-01	-0.1188676
HLA-DQB1	2.38E-01	-0.6462604
CREB5	2.38E-01	0.2933074
ISG20	2.38E-01	0.1487367
NRG1	2.38E-01	-0.2238319
TMEM57	2.38E-01	0.1567718
FAM115A	2.38E-01	0.1753658
KIF11	2.38E-01	-0.2551058
SNURF	2.38E-01	0.0796476
NA	2.38E-01	0.1591742
ZFYVE21	2.38E-01	-0.0953369
SOGA1	2.38E-01	0.2219808
GTF2E2	2.38E-01	0.073233
BLM	2.38E-01	0.0694255
MXRA5	2.38E-01	-0.2231289
RABIF	2.38E-01	0.1673021
MYOZ3	2.39E-01	-0.2103503
MAP4	2.39E-01	0.1299188
FGFR2	2.39E-01	-0.2236628
SLC6A15	2.39E-01	-0.1711871
AGRN	2.39E-01	-0.1631936
TMEM176A	2.39E-01	-0.2326702
FABP1	2.39E-01	-0.167991
ABHD2	2.39E-01	0.2280833
SNX19	2.39E-01	0.1819456
PRUNE2	2.39E-01	0.2264354
ARPP21	2.39E-01	-0.2046376
DMPK	2.39E-01	-0.1451489
HSPA6	2.39E-01	0.2077883
SLC35E3	2.39E-01	0.2170517
GM2A	2.40E-01	0.3038295
AKIRIN2-AS1	2.40E-01	-0.3043669
ZBTB7A	2.40E-01	0.2522565
FLG	2.40E-01	-0.275743
FUT5	2.40E-01	-0.2006163
NA	2.40E-01	-0.1989158
NA	2.40E-01	-0.1376406
TOMM20	2.40E-01	0.0798916
KCNQ2	2.40E-01	-0.2086773
EIF2AK2	2.40E-01	0.0967761
PPM1F	2.40E-01	-0.0872808
SCAMP1	2.40E-01	0.1764689
AGTR2	2.40E-01	-0.2069983
RTEL1	2.40E-01	0.0929904
TRIM14	2.40E-01	-0.121077
CCR2	2.40E-01	-0.156382
FBXO38	2.40E-01	-0.0927829
ABHD17B	2.40E-01	0.1011278
SGCD	2.41E-01	-0.2710119
ITGB4	2.41E-01	-0.1649969
TWISTNB	2.41E-01	0.1501712
FAM65A	2.41E-01	-0.091332
DNAJC15	2.41E-01	-0.1066806
CNOT4	2.41E-01	-0.2460258
HTRA1	2.41E-01	-0.1494083
B9D2	2.41E-01	0.2048866
MACROD1	2.41E-01	0.2334284
NA	2.41E-01	0.1688524
TXNL4A	2.41E-01	-0.1777791
ZMYM2	2.41E-01	0.2244676
GAPDH	2.41E-01	-0.1144265
DLGAP1	2.41E-01	-0.2951613
SCEL	2.41E-01	-0.299202
ABCA1	2.42E-01	-0.2882217
NA	2.42E-01	-0.2593217
RAB3B	2.42E-01	-0.2574826
IFT52	2.42E-01	-0.0652513
KLHDC8A	2.42E-01	-0.1393385
NA	2.42E-01	-0.2589931
FABP4	2.42E-01	-0.2564485
DTNA	2.42E-01	0.2028349
PROC	2.42E-01	0.1691477
RNF219	2.42E-01	-0.1307331
ESYT1	2.42E-01	0.1548402
GFER	2.42E-01	-0.1095238
NFU1	2.42E-01	0.0844427
STAM2	2.42E-01	-0.3523925
CALY	2.42E-01	0.2546155
PRDM2	2.42E-01	-0.1689348
SOX5P	2.42E-01	0.1618473
PSMD13	2.42E-01	-0.1011317
FLJ10038	2.42E-01	-0.1296438
BMP7	2.42E-01	-0.2381975
RNASE1	2.42E-01	0.3077146
TRIM36	2.43E-01	0.3430291
PSMD5	2.43E-01	0.1018365
MGA	2.43E-01	0.2806372
NA	2.43E-01	-0.3581448
ITSN2	2.43E-01	0.0846412
ENTPD7	2.43E-01	-0.2433906
ISG20L2	2.43E-01	0.0725835
SRP72	2.43E-01	0.1295022
LDB3	2.43E-01	-0.1603818
RHOQ	2.43E-01	-0.1295372
SAC3D1	2.43E-01	0.2355675
CDKAL1	2.43E-01	0.3044624
APOE	2.43E-01	0.2497482
FAM118A	2.43E-01	0.1540432
RNF39	2.43E-01	-0.1979241
LDLRAP1	2.43E-01	0.1270585
TAGLN	2.43E-01	0.1153255
NBR1	2.43E-01	-0.119478
PGK1	2.43E-01	-0.1387064
TM2D1	2.43E-01	0.0989197
LDLRAD4	2.44E-01	-0.2465263
EGFR	2.44E-01	-0.1684249
PSG3	2.44E-01	0.1695778
HIST1H2AK	2.44E-01	0.23338
THPO	2.44E-01	-0.2958981
XRCC6	2.44E-01	0.2752908
KRT38	2.44E-01	-0.1080759
IFNA13	2.44E-01	-0.1875268
DBN1	2.44E-01	-0.1771682
COX10	2.44E-01	-0.0662152
NA	2.44E-01	0.1938506
MYO7B	2.44E-01	-0.0971589
IGH	2.44E-01	-0.2496033
ANKRD7	2.44E-01	-0.327563
CGB7	2.45E-01	-0.1587715
HNF4A	2.45E-01	0.2000611
RTN1	2.45E-01	0.1983916
SLC2A5	2.45E-01	-0.2911295
KHSRP	2.45E-01	0.1677557
B3GNT3	2.45E-01	0.1957362
CCL15-CCL14	2.45E-01	-0.2572249
HTR7	2.45E-01	0.2697808
TAP2	2.45E-01	-0.2902518
TFAP2B	2.45E-01	-0.2905008
HIST1H1A	2.45E-01	-0.2093
EYA3	2.45E-01	-0.1714544
XIAP	2.45E-01	-0.1234048
DZIP3	2.45E-01	-0.2649697
IGLV1-40	2.45E-01	-0.1479035
LOC644450	2.45E-01	0.298719
RFPL3	2.45E-01	-0.0913035
FKBP14	2.46E-01	-0.1667033
SUPT20H	2.46E-01	-0.1025156
IQCK	2.46E-01	0.3134444
CACNA1A	2.46E-01	-0.1775707
ARPP19	2.46E-01	0.1028058
MEOX2	2.46E-01	-0.3947842
RNPEP	2.46E-01	0.103429
KCNK10	2.46E-01	-0.1167414
NA	2.46E-01	-0.2376928
HNRNPH3	2.46E-01	-0.072017
ACTB	2.46E-01	-0.0537935
PAICS	2.46E-01	0.0814414
UCP2	2.46E-01	-0.0824768
SUMO4	2.46E-01	0.0719698
ASB13	2.46E-01	-0.1467634
NA	2.46E-01	-0.2257577
IL17RA	2.46E-01	0.1257775
C14orf166	2.46E-01	0.0666808
FAM215A	2.46E-01	0.2333613
EEF1G	2.46E-01	0.0606073
PIK3R3	2.47E-01	-0.2034784
NA	2.47E-01	-0.3444276
RAB40C	2.47E-01	-0.1204359
TRD	2.47E-01	-0.1205186
RAB27A	2.47E-01	-0.1544971
SERPINC1	2.47E-01	-0.12565
ABCG4	2.47E-01	-0.097345
KDSR	2.47E-01	0.0814311
NFASC	2.47E-01	-0.2045975
SPG20	2.47E-01	-0.1339926
TIMM8B	2.47E-01	-0.0890602
DMP1	2.47E-01	-0.2944726
LTB4R2	2.47E-01	0.1612516
STRN3	2.47E-01	-0.1156535
GPR88	2.47E-01	-0.1891754
SORBS2	2.47E-01	-0.1725011
HRC	2.47E-01	-0.2122132
GUSBP11	2.47E-01	-0.1389993
RAP2B	2.47E-01	0.289465
CYP26B1	2.47E-01	-0.1825127
NCOA3	2.47E-01	-0.0802456
MCCC2	2.47E-01	0.2114827
OIP5	2.48E-01	-0.1677738
NMT2	2.48E-01	0.2015386
ENY2	2.48E-01	-0.0893006
SHOX2	2.48E-01	-0.2782805
TIGD6	2.48E-01	-0.3147803
KIDINS220	2.48E-01	0.0920814
GAK	2.48E-01	0.1076035
SLC35E2	2.48E-01	-0.2710937
PSMB2	2.48E-01	-0.1103997
CPS1	2.48E-01	-0.1332759
DIAPH2-AS1	2.48E-01	-0.1170373
TTLL12	2.48E-01	0.0924525
10-Sep	2.48E-01	-0.2399487
SIRT3	2.48E-01	0.1087132
UGGT2	2.48E-01	-0.2483097
AKAP10	2.48E-01	0.1865989
ARHGAP35	2.48E-01	0.1723197
TAS2R14	2.48E-01	0.1089654
IDS	2.49E-01	-0.1054757
ATOX1	2.49E-01	-0.1491106
SLC25A42	2.49E-01	-0.3013387
RAPGEF2	2.49E-01	-0.0880676
HMGN2	2.49E-01	-0.0523926
ENPP1	2.49E-01	-0.281791
DENND4C	2.49E-01	-0.0956415
TRIM68	2.49E-01	0.1360176
CSNK1D	2.49E-01	0.1405951
TSTD2	2.49E-01	-0.097531
USP24	2.49E-01	0.1066692
RFC3	2.49E-01	0.0787022
ADAMTS8	2.49E-01	-0.2553454
RANBP2	2.49E-01	0.1215582
NA	2.50E-01	-0.2045787
NPHP4	2.50E-01	-0.1394024
HSD11B2	2.50E-01	-0.1697081
PIGB	2.50E-01	-0.0955716
RBPMS	2.50E-01	-0.2718648
DOLK	2.50E-01	-0.1098105
TP73-AS1	2.50E-01	0.065373
SLC6A1	2.50E-01	-0.1881085
UBE2H	2.50E-01	-0.1672386
C11orf1	2.50E-01	-0.2644899
DUS2	2.50E-01	-0.0826636
HECTD4	2.50E-01	0.078605
TAF6L	2.50E-01	-0.1931285
CHST7	2.50E-01	-0.2403243
ZNF287	2.51E-01	0.2776042
VCP	2.51E-01	0.0719689
GTSE1	2.51E-01	-0.2050752
IL5RA	2.51E-01	0.2704309
STATH	2.51E-01	0.3023861
NAV3	2.51E-01	-0.1559772
BHMT2	2.51E-01	-0.2514557
CYP3A7	2.51E-01	-0.1363193
MCHR1	2.51E-01	-0.2458536
PLXNB3	2.51E-01	-0.192031
ADA	2.51E-01	-0.1256979
TTLL5	2.51E-01	-0.0925173
NA	2.51E-01	0.2563146
IQGAP1	2.51E-01	-0.1615638
PRKG2	2.51E-01	-0.1473218
PLVAP	2.51E-01	-0.1962521
SGCB	2.51E-01	-0.2305182
IL9R	2.51E-01	0.2063651
NA	2.51E-01	-0.251327
TRDMT1	2.51E-01	-0.1185328
GPC4	2.52E-01	-0.2379071
CTAG1A	2.52E-01	-0.1418481
SNED1	2.52E-01	-0.118191
NA	2.52E-01	-0.0712991
SENP2	2.52E-01	0.0798823
UQCRC1	2.52E-01	0.0911695
PDS5A	2.52E-01	0.1955143
NA	2.52E-01	0.1448354
AOAH	2.52E-01	0.125639
RASL10A	2.52E-01	-0.1728969
CACNB2	2.52E-01	-0.1896501
SNHG3	2.52E-01	0.0821909
BIN3	2.52E-01	0.085223
PCNP	2.52E-01	-0.0855163
DHDDS	2.52E-01	0.0934983
ADCK2	2.52E-01	0.155518
ZNF415	2.52E-01	-0.2194549
NF1	2.52E-01	-0.1009489
CHERP	2.52E-01	0.2016717
TNKS	2.53E-01	0.1986555
SUCLA2	2.53E-01	0.1051165
FBN2	2.53E-01	-0.2158438
ADAM17	2.53E-01	-0.0825579
EYA1	2.53E-01	0.2574642
PTPN22	2.53E-01	0.3246151
KCNIP1	2.53E-01	-0.1250248
PLS1	2.53E-01	-0.2704211
SMG1P3	2.53E-01	0.1142215
FRMPD4	2.53E-01	0.2767914
CDC73	2.53E-01	0.113417
C8orf60	2.53E-01	0.1560801
NA	2.53E-01	0.2495327
SLC22A7	2.53E-01	-0.2081765
NA	2.53E-01	-0.1193151
MAGEA6	2.53E-01	0.2508943
PPP1R3A	2.53E-01	-0.3248553
PAQR6	2.53E-01	0.1106779
DST	2.54E-01	-0.2990512
NANS	2.54E-01	0.0791285
MXD3	2.54E-01	-0.1087966
PIN1P1	2.54E-01	-0.14968
ZHX3	2.54E-01	0.1111326
NPHP1	2.54E-01	-0.2373139
CYP27B1	2.54E-01	-0.1532281
SPA17	2.54E-01	-0.1318809
UQCRB	2.54E-01	0.1310598
IL5RA	2.54E-01	-0.1630681
H2AFY	2.54E-01	-0.0778099
KRT34	2.54E-01	-0.1615748
FABP3	2.54E-01	0.2506436
CEP152	2.54E-01	0.2522886
RPS6KA3	2.54E-01	0.0901129
ZFHX3	2.55E-01	-0.2355889
EIF3I	2.55E-01	-0.0561487
COL5A3	2.55E-01	-0.1096038
KIAA0101	2.55E-01	-0.117669
MYLPF	2.55E-01	-0.2050505
NA	2.55E-01	0.1196759
CDS2	2.55E-01	-0.0777908
UNC93A	2.55E-01	-0.2569815
ACTG1	2.55E-01	-0.0457727
PLEKHG6	2.55E-01	-0.0953311
TYRO3	2.55E-01	-0.1918307
NA	2.55E-01	-0.1319583
KIAA1467	2.55E-01	0.0950043
OSBPL7	2.55E-01	-0.1251332
NPAT	2.55E-01	0.1183264
EFNB2	2.55E-01	-0.2780484
CHERP	2.55E-01	0.0888123
HMGCS1	2.55E-01	-0.1061054
ATP11A	2.55E-01	-0.2113622
ATP5D	2.55E-01	0.1048254
PNPLA4	2.55E-01	-0.2164776
FRS2	2.56E-01	0.3369902
PLXNA2	2.56E-01	-0.202274
MKL1	2.56E-01	-0.1129503
NEBL	2.56E-01	-0.1224949
NIN	2.56E-01	0.2549718
E2F6	2.56E-01	0.2093038
SLC6A2	2.56E-01	-0.140413
NFKB2	2.56E-01	0.2569917
TGFB1	2.56E-01	-0.0885052
NA	2.56E-01	-0.2411806
TMEM199	2.56E-01	0.1160225
VPS4A	2.56E-01	-0.0626537
LIN28A	2.56E-01	-0.2654636
TBC1D22A	2.56E-01	0.2441913
N6AMT1	2.56E-01	-0.1988643
FDXACB1	2.57E-01	0.111497
SH3PXD2A	2.57E-01	-0.0945778
TTC12	2.57E-01	0.158617
F9	2.57E-01	-0.2719262
FRG1	2.57E-01	0.0783629
FRMD4B	2.57E-01	-0.2578459
STK3	2.57E-01	-0.3529442
NUMA1	2.57E-01	0.1212058
TBC1D30	2.57E-01	-0.1719433
RYR2	2.57E-01	0.3002648
ICA1	2.57E-01	0.218461
GBAP1	2.57E-01	-0.1042815
SAMD4A	2.57E-01	-0.1893231
CDC27	2.57E-01	-0.0703505
UPK1B	2.57E-01	-0.2244456
HOXD1	2.58E-01	0.1358918
MBD3	2.58E-01	0.1022521
SC5D	2.58E-01	-0.1664972
MCM3AP-AS1	2.58E-01	0.289492
SPCS3	2.58E-01	0.0607066
KITLG	2.58E-01	-0.1902163
BLZF1	2.58E-01	0.2385121
ARRB2	2.58E-01	-0.0827597
ZNF609	2.58E-01	-0.1614734
YIPF6	2.58E-01	-0.1902236
NEDD8	2.58E-01	0.104181
6-Mar	2.59E-01	-0.1776225
CAPN10	2.59E-01	0.1710694
FOXO4	2.59E-01	-0.2114705
VDAC1	2.59E-01	-0.0979217
RAB4A	2.59E-01	0.0836512
ATP1A3	2.59E-01	0.2242843
C16orf71	2.59E-01	-0.2024686
MAP2K5	2.59E-01	-0.1686085
PRSS3	2.59E-01	-0.1107536
KLHDC10	2.59E-01	-0.1516138
AASS	2.59E-01	-0.199603
GCLM	2.59E-01	0.1101627
UGT8	2.59E-01	-0.2684762
C4orf27	2.59E-01	0.119245
SNRK	2.59E-01	0.1252394
RREB1	2.59E-01	-0.1787379
PSMB9	2.59E-01	-0.1454211
SCN3B	2.59E-01	-0.199462
COQ10B	2.59E-01	-0.1117768
ABHD6	2.60E-01	0.2477908
AKR1B1	2.60E-01	0.0731896
MLLT10	2.60E-01	-0.2051628
TSPAN6	2.60E-01	0.0985332
RAG1	2.60E-01	0.272297
APBA3	2.60E-01	0.2139954
NA	2.60E-01	0.1270022
COL14A1	2.60E-01	-0.1733453
NA	2.60E-01	-0.2622461
GRIK5	2.60E-01	-0.2658503
OTUB1	2.60E-01	0.0617984
MAP3K5	2.60E-01	0.0818495
EPS15	2.60E-01	-0.1103027
NA	2.60E-01	0.1753349
AQP3	2.60E-01	0.147405
LRRC41	2.60E-01	0.1897789
VPS9D1	2.60E-01	-0.1164099
SLC24A1	2.61E-01	0.1465858
ZNF451	2.61E-01	0.1176663
HSD17B14	2.61E-01	-0.2258961
CASP9	2.61E-01	-0.0749181
NA	2.61E-01	0.1717842
TFPI	2.61E-01	-0.2046245
NRXN1	2.61E-01	-0.1736947
FAIM2	2.61E-01	-0.1047807
HTR2C	2.62E-01	0.3046756
COL17A1	2.62E-01	-0.2555169
WARS2	2.62E-01	0.1384239
ESR1	2.62E-01	-0.3092202
SCARB1	2.62E-01	0.2423682
GHRHR	2.62E-01	-0.1835247
LOC100290036	2.62E-01	-0.2836278
PTGER1	2.62E-01	0.0972366
USH1C	2.62E-01	-0.1419407
NA	2.62E-01	-0.2813087
NOTCH1	2.62E-01	-0.1081048
CAMKK2	2.63E-01	0.1703991
TSPAN3	2.63E-01	-0.1159538
ZSCAN18	2.63E-01	0.1879031
TBX6	2.63E-01	-0.0923641
CRABP1	2.63E-01	0.2489057
PFDN6	2.63E-01	-0.1780403
CRKL	2.63E-01	0.0796622
ME1	2.63E-01	-0.131836
RBCK1	2.63E-01	-0.0644678
KDM5A	2.63E-01	-0.1216696
TPM2	2.63E-01	-0.1566858
GLRA3	2.63E-01	-0.4102645
GRIA2	2.63E-01	-0.1423674
KLK11	2.63E-01	-0.1650173
BAZ1B	2.64E-01	0.1048991
PRSS12	2.64E-01	-0.289969
EIF5	2.64E-01	-0.0939599
NPAS2	2.64E-01	-0.1590156
LRP1	2.64E-01	0.2322596
COL4A3	2.64E-01	0.2473698
OSBPL1A	2.64E-01	-0.1075643
HNRNPA3	2.64E-01	0.0939614
TWF2	2.64E-01	-0.0769841
CFLAR	2.64E-01	0.1169819
HOXD9	2.64E-01	-0.1468767
KPNA1	2.64E-01	-0.0869565
C16orf72	2.64E-01	-0.1795176
PYGM	2.64E-01	0.1032863
TWIST1	2.64E-01	-0.2914622
NA	2.64E-01	0.1859034
NA	2.65E-01	-0.2669981
ATP1A2	2.65E-01	-0.2397362
MED22	2.65E-01	0.0838169
GABRE	2.65E-01	-0.2082712
SV2A	2.65E-01	0.2076623
PPP4R4	2.65E-01	-0.2076137
TBL1XR1	2.65E-01	-0.0936145
NA	2.65E-01	-0.2504081
BAAT	2.65E-01	-0.1507487
ZNF44	2.65E-01	0.0877239
GRIA3	2.65E-01	-0.2676833
NEFM	2.65E-01	-0.2722011
UGT2B28	2.65E-01	-0.2226253
CACNA1S	2.66E-01	-0.198267
MLNR	2.66E-01	-0.1707539
CHRNB4	2.66E-01	0.2244991
NA	2.66E-01	-0.3153733
NA	2.66E-01	-0.2073538
TNXB	2.66E-01	-0.1466307
ARAP2	2.66E-01	0.0944411
TENC1	2.66E-01	0.2176808
TRPC6	2.66E-01	-0.2663653
EVC	2.66E-01	-0.1457702
CA12	2.67E-01	-0.1280814
IFT74	2.67E-01	0.3369652
NA	2.67E-01	-0.214287
NKX3-2	2.67E-01	-0.1767473
SSFA2	2.67E-01	-0.0860443
SERPINE1	2.67E-01	-0.1727208
MTCH1	2.67E-01	0.0762402
GFAP	2.67E-01	-0.1131079
FAM182B	2.67E-01	0.1777132
RBBP9	2.67E-01	-0.2180436
RNASEL	2.67E-01	-0.1968607
TCP10	2.67E-01	-0.2125724
NA	2.67E-01	-0.210232
TTC39A	2.67E-01	-0.1636472
TRIP11	2.67E-01	-0.1644675
FN1	2.68E-01	0.3188102
TMEM33	2.68E-01	-0.0949092
SNTA1	2.68E-01	-0.1017565
AADAC	2.68E-01	-0.189169
GPR135	2.68E-01	0.2583589
LARP7	2.68E-01	-0.1055215
FGFBP1	2.68E-01	-0.120667
PDYN	2.68E-01	-0.2455174
MPO	2.68E-01	-0.1747472
JAK3	2.68E-01	-0.1968687
HFE	2.68E-01	0.1883313
NA	2.68E-01	-0.2322875
BRSK2	2.68E-01	-0.1985458
BRCA2	2.68E-01	0.3410095
AGRN	2.69E-01	-0.1660199
C14orf132	2.69E-01	0.1274897
MYH13	2.69E-01	-0.1814219
MMP12	2.69E-01	-0.138617
CD8B	2.69E-01	0.2064088
SYNJ2BP	2.69E-01	0.2057951
TRH	2.69E-01	-0.1727009
C12orf49	2.69E-01	-0.0663785
SEC14L4	2.69E-01	-0.184562
PREB	2.69E-01	-0.1091642
NA	2.69E-01	-0.1295766
BAI3	2.69E-01	0.2172165
NLGN4Y	2.69E-01	0.2730117
LAGE3	2.69E-01	-0.1114896
ADTRP	2.69E-01	-0.0773127
PKLR	2.69E-01	-0.2045342
SLC22A5	2.69E-01	0.1075525
HGF	2.69E-01	-0.2956853
NRG2	2.70E-01	0.168534
DDR1-AS1	2.70E-01	0.2850888
MYLK	2.70E-01	-0.2339843
CITED2	2.70E-01	-0.0895605
CDK5R2	2.70E-01	0.2036895
TPD52L1	2.70E-01	-0.1840902
MYL6	2.70E-01	-0.0604078
ACAT1	2.70E-01	0.0806023
RRP1	2.70E-01	-0.2036421
SRSF3	2.70E-01	0.0645175
PLSCR4	2.70E-01	-0.2069626
LARGE	2.70E-01	-0.1778312
ZNF550	2.70E-01	0.1737713
DCT	2.70E-01	0.1477971
PDIA6	2.70E-01	-0.0651246
SLC35F5	2.70E-01	-0.2758212
KCNJ5	2.71E-01	0.2004905
NA	2.71E-01	-0.2181727
PCDHGA3	2.71E-01	-0.231093
DVL3	2.71E-01	-0.1688097
TMCO3	2.71E-01	0.1710881
PYGB	2.71E-01	-0.1819336
ESRRG	2.71E-01	-0.2966832
ERAP1	2.71E-01	0.0980823
PPP1R2	2.71E-01	0.2619824
RARS	2.71E-01	0.1209216
MUC7	2.71E-01	-0.2648374
NA	2.71E-01	-0.1372439
PAX3	2.71E-01	-0.1666353
ADAMTS3	2.71E-01	-0.1668135
N4BP2L1	2.71E-01	0.298733
IGF2BP3	2.71E-01	-0.2300534
ALPK1	2.71E-01	0.1575456
FAT4	2.71E-01	0.1694435
SOWAHC	2.71E-01	-0.1124844
SLC39A8	2.71E-01	-0.1466965
LIPF	2.71E-01	-0.2499152
TOR1B	2.71E-01	-0.0828686
ERAP1	2.71E-01	0.2294318
FADS3	2.71E-01	-0.117166
CADPS	2.71E-01	-0.1571557
ALOX12P2	2.71E-01	0.1612397
YLPM1	2.71E-01	-0.1006642
RPS6	2.72E-01	0.0532089
PAPOLA	2.72E-01	0.1094974
PARP11	2.72E-01	-0.1457234
USP12	2.72E-01	-0.1173701
DEAF1	2.72E-01	0.0929625
MAN1B1	2.72E-01	-0.1554851
CDH22	2.72E-01	-0.2117988
PSPC1	2.72E-01	0.0771683
NA	2.72E-01	0.0672089
NRF1	2.72E-01	-0.0786297
NUDT9	2.72E-01	0.0822843
RPL10	2.72E-01	-0.1026948
F13B	2.72E-01	-0.2255663
GADD45A	2.72E-01	-0.1215261
OR2F2	2.72E-01	-0.2202228
GCKR	2.72E-01	-0.1294708
NDRG2	2.72E-01	0.1721237
ULBP1	2.72E-01	-0.0919321
EIF4G1	2.72E-01	0.0828542
CARD10	2.73E-01	-0.1543391
NA	2.73E-01	-0.157957
CLCN5	2.73E-01	-0.1071054
BHLHE40	2.73E-01	0.1113071
UGT1A3	2.73E-01	-0.1994316
SLC12A7	2.73E-01	0.1009903
NA	2.73E-01	0.1271887
NA	2.73E-01	-0.1355806
FAM13A	2.73E-01	0.1555835
GRIK2	2.73E-01	-0.3840022
GMPPB	2.73E-01	0.1631561
IPCEF1	2.73E-01	0.1477041
FMNL1	2.73E-01	-0.0790539
LRP1B	2.73E-01	-0.3116189
NA	2.73E-01	-0.1471911
NOP14-AS1	2.73E-01	-0.2720104
ALDOB	2.73E-01	-0.1387169
CSNK2A1	2.73E-01	-0.082564
PML	2.73E-01	0.2093578
GAA	2.74E-01	-0.1136421
ENO1	2.74E-01	-0.1805952
NA	2.74E-01	-0.3022825
SLC12A8	2.74E-01	0.2511253
APOLD1	2.74E-01	0.2732695
PLA2G2A	2.74E-01	-0.2248231
EXOSC7	2.74E-01	-0.0749481
MAGED4	2.74E-01	-0.2448488
ARHGEF12	2.74E-01	0.2772328
MAGED2	2.74E-01	0.1671876
XPNPEP1	2.74E-01	-0.2259772
ZDHHC18	2.74E-01	-0.1160249
NA	2.74E-01	-0.1060212
MMP13	2.74E-01	0.2222178
CAT	2.74E-01	0.1500054
PYGO1	2.74E-01	-0.2446306
SOCS2	2.75E-01	0.0989342
EP300	2.75E-01	0.1222492
MTOR	2.75E-01	0.0707921
VPS13D	2.75E-01	-0.0893969
DENND3	2.75E-01	-0.1255961
NA	2.75E-01	-0.1969695
CD84	2.75E-01	-0.1591677
VSNL1	2.75E-01	-0.2877019
MMP11	2.75E-01	0.2068189
TFIP11	2.75E-01	-0.1003681
CD28	2.75E-01	0.1078325
B3GALNT1	2.75E-01	-0.3015043
FLT1	2.76E-01	-0.2383144
POGZ	2.76E-01	0.260838
KIAA0556	2.76E-01	0.0634148
