#Gene	P.Value	logFC
TADA3	5.04E-04	-0.421336
RNF24	5.04E-04	0.415636
SLC25A13	5.04E-04	-0.696371
ESPN	5.05E-04	0.430202
PPP1R12A	5.05E-04	-0.87053
GLRA3	5.05E-04	0.357013
ROR2	5.06E-04	0.430024
HNRNPH3	5.06E-04	-0.869467
NA	5.06E-04	0.718766
ANKHD1-EIF4EBP3	5.07E-04	-0.722783
SNTB1	5.07E-04	0.536732
TRMT61A	5.07E-04	0.471411
MASP1	5.07E-04	0.473536
PAGE4	5.07E-04	0.36645
PACSIN2	5.08E-04	-0.580189
PDE4C	5.08E-04	-0.627479
NR3C2	5.09E-04	0.629249
PPP2R3C	5.09E-04	-0.733563
NFATC2IP	5.10E-04	-0.815909
NA	5.12E-04	0.460597
NA	5.13E-04	0.388954
GPR143	5.13E-04	0.546113
SFN	5.13E-04	-1.148529
ABCB9	5.13E-04	0.544386
NA	5.13E-04	0.377702
ST6GALNAC5	5.14E-04	0.595102
C2orf44	5.14E-04	0.367186
LBR	5.14E-04	-0.858139
TBCE	5.14E-04	-0.4062
LSS	5.15E-04	0.308182
EPHA7	5.15E-04	0.352689
PLSCR1	5.16E-04	-0.827802
ARMCX4	5.16E-04	0.478833
PPEF1	5.16E-04	0.472208
NA	5.18E-04	0.445666
ITFG2	5.19E-04	0.351365
PRPSAP1	5.19E-04	-0.591468
SECTM1	5.20E-04	0.590912
NA	5.21E-04	0.478186
DPF2	5.21E-04	-0.473909
FZR1	5.22E-04	0.404379
APBB1	5.22E-04	0.477116
PNMA2	5.22E-04	0.720408
ADH6	5.24E-04	0.641691
TMEM43	5.24E-04	-0.545334
MYH7	5.24E-04	0.381835
RAB5A	5.25E-04	-0.845501
ABCG5	5.26E-04	0.584262
TSN	5.26E-04	-0.618338
ACAP2	5.26E-04	-1.035663
RAB3GAP2	5.28E-04	-0.543366
SETMAR	5.28E-04	-0.713415
FIS1	5.28E-04	-0.76756
CLUAP1	5.28E-04	0.35155
MYH13	5.28E-04	0.351646
PRMT7	5.29E-04	-0.612299
SF3A3	5.30E-04	-0.554704
RNFT2	5.30E-04	0.492875
CUX1	5.30E-04	-0.653311
TTC37	5.31E-04	-0.826652
TAF12	5.31E-04	-0.573186
NUFIP1	5.31E-04	0.34559
ZC3H7B	5.31E-04	0.384179
NA	5.31E-04	0.504857
IL18R1	5.32E-04	0.409902
RXRG	5.32E-04	0.379413
LAMA4	5.32E-04	0.32533
NCR1	5.32E-04	0.418039
CCNL2	5.33E-04	-0.864032
DKFZP586I1420	5.34E-04	-0.789058
FOXO3B	5.36E-04	-0.610297
GPR56	5.37E-04	-0.978748
NA	5.38E-04	0.318528
NA	5.38E-04	0.294064
NA	5.39E-04	0.487968
COLQ	5.39E-04	0.484921
CHRNA4	5.39E-04	0.447229
PDCD11	5.39E-04	-0.476111
CPT1A	5.40E-04	0.505902
TSNAX-DISC1	5.40E-04	0.381656
PARP12	5.40E-04	-0.820241
NA	5.41E-04	0.419554
NA	5.41E-04	0.36033
KIAA1109	5.41E-04	0.449021
ADCY9	5.42E-04	0.540538
C14orf1	5.43E-04	-0.787754
NA	5.44E-04	0.412755
OSBPL8	5.44E-04	-1.173202
MFAP4	5.44E-04	1.111636
NDUFA8	5.45E-04	-0.690492
CDK13	5.45E-04	0.375999
NCOA2	5.45E-04	-0.876842
ARF6	5.45E-04	-0.601676
9-Sep	5.45E-04	-0.671114
PUM2	5.46E-04	-0.44458
MAGED2	5.47E-04	-0.622537
PATZ1	5.48E-04	-0.669448
CCDC64	5.49E-04	0.474831
FXR1	5.49E-04	-0.704165
TREM2	5.49E-04	0.50038
FCGR2C	5.49E-04	0.458502
MTERF4	5.49E-04	0.379067
GNAS	5.49E-04	0.396129
GBP1	5.50E-04	-1.453362
FLNB	5.50E-04	-0.859666
CXCR6	5.51E-04	0.477355
LAPTM4B	5.51E-04	-0.98154
NA	5.51E-04	0.557717
TOM1L1	5.53E-04	-0.766007
TSPAN14	5.53E-04	-0.557786
FGF6	5.53E-04	0.399174
KANK2	5.53E-04	0.980019
TTR	5.54E-04	0.665086
KLF17P1	5.54E-04	0.510353
CNGB1	5.55E-04	0.328443
IGKV1D-8	5.55E-04	0.630178
DDO	5.56E-04	0.515084
CNTRL	5.56E-04	0.390126
HTATIP2	5.56E-04	-0.459614
KCND3	5.56E-04	0.619059
MPRIP	5.57E-04	-0.473025
SFTPB	5.58E-04	0.532381
SLC25A16	5.58E-04	0.333279
IQSEC1	5.59E-04	0.36908
RAP2A	5.60E-04	0.402469
PHKB	5.60E-04	-0.740652
DCT	5.61E-04	0.407295
CFTR	5.61E-04	0.343247
NA	5.61E-04	0.48507
NPC2	5.63E-04	-0.71295
RPAP3	5.63E-04	-0.708847
SRP14	5.64E-04	-0.580791
FEN1	5.64E-04	-0.806525
MRPS31	5.64E-04	-0.581924
AHCYL1	5.64E-04	-0.386447
MRPS18B	5.65E-04	-0.47154
ARL5A	5.65E-04	-0.79346
SEC14L1	5.65E-04	-0.732435
PPP1CB	5.66E-04	-0.686338
POFUT2	5.67E-04	-0.368846
REL	5.67E-04	0.523134
LMAN2L	5.69E-04	0.352061
HOOK2	5.69E-04	-0.811411
FGA	5.69E-04	0.446342
ACTL7A	5.69E-04	0.430677
TUB	5.70E-04	0.475113
AVIL	5.70E-04	0.40657
MAPK9	5.70E-04	-0.557393
SACM1L	5.71E-04	-0.823962
UQCRB	5.71E-04	-0.60355
EDA	5.71E-04	0.468337
KRTAP5-9	5.72E-04	0.572879
RPL4	5.72E-04	-0.593423
NGDN	5.73E-04	-0.57439
CX3CL1	5.74E-04	0.597806
ZDHHC4	5.75E-04	-0.569536
NXPH4	5.76E-04	0.500321
TPO	5.77E-04	0.491738
GABARAP	5.77E-04	-0.495072
UTS2	5.77E-04	0.27902
ZNF266	5.78E-04	-0.685503
SLC13A4	5.78E-04	0.4422
DLG3	5.79E-04	0.279092
ABHD17A	5.80E-04	-0.723813
MRPL41	5.81E-04	0.460453
EDEM3	5.81E-04	-0.599688
MFSD10	5.82E-04	-0.820699
PFDN4	5.83E-04	0.401023
GLI1	5.83E-04	0.577809
SYNE1	5.83E-04	0.376951
SRRM2	5.84E-04	0.564933
CLTA	5.84E-04	0.436258
COX5B	5.84E-04	-0.724648
NSUN5P1	5.84E-04	-0.712093
PGK1	5.85E-04	0.484597
WDR83OS	5.85E-04	-0.554458
MCM4	5.86E-04	-0.702095
MRS2	5.86E-04	-0.682647
TNS1	5.87E-04	1.170183
B9D2	5.87E-04	0.421404
SCN2B	5.87E-04	0.461156
DRD5	5.87E-04	0.458573
GNB3	5.87E-04	0.394611
CAMKK2	5.87E-04	-0.57449
PRKAR1A	5.87E-04	-1.007769
LSM8	5.88E-04	-0.694957
CDH15	5.91E-04	0.434503
SMAD1	5.91E-04	-0.7491
PADI4	5.91E-04	0.421749
OTOF	5.91E-04	0.414262
FGB	5.91E-04	0.611309
CYP3A43	5.92E-04	0.481517
CT62	5.92E-04	0.505442
UBXN4	5.92E-04	-0.922715
HMGXB4	5.92E-04	-0.520464
TCL1A	5.94E-04	0.574607
7-Sep	5.94E-04	-0.884452
CETN3	5.94E-04	-0.999122
CACNA1C	5.95E-04	0.560355
PDLIM7	5.95E-04	0.40288
NA	5.96E-04	0.426321
C1orf109	5.96E-04	-0.484255
PCDHGA1	5.96E-04	0.448651
HCRTR1	5.97E-04	0.374147
HIGD1B	5.98E-04	0.518129
C14orf1	5.98E-04	-0.464267
CCDC134	5.99E-04	0.496411
NDC1	5.99E-04	-0.867724
SGCD	5.99E-04	0.648503
TRAF3IP2	5.99E-04	0.314351
CDK20	6.00E-04	0.505957
HIF3A	6.00E-04	0.643632
ATP2B2	6.00E-04	0.462835
ATN1	6.01E-04	0.448852
FOXJ3	6.01E-04	-0.521995
AFF1	6.01E-04	0.526319
NA	6.02E-04	-0.885249
PPP2R2D	6.03E-04	-0.4325
IPO7	6.04E-04	-0.696185
MTMR4	6.04E-04	-0.692506
GYPA	6.06E-04	0.236621
ACOT13	6.07E-04	-0.696726
WIPI2	6.08E-04	0.444473
TBCC	6.08E-04	-0.408751
TPP2	6.08E-04	-0.664323
C6orf211	6.09E-04	-0.933367
WNT11	6.09E-04	0.522613
LAMC3	6.10E-04	0.576456
NA	6.11E-04	0.437675
CAT	6.12E-04	0.286915
LOC100507619	6.12E-04	0.330016
HRASLS	6.12E-04	0.529078
ITSN1	6.13E-04	0.466075
ST13	6.14E-04	-0.833539
CACNB2	6.14E-04	0.497499
GTF2B	6.14E-04	-0.64012
PARP16	6.15E-04	0.404865
KHK	6.16E-04	0.43125
SIL1	6.17E-04	-0.473229
CDYL	6.17E-04	-0.450301
RGS6	6.18E-04	0.490781
PMS2P3	6.18E-04	-0.48139
ID2	6.19E-04	-1.220759
AP1S2	6.19E-04	0.431903
SPDEF	6.19E-04	0.369671
MYO1B	6.20E-04	0.327004
MS4A1	6.21E-04	1.066626
RNF208	6.22E-04	0.546792
AARSD1	6.22E-04	-0.432481
FLJ42627	6.22E-04	0.562667
VPS41	6.22E-04	0.337044
NA	6.22E-04	0.425052
LOC644450	6.22E-04	0.345012
10-Sep	6.23E-04	-0.922485
NKX3-2	6.25E-04	0.38973
GTPBP6	6.26E-04	-0.530944
SLC4A4	6.26E-04	0.450993
TRAP1	6.27E-04	-0.53051
ARFGAP2	6.27E-04	-0.382496
KCNH4	6.28E-04	0.536804
EIF1	6.28E-04	-0.494083
DNPEP	6.28E-04	0.366659
IL16	6.28E-04	0.617658
GOSR2	6.28E-04	0.333758
EED	6.29E-04	-0.801515
CHRM4	6.30E-04	0.380537
SEC24A	6.30E-04	-0.503974
ITIH1	6.30E-04	0.365901
TNIP1	6.31E-04	-0.571403
APOOL	6.32E-04	0.381566
RGS14	6.32E-04	0.322297
NA	6.32E-04	0.419155
OR2J2	6.32E-04	0.43421
TMEM156	6.32E-04	0.459156
CMAHP	6.32E-04	0.594058
MCFD2	6.34E-04	-0.964904
LGMN	6.34E-04	-0.832581
HNF4A	6.35E-04	0.554435
CLCN7	6.36E-04	0.533258
BMP7	6.36E-04	0.701695
HES2	6.37E-04	0.390288
BLMH	6.37E-04	-0.445975
GGPS1	6.38E-04	-0.680838
PHKB	6.40E-04	-0.733508
PCNX	6.40E-04	0.266455
EDDM3A	6.40E-04	0.264439
IL1RN	6.41E-04	-0.728701
PLAGL2	6.41E-04	0.38563
EDDM3A	6.41E-04	0.540533
RPS6KA2	6.43E-04	0.457163
SLC6A13	6.44E-04	0.493231
SLC6A4	6.44E-04	0.661328
FNDC8	6.44E-04	0.520377
MAU2	6.44E-04	0.382415
RDH5	6.45E-04	0.478418
AIM1L	6.46E-04	0.384261
HK2	6.46E-04	-0.728977
SNN	6.46E-04	-0.659109
MUT	6.47E-04	-0.885046
CD7	6.48E-04	0.466058
SH2D2A	6.48E-04	0.441598
NA	6.49E-04	0.59689
H2AFY	6.49E-04	-0.76395
CLDN7	6.50E-04	-0.849838
SHC1P1	6.51E-04	0.348071
LOC100293561	6.52E-04	0.502095
RNF111	6.52E-04	-0.654154
IL3RA	6.52E-04	0.360133
IQCH	6.53E-04	0.403127
CNOT8	6.54E-04	-0.797425
NA	6.55E-04	0.350346
RNF39	6.55E-04	0.533668
CSF1	6.56E-04	0.425583
UBE2J1	6.56E-04	-0.606642
KCND3	6.57E-04	0.391283
MYCBP	6.58E-04	-0.8324
RPL29	6.59E-04	-0.775465
PLCB4	6.59E-04	0.506487
NA	6.60E-04	0.323243
PAQR5	6.60E-04	0.419997
LY6H	6.61E-04	0.339583
CDC14A	6.61E-04	0.399661
DENND3	6.62E-04	0.453916
NA	6.64E-04	0.29657
PGBD3	6.65E-04	0.406872
EXOC6B	6.65E-04	0.465618
SIPA1L1	6.66E-04	0.497064
CD300C	6.67E-04	0.390188
MLEC	6.67E-04	-0.450954
C1D	6.68E-04	-0.709564
ENOX1	6.68E-04	0.425543
NA	6.69E-04	0.400352
HIST1H1A	6.69E-04	0.454928
PER1	6.69E-04	0.408168
CECR5	6.69E-04	-0.571936
CARD14	6.70E-04	0.501832
SLC18A3	6.71E-04	0.4417
WIPF2	6.72E-04	-0.365053
ST18	6.73E-04	0.85883
TCF3	6.74E-04	-0.600686
HINT1	6.75E-04	-0.792015
CHN2	6.76E-04	0.380427
HNRNPUL1	6.76E-04	-0.443316
FABP7	6.76E-04	0.647425
MACF1	6.77E-04	-0.559049
TSPAN6	6.78E-04	-1.130523
IL6ST	6.81E-04	0.477263
GUCY1B2	6.81E-04	0.441941
JAK3	6.82E-04	0.405757
WIPI1	6.82E-04	-0.856425
LINC00597	6.85E-04	0.406522
DGCR14	6.86E-04	0.413206
TMSB4XP8	6.87E-04	-0.873195
RHOQ	6.87E-04	-0.702676
FERMT1	6.88E-04	-0.838559
BIRC7	6.89E-04	0.385175
ESR2	6.90E-04	0.515741
DNAJB12	6.90E-04	0.438836
AKT3	6.90E-04	0.729803
NTAN1	6.91E-04	-0.791556
ERO1LB	6.91E-04	0.305953
WNT10B	6.92E-04	0.569085
VGLL1	6.93E-04	0.362191
KPNB1	6.93E-04	-0.501869
NA	6.94E-04	0.285841
CMC4	6.94E-04	-0.554368
TBX4	6.94E-04	0.547319
BUB1B	6.94E-04	-0.895451
DDX3X	6.95E-04	-0.842068
IL27RA	6.95E-04	0.427776
PIGL	6.97E-04	0.424163
VPS53	6.97E-04	0.441296
TMEM185B	6.97E-04	-0.722569
NSL1	6.98E-04	-0.69202
CXCR5	6.98E-04	0.414241
CACNB2	6.98E-04	0.515948
LOC100506002	6.98E-04	0.583009
TMEM259	7.00E-04	0.449018
CHST3	7.02E-04	0.448208
RTCA	7.02E-04	0.366529
MTNR1A	7.04E-04	0.408708
CRY2	7.04E-04	0.318963
ZBTB18	7.07E-04	0.37033
FDX1	7.07E-04	-0.667546
PRTN3	7.08E-04	0.462325
CLCN3	7.09E-04	-1.000118
AASS	7.10E-04	0.582113
TROVE2	7.10E-04	-0.633954
PGLYRP1	7.12E-04	0.358213
TMEM230	7.12E-04	-0.801651
NDOR1	7.13E-04	0.433179
TEX12	7.13E-04	0.242881
PTGER3	7.14E-04	0.483168
HIP1	7.15E-04	0.459094
USP34	7.17E-04	-0.593257
TRIM27	7.17E-04	-0.871518
ADH1B	7.18E-04	0.617418
UBE2Z	7.18E-04	-0.356534
CENPF	7.19E-04	-0.986952
MINA	7.20E-04	-0.721617
C6orf25	7.20E-04	0.413903
PCGF1	7.20E-04	0.299061
AANAT	7.21E-04	0.369472
UBAC1	7.22E-04	-0.490109
HAUS7	7.22E-04	-0.479374
PHOX2A	7.22E-04	0.416591
SP1	7.23E-04	0.376249
RPS10P7	7.24E-04	-0.571874
NA	7.24E-04	0.284734
STT3A	7.26E-04	-0.44652
PPP1R11	7.27E-04	-0.474961
NCK2	7.30E-04	-0.592454
MEOX2	7.30E-04	0.329829
CBLB	7.31E-04	-0.643158
CELA3A	7.31E-04	0.387043
NA	7.32E-04	0.468063
DHRS7	7.33E-04	-0.733693
NME6	7.33E-04	0.446887
LRRC1	7.35E-04	-0.730275
RAB28	7.35E-04	0.3067
ATF2	7.36E-04	-0.825964
AFF3	7.36E-04	0.445213
RPL35	7.36E-04	-0.670023
DVL3	7.36E-04	-0.546303
PRDM16	7.37E-04	0.459444
INPP5J	7.37E-04	0.402219
TUBA3D	7.37E-04	-0.439198
ELK1	7.39E-04	0.53608
SOBP	7.39E-04	0.938334
NCOR1	7.40E-04	-0.641151
NDFIP1	7.41E-04	-1.054875
PPIL2	7.41E-04	0.485955
HSD17B4	7.41E-04	-0.801095
KLF6	7.42E-04	0.484194
MAST4	7.42E-04	-0.905293
SFN	7.42E-04	-1.330231
GNA11	7.42E-04	-0.492849
NA	7.43E-04	0.509447
TTC38	7.43E-04	0.435838
PPFIA1	7.44E-04	-0.705414
SCNN1A	7.44E-04	0.497567
NA	7.44E-04	0.50787
ATP2C1	7.45E-04	-0.44572
SEC31B	7.45E-04	-0.466556
PDGFB	7.47E-04	0.502333
PPP3CA	7.48E-04	-0.88932
RPL38	7.48E-04	-0.463493
RAB11FIP3	7.49E-04	0.413423
KDM4C	7.49E-04	0.381509
GEMIN4	7.49E-04	0.434821
NA	7.50E-04	0.455999
RTN4	7.54E-04	-0.651441
EXOSC8	7.54E-04	-0.805856
ROBO3	7.55E-04	0.476761
PACRG	7.55E-04	0.533707
RIOK3	7.56E-04	-0.777042
ITGA8	7.57E-04	0.569221
BRF2	7.57E-04	0.459399
CXXC1	7.57E-04	-0.694933
TTF1	7.59E-04	-0.576469
CHCHD3	7.59E-04	-0.630619
MRPL42	7.59E-04	-0.623399
LMTK2	7.60E-04	0.431163
ASPH	7.62E-04	-0.992782
TTN	7.62E-04	0.362802
STAM	7.63E-04	-0.75241
NUP205	7.64E-04	-0.603327
RRP8	7.65E-04	0.378973
SCAND2P	7.65E-04	0.448801
WIZ	7.66E-04	0.496751
CRIM1	7.67E-04	-0.658974
C1orf106	7.68E-04	-1.097931
YTHDF3	7.69E-04	-0.814607
TPM1	7.69E-04	1.224382
CADM3	7.70E-04	0.403549
TMPO	7.71E-04	-0.766377
EVI5	7.71E-04	-0.39937
PAFAH1B2	7.72E-04	0.454849
GOLGB1	7.72E-04	-0.546511
ACTL8	7.73E-04	0.510452
CNOT3	7.74E-04	-0.762763
ZNF330	7.75E-04	-0.654983
CCL1	7.76E-04	0.438899
PDZD3	7.76E-04	0.600476
PCDHGC3	7.80E-04	0.476574
NSUN5P2	7.80E-04	-0.728809
SAR1A	7.80E-04	-0.688805
PRLR	7.81E-04	0.42526
CNOT6	7.81E-04	-0.634544
NA	7.82E-04	0.394947
FXYD7	7.82E-04	0.419599
RAD50	7.83E-04	-0.611091
DCTD	7.84E-04	-0.959646
NA	7.85E-04	0.379965
FOXF1	7.85E-04	1.108997
NDUFC1	7.85E-04	-0.680562
ATP4B	7.86E-04	0.39967
UTP11L	7.88E-04	-0.44588
KLRC3	7.90E-04	0.309361
TMEM208	7.91E-04	-0.663305
LPCAT1	7.94E-04	-0.728151
DDX23	7.94E-04	-0.383821
LLGL1	7.96E-04	0.366797
GPER1	7.96E-04	0.359303
SRSF10	7.97E-04	-0.625014
RABGAP1L	7.97E-04	-1.01877
JOSD1	7.97E-04	-0.413826
ASMTL-AS1	7.99E-04	0.429388
RAD21	8.02E-04	-0.834979
MLH3	8.03E-04	0.35666
MRPL4	8.04E-04	-0.628989
GDF15	8.05E-04	-1.621346
MUC3B	8.06E-04	0.555082
FGF18	8.06E-04	0.426492
ZDHHC7	8.07E-04	-0.429986
DRD2	8.07E-04	0.542513
SDC2	8.07E-04	0.543601
FARP1	8.08E-04	-0.623881
ZFP2	8.08E-04	0.314929
RPS21	8.09E-04	-0.556067
CEBPD	8.09E-04	-1.116708
GHITM	8.11E-04	-0.713432
COTL1	8.11E-04	-1.099657
C9orf38	8.12E-04	0.471353
ITGA2B	8.12E-04	0.301403
CWC25	8.12E-04	0.273655
ADD1	8.12E-04	-0.481344
LIN37	8.14E-04	-0.566144
LY6G6E	8.17E-04	0.352597
TEX11	8.18E-04	0.512616
PYGL	8.18E-04	-1.006791
RIMS2	8.21E-04	0.517037
PFKFB3	8.21E-04	-0.770068
NKTR	8.22E-04	0.404669
SMAP1	8.25E-04	-0.827064
PPM1F	8.25E-04	0.418293
SLC30A1	8.26E-04	-0.886658
APBA2	8.27E-04	0.393914
CLDN14	8.27E-04	0.424575
SEMG2	8.28E-04	0.298408
NA	8.28E-04	0.293788
GFPT2	8.28E-04	0.650576
CYP2A6	8.28E-04	0.462531
PPP1R7	8.31E-04	0.324429
UBXN1	8.31E-04	-0.384713
FLJ11292	8.32E-04	0.497518
NAGLU	8.32E-04	-0.473895
STX12	8.34E-04	-0.537546
ALB	8.35E-04	0.309874
CDRT1	8.35E-04	0.394941
RYK	8.36E-04	-0.611488
PDX1	8.37E-04	0.499154
LPPR2	8.37E-04	0.506666
SUPV3L1	8.37E-04	-0.402529
PI4KB	8.37E-04	0.433031
ATP1A2	8.37E-04	0.683887
KIAA1279	8.38E-04	-0.654827
WDR43	8.40E-04	-0.540094
BRD3	8.40E-04	-0.500316
SORBS1	8.40E-04	1.648399
SSX2IP	8.40E-04	0.411281
HSBP1	8.42E-04	-0.661055
TJP2	8.43E-04	-0.998154
WNT2	8.45E-04	0.571546
KCNJ5	8.46E-04	0.449695
S100A11	8.46E-04	-0.591639
NA	8.49E-04	0.444714
NDC80	8.52E-04	-0.882095
REC8	8.53E-04	0.428074
RFC2	8.53E-04	-0.330337
ZNRD1-AS1	8.54E-04	0.505726
PSMD12	8.54E-04	-0.689821
ZCCHC4	8.55E-04	0.423904
UBTF	8.56E-04	-0.442411
DDX31	8.59E-04	0.33368
PWAR5	8.59E-04	0.340944
CD4	8.62E-04	0.490077
ZNF44	8.62E-04	-0.777816
CACNA1C	8.62E-04	0.346513
PTPN12	8.63E-04	-0.773626
ATXN2	8.65E-04	-0.388495
TCL6	8.71E-04	0.367245
CHMP5	8.71E-04	-0.832261
EIF4E2	8.72E-04	-0.498164
RRAGA	8.73E-04	-0.55285
EID1	8.73E-04	-0.745827
GOLGA7	8.74E-04	-0.721384
PNRC2	8.74E-04	-0.702225
CHMP4A	8.75E-04	-0.500979
FASN	8.75E-04	-1.027971
GDAP1L1	8.76E-04	0.45384
PRKAG2	8.77E-04	0.266382
CYLD	8.77E-04	0.375526
DDR1	8.77E-04	-0.895396
COQ9	8.78E-04	-0.561195
CAPZA2	8.78E-04	-0.97521
BRD1	8.79E-04	-0.481325
TGOLN2	8.79E-04	-0.737122
HERC3	8.79E-04	0.337775
SIGLEC9	8.80E-04	0.41573
GFPT1	8.80E-04	-0.942752
TMF1	8.80E-04	-0.579096
SIGMAR1	8.81E-04	-0.520554
NOP16	8.81E-04	-0.557825
HR	8.82E-04	0.575836
C1QL1	8.82E-04	0.418341
CRKL	8.82E-04	0.549908
PHC3	8.83E-04	0.366072
MRPS18A	8.86E-04	-0.41944
GTF2F2	8.86E-04	-0.367513
LIMK2	8.86E-04	-0.509864
MB	8.86E-04	0.532626
NES	8.86E-04	0.606895
PPDPF	8.88E-04	-0.835141
RMND5B	8.88E-04	0.507861
PREB	8.90E-04	-0.400425
2-Sep	8.90E-04	-0.660716
CXorf57	8.91E-04	0.273632
SPATS2L	8.91E-04	-0.663963
POU2F2	8.91E-04	0.587777
EMC6	8.92E-04	-0.489563
TIPRL	8.92E-04	-0.580159
HR44	8.93E-04	0.265285
PTK6	8.93E-04	-1.051734
STX3	8.93E-04	-0.777305
FEZ1	8.94E-04	0.418005
RYK	8.95E-04	-0.598728
CRCP	8.97E-04	0.46929
HNRNPH1	8.99E-04	-0.695062
PEX19	8.99E-04	-0.731781
ZNF141	9.01E-04	0.486651
MUC13	9.01E-04	0.528938
ARID4B	9.04E-04	-0.508412
WDR1	9.05E-04	-1.018574
TREML2	9.06E-04	0.432609
FDFT1	9.08E-04	-0.870135
FRMPD4	9.08E-04	0.448266
HAP1	9.08E-04	0.434401
TTC9	9.09E-04	0.429709
PIGF	9.09E-04	-0.789987
PSMD4	9.09E-04	0.438855
BNIP3L	9.10E-04	-0.894901
DHPS	9.11E-04	-0.504226
OR10C1	9.11E-04	0.422776
EPHB2	9.12E-04	0.518972
TTLL5	9.12E-04	0.411872
HNRNPL	9.13E-04	-0.638815
C2orf43	9.13E-04	-0.64723
SSX2IP	9.13E-04	0.479934
RAB14	9.13E-04	-0.719551
BATF3	9.15E-04	0.362196
WDHD1	9.16E-04	0.431371
RDH11	9.16E-04	-0.460248
YIF1B	9.17E-04	0.400278
SMG7	9.18E-04	0.453444
SLC43A3	9.19E-04	0.459536
SLC28A3	9.20E-04	0.528059
ERBB2	9.22E-04	-0.897927
ZER1	9.22E-04	0.377495
CACYBP	9.23E-04	-0.733891
VPS13A	9.24E-04	0.421105
PELO	9.24E-04	-0.758276
CAMK2B	9.26E-04	0.448383
GREB1	9.27E-04	0.370255
PPP2R1A	9.27E-04	-0.580182
PIK3CD	9.28E-04	0.683751
CMAS	9.29E-04	-0.714671
PTPLA	9.29E-04	0.676302
CD200	9.29E-04	0.485288
NXF1	9.30E-04	-0.534443
EMC1	9.31E-04	0.336363
ABCB1	9.32E-04	0.574857
TUBA8	9.32E-04	0.471634
METTL2A	9.34E-04	-0.343993
RAB5B	9.35E-04	-0.399175
SND1	9.35E-04	-0.432358
CENPO	9.35E-04	0.458016
USP8	9.36E-04	-0.660754
HSPB1	9.37E-04	-1.171746
TMEM199	9.38E-04	0.467536
TLL1	9.39E-04	0.31482
SRF	9.40E-04	0.429789
RWDD1	9.40E-04	-0.746498
ATG13	9.40E-04	0.333662
DNAJB12	9.40E-04	-0.533714
BMP8A	9.42E-04	0.447007
POLQ	9.44E-04	0.485093
NCAM1	9.44E-04	0.405907
CARS	9.45E-04	-0.65226
COG7	9.46E-04	-0.525534
PEX26	9.46E-04	0.395446
ITIH5	9.50E-04	0.891679
SNAPC3	9.55E-04	-0.526698
EVPL	9.56E-04	-0.80671
PASK	9.56E-04	0.44649
MAPKAP1	9.57E-04	-0.49121
AJAP1	9.59E-04	0.462364
RPL14	9.59E-04	-0.573992
KCND2	9.60E-04	0.450515
UBAP2L	9.61E-04	-0.550098
TCF7	9.61E-04	-0.490583
NADSYN1	9.61E-04	-0.889455
NA	9.62E-04	0.483639
KCNJ13	9.62E-04	0.303729
GPR37L1	9.64E-04	0.412269
ACOX1	9.67E-04	0.403791
CNOT8	9.68E-04	-0.63484
PPP1R2	9.68E-04	-0.79565
KLHDC2	9.69E-04	-0.777281
SLC11A1	9.70E-04	0.378167
PSMD10	9.70E-04	-0.688947
HMP19	9.71E-04	0.414553
ADCY1	9.72E-04	0.468283
CASS4	9.73E-04	0.402984
POFUT2	9.74E-04	0.527215
SOCS1	9.75E-04	0.389526
SPIB	9.75E-04	0.535134
NA	9.75E-04	0.438379
NSF	9.75E-04	-0.5741
NA	9.76E-04	0.389216
HNRNPL	9.78E-04	-0.498646
PVR	9.78E-04	0.389293
PCSK5	9.79E-04	0.314502
MFN1	9.79E-04	-0.708537
PFDN5	9.80E-04	-0.767382
GTF3C3	9.81E-04	-0.731712
CA8	9.81E-04	0.474706
IGSF9B	9.82E-04	0.457906
P4HTM	9.82E-04	-0.672567
GYG1	9.83E-04	-0.572278
WRAP53	9.83E-04	0.291436
TRIM38	9.84E-04	-0.672803
ADAMTSL3	9.84E-04	0.802711
UPF1	9.84E-04	-0.492227
SYCE1L	9.85E-04	0.367306
PRKACG	9.86E-04	0.512078
ETV5	9.86E-04	0.341825
NR1H4	9.86E-04	0.741128
PRKACA	9.87E-04	0.448298
GPR124	9.88E-04	0.500409
METTL13	9.88E-04	-0.523262
PILRA	9.89E-04	0.388596
EIF4B	9.89E-04	-0.682885
HRH1	9.92E-04	0.48458
RFC2	9.94E-04	-0.382666
MOB4	9.94E-04	-0.994709
ACOX1	9.96E-04	-0.996828
PDX1	9.96E-04	0.408653
CCIN	9.98E-04	0.474741
FAM216A	9.98E-04	0.43835
HNRNPU	9.99E-04	0.345707
NFYC	1.00E-03	-0.581208
TMPRSS3	1.00E-03	0.446245
MX1	1.00E-03	-1.200853
CNOT2	1.00E-03	0.394203
MAST4	1.00E-03	-1.013177
WDR45	1.00E-03	-0.389335
BBX	1.00E-03	-0.707567
NA	1.01E-03	-0.92747
SPX	1.01E-03	0.442439
NPHS2	1.01E-03	0.983147
DR1	1.01E-03	-0.502769
DEF8	1.01E-03	-0.542431
NA	1.01E-03	0.313853
ATP4A	1.01E-03	0.393543
ALPP	1.01E-03	0.537458
KIAA1033	1.02E-03	-0.645335
BZW1	1.02E-03	-0.738753
KCNB2	1.02E-03	0.452212
INPP5D	1.02E-03	0.340879
PCDH7	1.02E-03	0.369528
