#Gene	P.Value	logFC
PSME3	3.11E-01	-0.09801792
PPP1R14B	3.12E-01	-0.14118776
MFAP2	3.12E-01	0.09365385
RBMY1E	3.12E-01	-0.08385871
EIF5	3.12E-01	-0.12007811
POU6F2	3.12E-01	0.09818901
NEURL1	3.12E-01	0.09170783
TRMT12	3.12E-01	0.13403145
RPGR	3.12E-01	-0.07401052
RASGRF2	3.12E-01	0.1026498
KRT85	3.12E-01	0.08160225
CD8B	3.12E-01	-0.0791151
IL12B	3.12E-01	0.07725744
XDH	3.12E-01	-0.30528689
GUCY1A2	3.12E-01	0.0929543
KIF20A	3.12E-01	0.19918912
OR10A2	3.12E-01	-0.09922661
UTP18	3.12E-01	0.16232333
ZDHHC4	3.12E-01	-0.07416167
UBL5	3.12E-01	0.09143826
HIST1H2BJ	3.12E-01	0.08218352
RPL17	3.12E-01	0.12797795
CDKN2D	3.12E-01	-0.07969875
PUSL1	3.12E-01	-0.121682
PHF10	3.13E-01	0.09927499
PELI2	3.13E-01	0.23250888
PRR25	3.13E-01	-0.07608382
RGAG4	3.13E-01	0.0793387
UPRT	3.13E-01	0.12212185
CAAP1	3.13E-01	0.14776732
SMAD7	3.13E-01	-0.21208447
NA	3.13E-01	-0.08335624
HOPX	3.13E-01	-0.10255401
TSPAN33	3.13E-01	-0.2199792
ZNF184	3.13E-01	0.2176072
ZNF12	3.13E-01	0.28290465
CCL3L3	3.13E-01	-0.28283509
GLUL	3.13E-01	-0.08899279
EMC9	3.13E-01	-0.15345608
RFT1	3.13E-01	-0.10984891
POMZP3	3.13E-01	-0.42324085
CD99L2	3.13E-01	-0.12180493
DEPTOR	3.13E-01	0.14751004
C1orf189	3.13E-01	-0.08855907
IL1RAP	3.13E-01	0.12200531
HSD11B1L	3.14E-01	0.0896388
P2RY14	3.14E-01	0.19979853
CYP19A1	3.14E-01	0.09847844
C1orf43	3.14E-01	-0.38788151
CFAP61	3.14E-01	0.0902619
SDR39U1	3.14E-01	0.13577941
TBC1D8B	3.14E-01	0.11471731
CHMP2B	3.14E-01	-0.12401593
VCX3B	3.14E-01	0.08944793
USP21	3.14E-01	-0.20550794
ASF1B	3.14E-01	-0.22730771
SHC3	3.14E-01	0.11451237
H19	3.14E-01	0.08055685
SLC6A5	3.14E-01	-0.07571695
APTX	3.14E-01	0.09509381
NR2E3	3.14E-01	0.07745686
SMIM12	3.14E-01	-0.12371262
COL6A3	3.15E-01	0.23837253
MLNR	3.15E-01	-0.08966544
GNPDA2	3.15E-01	0.09099081
CACNG3	3.15E-01	-0.08272228
GABRA6	3.15E-01	-0.11640515
MCM8	3.15E-01	0.08491023
RASSF8	3.15E-01	-0.10148167
CA12	3.15E-01	-0.15390112
NA	3.15E-01	0.11105545
TECR	3.15E-01	-0.32293009
PID1	3.15E-01	-0.24224222
NA	3.15E-01	-0.11791282
RAB3C	3.15E-01	0.09087115
MXD3	3.15E-01	-0.16795924
IL16	3.15E-01	0.12538758
IL33	3.15E-01	-0.09122758
SLC37A3	3.15E-01	-0.32638703
PPP1R2	3.15E-01	0.14708876
BEST4	3.15E-01	-0.29646958
PRODH	3.15E-01	-0.16572564
EIF3M	3.15E-01	0.1540467
RASSF2	3.15E-01	0.16285404
CALML6	3.15E-01	-0.10842268
FTMT	3.15E-01	0.07517981
LY9	3.15E-01	-0.18287326
NDST2	3.15E-01	-0.13369328
TPH2	3.15E-01	-0.08223013
SLC27A4	3.15E-01	-0.1595403
USP26	3.15E-01	-0.15303928
ANKRD36B	3.15E-01	-0.08634588
TRAPPC2	3.15E-01	0.12468379
TMEM206	3.15E-01	0.08351081
ELMOD1	3.16E-01	0.07678359
RPLP0	3.16E-01	-0.47520346
METTL9	3.16E-01	0.22267301
ITGAM	3.16E-01	-0.13115013
PRKCG	3.16E-01	0.06544922
AGAP2	3.16E-01	-0.09765111
RANBP17	3.16E-01	-0.07869697
PRAMEF12	3.16E-01	0.10205347
KRTDAP	3.16E-01	0.0808908
USP29	3.16E-01	0.07363739
AIF1L	3.16E-01	-0.08492074
KLHL1	3.16E-01	-0.11363959
CTTN	3.16E-01	-0.29330275
LIMK2	3.16E-01	-0.16691468
LIMS1	3.16E-01	0.15212812
DPRX	3.16E-01	0.08207176
ZNF223	3.16E-01	0.18347356
GPR15	3.16E-01	-0.11458338
KCNJ14	3.16E-01	0.10374473
ARMC12	3.16E-01	-0.09039214
TENM1	3.16E-01	0.09767381
ZAK	3.16E-01	-0.07974321
ARL1	3.16E-01	0.14928132
ZDHHC9	3.16E-01	-0.20452825
XRN2	3.16E-01	-0.25961612
ARL6	3.17E-01	0.09393456
TBRG1	3.17E-01	-0.11928121
PIK3R6	3.17E-01	0.09510801
EXOC4	3.17E-01	-0.11457016
PPP1R8	3.17E-01	0.18486823
ZNF57	3.17E-01	-0.16939266
NA	3.17E-01	-0.11117025
CPM	3.17E-01	0.21622686
CSRP2	3.17E-01	0.20877376
OR6C6	3.17E-01	0.10147244
AP3S2	3.17E-01	-0.18090852
ELAVL4	3.17E-01	0.08513498
ENPEP	3.17E-01	0.10152848
FOXF1	3.17E-01	-0.19160136
ZNF324	3.17E-01	0.13724217
OR4C46	3.17E-01	-0.08581717
NRG1	3.17E-01	0.08723996
PORCN	3.17E-01	-0.10401521
C9orf72	3.17E-01	-0.09471132
CBLB	3.17E-01	0.08001549
MYO5C	3.17E-01	0.09734065
E2F6	3.18E-01	0.07597243
P2RX7	3.18E-01	0.1092614
RGR	3.18E-01	0.08060114
OR2F2	3.18E-01	0.07644037
HIST1H2BE	3.18E-01	-0.17892551
CYB5D1	3.18E-01	0.09598502
ENTHD2	3.18E-01	-0.11174654
PAQR6	3.18E-01	-0.09214066
FMNL3	3.18E-01	0.09265429
SATL1	3.18E-01	-0.10898729
ZNF280D	3.18E-01	0.08648417
PADI3	3.19E-01	-0.09704858
SNX31	3.19E-01	-0.08118138
CD81	3.19E-01	-0.25380353
PPRC1	3.19E-01	-0.12493931
FTSJ1	3.19E-01	-0.08708311
BMF	3.19E-01	-0.09817188
RIN3	3.19E-01	-0.12438638
LNX1	3.19E-01	0.14529379
MOCS1	3.19E-01	-0.10004735
STUB1	3.19E-01	-0.26576401
NOS1	3.19E-01	-0.0688668
POLDIP3	3.19E-01	-0.17440569
CFL2	3.19E-01	0.0831357
NA	3.19E-01	-0.28494379
IFT88	3.19E-01	0.09808342
PDXP	3.19E-01	-0.25640405
ATP5G2	3.19E-01	0.09579682
CNOT4	3.19E-01	0.12420073
CLIP2	3.19E-01	-0.24770294
FAF1	3.19E-01	0.26292282
RYR2	3.19E-01	0.07273925
LCTL	3.19E-01	0.125714
KPNA6	3.19E-01	0.10272389
OR9G4	3.19E-01	0.07937585
PDE4DIP	3.19E-01	-0.14692043
ARG2	3.19E-01	0.23283252
EIF4EBP1	3.20E-01	-0.10366297
TMEM30A	3.20E-01	-0.10709545
SPANXC	3.20E-01	0.09049766
CYTIP	3.20E-01	-0.06480307
LAIR2	3.20E-01	-0.1400374
SLC39A2	3.20E-01	0.16448743
IGIP	3.20E-01	0.18986933
FAM50A	3.20E-01	-0.15496055
MRGPRX4	3.20E-01	0.07102575
GEMIN2	3.20E-01	0.15348613
NA	3.20E-01	-0.09025147
CA5A	3.20E-01	-0.09606578
RAB11FIP4	3.20E-01	-0.15644127
MEIS3P1	3.20E-01	-0.14491842
PIR	3.20E-01	0.15761034
KLK5	3.20E-01	0.0897315
COMP	3.20E-01	-0.09179481
MGAT4B	3.20E-01	0.11341197
DMRTB1	3.20E-01	-0.08183294
CCDC101	3.20E-01	-0.12399985
KCNMB3	3.20E-01	-0.08693704
CYTH2	3.21E-01	-0.10293365
RHPN1	3.21E-01	-0.11826942
ANKRD30A	3.21E-01	0.08046878
TRAF5	3.21E-01	0.15621858
PURG	3.21E-01	-0.0988822
TRIM36	3.21E-01	0.08786424
PIR	3.21E-01	0.11304245
SPOCK1	3.21E-01	-0.08680326
PEX16	3.21E-01	-0.34622913
KRTAP23-1	3.21E-01	-0.0787603
AJUBA	3.21E-01	-0.09447831
QRICH1	3.21E-01	-0.09559361
RNF128	3.21E-01	-0.15926712
ZPBP2	3.21E-01	0.09845064
LHB	3.21E-01	-0.09623958
NA	3.21E-01	-0.06981644
FLCN	3.21E-01	-0.09631656
SPG7	3.21E-01	-0.10506896
KLF9	3.21E-01	0.1098103
MATK	3.21E-01	-0.26294317
IFNA14	3.21E-01	-0.08697556
PTGFR	3.21E-01	0.09962953
ZNF507	3.21E-01	0.11507912
EIF4A3	3.21E-01	-0.08833074
CCL28	3.21E-01	-0.16507894
GLIPR1L1	3.21E-01	0.07561287
C3orf33	3.21E-01	-0.11231572
GPR56	3.21E-01	-0.07581417
DES	3.21E-01	-0.24978221
OR2T3	3.21E-01	0.07739211
SHBG	3.21E-01	-0.07027216
SPHAR	3.21E-01	-0.14628745
KRT14	3.22E-01	0.12263078
ATP12A	3.22E-01	-0.10911556
IZUMO2	3.22E-01	0.10345886
NA	3.22E-01	-0.09418608
GLOD5	3.22E-01	0.12198494
CELF2	3.22E-01	0.13695681
SIPA1	3.22E-01	-0.1347843
TTTY17A	3.22E-01	-0.10052064
FAM13C	3.22E-01	0.08801925
NA	3.22E-01	-0.15376354
HARS2	3.22E-01	0.08521757
NUP214	3.22E-01	-0.08790846
PPP2R2B	3.22E-01	0.08945591
ACVR1B	3.22E-01	-0.07980871
GPR113	3.22E-01	0.09974634
GOSR2	3.22E-01	-0.11995521
TRIM50	3.22E-01	-0.08350171
NA	3.23E-01	0.08965581
GARNL3	3.23E-01	-0.08770209
EPAS1	3.23E-01	-0.15381599
PEX1	3.23E-01	0.1442546
GRHL3	3.23E-01	0.08663013
OR1L4	3.23E-01	0.08732932
SLITRK6	3.23E-01	0.13536023
UBQLN4	3.23E-01	-0.13366223
SEMA4A	3.23E-01	-0.15476347
G6PD	3.23E-01	-0.16377889
NARS2	3.23E-01	0.166537
CTRC	3.23E-01	-0.08592679
NA	3.23E-01	-0.13647084
CXCL2	3.23E-01	-0.15619105
COX7A1	3.23E-01	-0.1752772
MANEA	3.23E-01	0.13520538
NA	3.24E-01	-0.22909908
PPP1R3D	3.24E-01	0.11665262
TRNAU1AP	3.24E-01	0.07959393
TEX13B	3.24E-01	-0.07331321
PLP1	3.24E-01	0.12644016
C19orf57	3.24E-01	0.09482074
FAM78B	3.24E-01	-0.07278654
CCDC70	3.24E-01	-0.08416611
ANKDD1A	3.24E-01	0.09769124
MBOAT2	3.24E-01	-0.15641095
TOX3	3.24E-01	-0.16650801
CMPK1	3.24E-01	0.15088554
NA	3.24E-01	0.0917776
HES1	3.24E-01	-0.19899129
OR4A16	3.24E-01	-0.07241766
NA	3.24E-01	0.14473132
STAC3	3.24E-01	-0.11752343
NRP1	3.24E-01	-0.08917372
OR13A1	3.24E-01	0.10561688
NKX3-1	3.24E-01	0.12000338
ZSCAN22	3.24E-01	-0.09059676
TIPRL	3.24E-01	0.16833483
CCT7	3.25E-01	-0.14316559
POLE	3.25E-01	-0.13878899
AP2S1	3.25E-01	-0.22499991
FBXL3	3.25E-01	0.08891798
LRRC47	3.25E-01	-0.15324904
CFAP70	3.25E-01	0.09648203
COL27A1	3.25E-01	0.07523824
STK40	3.25E-01	-0.21811949
UPK1B	3.25E-01	-0.11285874
SNX18	3.25E-01	-0.07333122
LCE1B	3.25E-01	0.11911438
HTR6	3.25E-01	0.11308956
NA	3.25E-01	-0.17349817
SP110	3.25E-01	0.15029184
HPCAL4	3.25E-01	-0.10449704
C19orf48	3.25E-01	-0.09554922
TMSB15B	3.25E-01	0.11537344
TNFRSF6B	3.25E-01	-0.11191469
TCTN3	3.25E-01	-0.10249701
NA	3.25E-01	-0.06820299
NA	3.25E-01	0.0878915
NA	3.25E-01	0.1669337
BRWD1	3.25E-01	-0.12372246
TTC32	3.25E-01	0.15386107
AGMAT	3.25E-01	-0.35396113
CADPS	3.25E-01	-0.12686897
SP140	3.25E-01	0.22127429
AMY1A	3.25E-01	-0.38890573
OR5AS1	3.26E-01	-0.06694116
MAPKAPK3	3.26E-01	-0.29289073
SPN	3.26E-01	-0.1361777
TNIK	3.26E-01	0.2258557
WNT5B	3.26E-01	0.09388182
PTRF	3.26E-01	-0.21179531
OR6K3	3.26E-01	-0.07154435
CAMK1D	3.26E-01	0.09485037
NA	3.26E-01	-0.13617629
NA	3.26E-01	0.10311013
C12orf42	3.26E-01	-0.07132611
TMED5	3.26E-01	0.16771308
NA	3.26E-01	-0.11151887
SPTLC3	3.26E-01	0.10143779
ZYG11A	3.26E-01	0.0849538
RNLS	3.26E-01	0.10269831
PACRG	3.26E-01	-0.08641654
KIAA1161	3.26E-01	-0.13766553
CLN8	3.26E-01	-0.15196417
ILF3	3.26E-01	-0.31704379
BIN1	3.26E-01	-0.25249419
RREB1	3.26E-01	-0.30276429
IMPA1	3.26E-01	0.59914536
HAS3	3.26E-01	-0.18113855
AMER2	3.26E-01	-0.09400714
PIH1D1	3.26E-01	-0.13085365
GSTA2	3.27E-01	0.18209164
AKT1S1	3.27E-01	-0.16157184
CDCP1	3.27E-01	-0.35570441
SMAD2	3.27E-01	0.13221288
FOXM1	3.27E-01	0.11746019
CNDP1	3.27E-01	0.07245295
CEACAM4	3.27E-01	0.07675884
AZU1	3.27E-01	-0.07734551
FAM153A	3.27E-01	0.06720174
FOXI2	3.27E-01	0.06929838
TGFB1	3.27E-01	-0.08016394
MRPL23	3.27E-01	-0.14510494
SCRN2	3.27E-01	-0.08550707
CUEDC1	3.27E-01	-0.17836851
SPEF2	3.27E-01	0.10799471
TYROBP	3.27E-01	-0.27053186
H2AFB1	3.27E-01	0.09087651
PCDH20	3.27E-01	-0.63503705
C15orf26	3.27E-01	-0.0898018
MRPL24	3.27E-01	-0.11169369
BRD8	3.27E-01	0.08519331
PCDHB18	3.28E-01	-0.09574787
MTMR4	3.28E-01	-0.16141707
LCE3E	3.28E-01	-0.07749053
MAB21L1	3.28E-01	0.09954445
MRPL15	3.28E-01	-0.08881397
PCDHGA1	3.28E-01	0.0708018
NA	3.28E-01	0.09667098
NA	3.28E-01	-0.08693678
CAMK2G	3.28E-01	-0.09586029
PLOD2	3.28E-01	-0.22335498
LIPK	3.28E-01	-0.10371777
C22orf15	3.28E-01	-0.08000089
LEPR	3.28E-01	0.10019518
IARS	3.28E-01	0.12828581
ZNF703	3.28E-01	-0.23644555
SMU1	3.28E-01	0.12122826
P2RY2	3.28E-01	-0.09802119
MPP2	3.28E-01	0.0825473
NA	3.28E-01	-0.44591196
NA	3.29E-01	-0.08378686
PLEKHM1	3.29E-01	-0.16480793
LRP3	3.29E-01	-0.28250336
STAT2	3.29E-01	-0.13795188
OR5W2	3.29E-01	0.08321871
ING1	3.29E-01	-0.14859254
PSME3	3.29E-01	-0.08967163
PDE5A	3.29E-01	0.19872462
IGSF11	3.29E-01	-0.09635444
NA	3.29E-01	0.08330019
HIST1H2BA	3.29E-01	0.09337987
HAUS3	3.29E-01	0.09614683
GRINA	3.29E-01	-0.36692259
FAM209B	3.29E-01	0.08062805
ERAP1	3.29E-01	-0.21542147
PCDHGA1	3.29E-01	-0.08734301
DCST1	3.29E-01	-0.11260509
CNOT1	3.29E-01	0.08595402
BCL2	3.29E-01	0.16897415
TRIM2	3.30E-01	0.16614167
ARIH1	3.30E-01	0.13567871
OR6X1	3.30E-01	0.07728593
BSN	3.30E-01	-0.08178142
FAM13A	3.30E-01	-0.10094904
SCN3A	3.30E-01	0.0854494
DUSP6	3.30E-01	-0.25830483
KDM6A	3.30E-01	0.19395849
SH2D1B	3.30E-01	0.12474514
CHD5	3.30E-01	0.09197226
ZNF354C	3.30E-01	-0.0803227
NA	3.30E-01	-0.10335574
TRIOBP	3.30E-01	-0.10331902
FAM155A	3.30E-01	0.0809548
FAM160A2	3.30E-01	-0.16189042
PIAS3	3.30E-01	-0.08753389
TRIM46	3.30E-01	-0.10053658
ADAMTS16	3.30E-01	0.07587273
ARAP1	3.30E-01	-0.10251252
TMIGD1	3.30E-01	0.23473177
TMEM167B	3.30E-01	0.1254667
AMY2A	3.30E-01	0.07150606
OR10J3	3.31E-01	0.07435978
PDXDC1	3.31E-01	-0.54868722
DEFA1B	3.31E-01	0.07918478
C12orf49	3.31E-01	-0.10955507
NA	3.31E-01	0.08727837
PEX2	3.31E-01	0.13806169
ARSH	3.31E-01	-0.07821237
TSR1	3.31E-01	0.10845931
CMTM3	3.31E-01	0.07940925
MAP4K4	3.31E-01	0.16873274
STMN1	3.31E-01	0.18904548
NDUFA4L2	3.31E-01	-0.10762506
FBXL18	3.31E-01	-0.08612731
IL22	3.31E-01	-0.08792555
CLN5	3.31E-01	-0.16349915
WBP11	3.31E-01	-0.11450848
TRPV6	3.31E-01	-0.07030843
HSPB7	3.31E-01	0.09419989
NA	3.31E-01	-0.10140814
EIF3J	3.31E-01	0.19759972
GSDMA	3.31E-01	-0.19813252
ZNF3	3.31E-01	-0.07259088
GLIS1	3.32E-01	0.07893953
10-Sep	3.32E-01	0.07455553
CENPM	3.32E-01	-0.20215906
HELZ2	3.32E-01	-0.27301837
BAZ1A	3.32E-01	0.22486796
OR11L1	3.32E-01	-0.07959634
GDA	3.32E-01	0.16571978
RBM45	3.32E-01	0.11583784
CIB2	3.32E-01	-0.16587253
BMP2K	3.32E-01	-0.12664054
NA	3.32E-01	0.08320392
NA	3.32E-01	0.09467481
GK	3.32E-01	0.19495396
PDE4DIP	3.32E-01	0.11188191
UXT	3.32E-01	-0.11411604
BIN2	3.32E-01	-0.08217056
NDFIP2	3.32E-01	-0.14858525
SH3RF2	3.32E-01	-0.17110053
EGFL7	3.32E-01	-0.08940191
CMTM5	3.32E-01	0.08622273
TIGIT	3.32E-01	0.09542003
MTUS1	3.32E-01	0.11604
JADE1	3.32E-01	-0.12165805
TRIM16L	3.32E-01	-0.22066518
EPS15L1	3.32E-01	-0.09944807
AGER	3.32E-01	0.09789485
SESN1	3.32E-01	0.13141513
NA	3.33E-01	0.08627566
TTLL12	3.33E-01	-0.20901836
JUP	3.33E-01	-0.22893371
NA	3.33E-01	-0.08622979
GOLM1	3.33E-01	-0.32325605
CACNB1	3.33E-01	0.0946595
RPL13P5	3.33E-01	-0.15837424
SLC16A9	3.33E-01	0.39911441
PSAP	3.33E-01	-0.22338601
4-Mar	3.33E-01	0.09199168
HOGA1	3.33E-01	-0.08251924
RAPSN	3.33E-01	0.09669269
GEMIN8P4	3.33E-01	-0.08590903
IL23R	3.33E-01	0.0755106
SLC34A1	3.33E-01	-0.06738796
DNAJC16	3.33E-01	-0.11129117
BAIAP2L1	3.33E-01	-0.1654204
C3orf67	3.33E-01	-0.09500144
B4GALT5	3.33E-01	-0.12628472
GABARAPL1	3.33E-01	-0.17572614
CHAT	3.33E-01	-0.07008827
SLC25A23	3.33E-01	-0.36198439
TRPC1	3.33E-01	0.12578277
LIMS2	3.33E-01	-0.10194102
LYZL1	3.33E-01	0.08246386
UBL7	3.33E-01	-0.13816729
TNNT2	3.33E-01	-0.10545226
INS-IGF2	3.33E-01	0.06728136
HOXA10	3.33E-01	-0.13230256
PTPRA	3.33E-01	0.10923432
PDE6C	3.33E-01	0.10611218
STK32C	3.34E-01	-0.07818212
ZNF189	3.34E-01	0.07051597
NA	3.34E-01	0.07903664
PHF11	3.34E-01	0.11002592
PCDHGA10	3.34E-01	0.07213119
MFAP5	3.34E-01	-0.26381468
OR51T1	3.34E-01	-0.13293645
TECTA	3.34E-01	-0.09782908
PAPPA2	3.34E-01	-0.09045678
C2orf47	3.34E-01	0.10767358
PFN1	3.34E-01	-0.18610977
RAD51D	3.34E-01	-0.08428885
NOM1	3.34E-01	0.08667111
ZNF598	3.34E-01	-0.17999816
PDE9A	3.34E-01	-0.10470414
TMEM108	3.34E-01	0.1125469
FAM111B	3.34E-01	0.09635433
DERL3	3.34E-01	0.07645155
PAIP1	3.34E-01	-0.09765255
ASB7	3.34E-01	-0.11583777
ANK1	3.34E-01	0.09127314
EMCN	3.34E-01	0.12729621
MPZL2	3.34E-01	0.19882758
BABAM1	3.34E-01	-0.23699967
PPP2R5A	3.34E-01	0.14426386
TMEM107	3.34E-01	-0.1482743
TMEM211	3.35E-01	-0.13391238
CLDN10	3.35E-01	-0.07351338
HSPD1	3.35E-01	0.15316669
NA	3.35E-01	0.101788
SPATA31A7	3.35E-01	-0.06532526
RBAK	3.35E-01	0.10065348
IRAK2	3.35E-01	-0.20809845
RBMXL1	3.35E-01	0.12647241
DTD1	3.35E-01	0.11249788
CASP6	3.35E-01	0.11044178
CYP7A1	3.35E-01	-0.10090761
TOP3B	3.35E-01	-0.23762577
MUTYH	3.35E-01	-0.17423536
RIMS2	3.35E-01	-0.10133675
MFSD4	3.35E-01	-0.25180963
CLEC4G	3.35E-01	-0.09390529
JUNB	3.35E-01	-0.2913944
NA	3.35E-01	0.08993022
AMPH	3.35E-01	0.13294638
F2RL1	3.35E-01	-0.12786997
RGS12	3.35E-01	-0.09864302
CD96	3.35E-01	0.21522921
TADA3	3.35E-01	-0.09244365
DGKA	3.35E-01	0.1279065
ZNF777	3.35E-01	-0.12833013
CHAT	3.35E-01	-0.08166296
CHRNA3	3.35E-01	0.16232107
IRX6	3.36E-01	0.07937663
STX18	3.36E-01	-0.13537314
MS4A3	3.36E-01	0.0823623
NA	3.36E-01	-0.07325826
YTHDC1	3.36E-01	-0.1482998
PPM1B	3.36E-01	0.08750488
KANK1	3.36E-01	-0.09988965
TUBB3	3.36E-01	-0.08067721
OR8G5	3.36E-01	0.09731657
CDH19	3.36E-01	0.08343957
NA	3.36E-01	0.09381794
COA5	3.36E-01	0.11920014
ABCA2	3.36E-01	-0.25766251
MYOM2	3.36E-01	0.18768413
KIAA2018	3.36E-01	-0.09306618
RSL1D1	3.36E-01	0.12847795
OPA3	3.36E-01	-0.21476464
SLC2A5	3.36E-01	0.17102511
SERPINI1	3.36E-01	0.08405443
PROSER3	3.36E-01	-0.09330318
USP43	3.36E-01	-0.09905159
C2orf27B	3.36E-01	0.08007786
DSC2	3.36E-01	-0.38446362
NA	3.37E-01	0.15739911
MAGEB2	3.37E-01	0.10735086
GGA1	3.37E-01	-0.12513326
NET1	3.37E-01	-0.51329651
PCDHGA2	3.37E-01	0.07201848
PDCD1	3.37E-01	0.10102121
FCN3	3.37E-01	0.10092641
ITGB1BP1	3.37E-01	-0.15266884
TMEM176A	3.37E-01	-0.18976044
NA	3.37E-01	0.10795394
TRIM6	3.37E-01	0.14937447
PEX10	3.37E-01	0.09120762
TPRXL	3.37E-01	-0.0992635
EFCAB14	3.37E-01	-0.12846489
VSIG1	3.37E-01	-0.10340764
NDUFAF6	3.37E-01	-0.13223425
TIMM10B	3.37E-01	-0.15464697
TAGLN	3.37E-01	-0.34825483
GPR85	3.38E-01	0.10079455
ASAH1	3.38E-01	-0.09506503
ZNF385D	3.38E-01	0.13513164
FAT4	3.38E-01	-0.1102137
JAZF1	3.38E-01	0.13436072
N4BP2L1	3.38E-01	0.17301114
DEFB110	3.38E-01	0.09105729
GRIP1	3.38E-01	0.08715853
KIAA0232	3.38E-01	0.16903361
ECM1	3.38E-01	-0.14352767
SLC25A43	3.38E-01	0.12576341
ZCCHC11	3.38E-01	0.19101433
ATP5G2	3.38E-01	0.10571496
PSMB1	3.38E-01	0.08735796
SRGAP2	3.38E-01	-0.11132641
RSAD1	3.38E-01	-0.10869972
GPRC5C	3.38E-01	-0.21192076
GPR64	3.38E-01	0.08964273
RABGGTA	3.38E-01	-0.07696773
MAP2K3	3.38E-01	-0.11466833
ERICH5	3.38E-01	-0.16168892
BMP4	3.38E-01	-0.1757992
NA	3.38E-01	0.12724881
CYP26A1	3.38E-01	-0.09468573
NA	3.38E-01	-0.082745
DENR	3.38E-01	0.11897262
IL16	3.38E-01	0.15236295
CAND2	3.38E-01	-0.09197813
OFD1	3.38E-01	0.20203623
THOC3	3.39E-01	-0.25849087
NRL	3.39E-01	0.11208539
PRICKLE3	3.39E-01	-0.06831093
CC2D1B	3.39E-01	-0.16675767
CASP4	3.39E-01	0.12086968
REG3G	3.39E-01	-0.24335919
CLDN14	3.39E-01	-0.1071473
DNAI1	3.39E-01	0.09152117
NA	3.39E-01	-0.10386771
MAGEA8	3.39E-01	0.06250709
LPXN	3.39E-01	0.20351949
WFDC12	3.39E-01	-0.08892632
PRRT3	3.39E-01	0.09404492
ASCC3	3.39E-01	-0.1356764
TMEM106C	3.39E-01	0.12905073
S100A11	3.39E-01	-0.22024744
VN1R2	3.39E-01	0.11073224
SAMM50	3.39E-01	0.11818971
PRKCB	3.39E-01	0.26812141
HOXD8	3.40E-01	-0.14799319
PPP1R3C	3.40E-01	0.14559705
ORMDL2	3.40E-01	-0.10518883
PRX	3.40E-01	-0.08145698
EDA	3.40E-01	-0.08949614
HOXA11	3.40E-01	0.10490469
KCNA4	3.40E-01	0.09234065
WIPI2	3.40E-01	0.07205023
OR8H3	3.40E-01	-0.1259219
EPPIN	3.40E-01	-0.07927281
GPIHBP1	3.40E-01	0.09067576
CD34	3.40E-01	0.0726691
IDS	3.40E-01	-0.13770761
MB	3.40E-01	0.17571378
GPX5	3.40E-01	-0.09522011
NA	3.40E-01	0.08757159
RPS27L	3.40E-01	-0.07034007
GPX4	3.40E-01	-0.1719063
LAMA2	3.40E-01	0.10737786
NA	3.40E-01	0.07536889
C1orf192	3.40E-01	-0.09782942
PRNP	3.40E-01	0.15396843
RUNX2	3.41E-01	-0.1278969
UQCR10	3.41E-01	0.0965027
ZNF596	3.41E-01	0.12686912
XPNPEP1	3.41E-01	0.08424513
HDHD1	3.41E-01	0.11433535
SYTL2	3.41E-01	0.23572458
PSME1	3.41E-01	0.09402159
RGS1	3.41E-01	0.18305618
KIF13A	3.41E-01	0.09643532
TOB2	3.41E-01	-0.13382239
B4GALT7	3.41E-01	-0.20954184
SCAMP3	3.41E-01	-0.11609047
SAA1	3.41E-01	0.09350877
SLC25A47	3.41E-01	0.14782477
GJA8	3.41E-01	-0.07786766
MEIG1	3.41E-01	-0.07020368
TNPO2	3.41E-01	-0.17440108
HNRNPA3	3.41E-01	-0.25499326
PSMB2	3.41E-01	0.12586028
MPO	3.41E-01	0.06427763
TALDO1	3.41E-01	-0.13633192
KCTD12	3.41E-01	0.28091221
GNAS	3.41E-01	-0.08393385
SH3YL1	3.41E-01	-0.29983177
OR4X1	3.41E-01	-0.09370291
DGCR2	3.42E-01	-0.27519871
MAPT	3.42E-01	0.08050812
GABRA4	3.42E-01	0.07576105
PRRX2	3.42E-01	-0.09905992
CPSF1	3.42E-01	-0.16818306
EGLN2	3.42E-01	-0.22159831
MUC4	3.42E-01	-0.15154884
SIM2	3.42E-01	-0.10097567
NA	3.42E-01	-0.07861411
NA	3.42E-01	-0.08630445
SYBU	3.42E-01	-0.18108846
EFNA2	3.42E-01	-0.24254874
ATP5F1	3.42E-01	0.13541168
TERT	3.42E-01	-0.1040298
RCBTB1	3.42E-01	0.15974124
ADAM12	3.42E-01	-0.09749895
UBR5	3.42E-01	0.14276949
USH1G	3.43E-01	0.09189246
HTR3A	3.43E-01	0.07833062
ALKBH5	3.43E-01	-0.11834141
CNNM3	3.43E-01	-0.15053064
TTTY5	3.43E-01	0.09595555
SNURF	3.43E-01	0.21481943
NA	3.43E-01	-0.10778963
KCTD8	3.43E-01	-0.09404256
DPCR1	3.43E-01	0.10283997
SLC5A12	3.43E-01	-0.09113768
SIRPA	3.43E-01	-0.17601164
C6orf222	3.43E-01	-0.14031122
NA	3.43E-01	0.14946362
ASPRV1	3.43E-01	-0.08426599
NNAT	3.43E-01	0.08757118
LRRC17	3.43E-01	0.0995044
PDCD10	3.43E-01	0.1728935
IBSP	3.43E-01	0.1081427
DYRK2	3.43E-01	-0.07316157
POC1B	3.43E-01	0.13197137
