#Gene	P.Value	logFC
ARTN	0.273743	3.96E-01
NA	0.27382931	1.10E-01
DLGAP1	0.27383105	9.60E-02
RAB28	0.27383779	9.20E-02
C1orf50	0.27383928	1.40E-01
PSEN1	0.2738537	-1.39E-01
HMGB2	0.27390321	-4.21E-01
OGT	0.27393984	-1.89E-01
SIRT4	0.27405142	8.53E-02
NA	0.27405142	8.53E-02
PSEN2	0.27408341	-1.21E-01
LBR	0.27408922	-2.04E-01
DIRAS3	0.27412435	1.16E-01
CEP41	0.27413632	1.10E-01
FRAT1	0.27414698	1.91E-01
RAB6C	0.27422512	-2.25E-01
FAM149A	0.2742433	-1.35E-01
VNN3	0.27429602	9.33E-02
PCNX	0.27436987	9.07E-02
PBK	0.27448008	-4.05E-01
NA	0.27452902	7.47E-02
TNFSF18	0.27462014	1.35E-01
MAX	0.27462866	2.03E-01
RMND5A	0.2746359	1.78E-01
CEP131	0.27466996	-1.00E-01
NA	0.27467124	1.06E-01
BCAS1	0.27467267	-1.19E-01
SMG1P3	0.2746829	8.27E-02
NA	0.27472161	9.33E-02
GAD1	0.27473384	8.20E-02
GS1-600G8.3	0.27477161	1.19E-01
CHRNA5	0.27478989	1.37E-01
SERP1	0.27487179	-2.21E-01
ZDHHC11	0.274921	-4.55E-01
CD6	0.27492768	1.33E-01
COX7A2	0.27493336	-1.45E-01
SYT12	0.27502778	-9.93E-02
BRAP	0.27502901	-2.37E-01
RNF216	0.27505005	8.93E-02
NA	0.27509475	-1.82E-01
MRPS2	0.27518125	-2.47E-01
CENPJ	0.27521714	1.05E-01
C11orf21	0.27522573	1.16E-01
SON	0.27522573	-1.16E-01
GBX1	0.27529398	1.37E-01
MSH3	0.2754134	-8.80E-02
MAPK1	0.27541809	-2.84E-01
PSMD14	0.27545972	-2.25E-01
MUC5AC	0.27554107	-1.82E-01
CNN3	0.27560473	-3.36E-01
AKT2	0.27561472	1.21E-01
NCBP1	0.27568831	-3.81E-01
FNTA	0.27569161	-1.96E-01
FGFBP1	0.2757112	4.61E-01
LRP2	0.27572011	9.07E-02
SLC33A1	0.27579894	-2.03E-01
BAZ2A	0.27580832	1.12E-01
DCAF15	0.27581576	1.04E-01
RBM3	0.27584872	-2.37E-01
MAPK11	0.27585556	-7.47E-02
ARNT	0.27588579	-1.54E-01
SLC19A1	0.27602261	-2.65E-01
TBL1Y	0.27608204	9.87E-02
SNCB	0.2761158	1.21E-01
RAB14	0.2761792	-1.68E-01
CGB7	0.2762399	-9.60E-02
GSN-AS1	0.2762721	1.37E-01
IL1RL1	0.27641716	9.33E-02
NA	0.27667538	8.73E-02
SERPINB10	0.27674021	1.15E-01
NA	0.27684753	7.20E-02
HCRT	0.27687395	1.21E-01
CLCA2	0.27691259	8.13E-02
PTOV1	0.27693784	2.37E-01
IRF1	0.27699733	4.63E-01
KCND3	0.27706349	-9.07E-02
CLDN3	0.27721547	-1.55E-01
EPYC	0.27725108	9.00E-02
R3HCC1	0.27732768	-9.20E-02
TAF1B	0.2773445	1.20E-01
NA	0.2773445	1.20E-01
PFKL	0.27739423	-1.64E-01
RBM12	0.27747219	-2.71E-01
ADAMTS1	0.27749529	1.65E-01
ABCD3	0.27752946	-3.17E-01
RPN2	0.27755429	-2.61E-01
DACH1	0.27756184	8.47E-02
SIM2	0.2775793	1.25E-01
NDRG3	0.27767824	-1.99E-01
KCNJ12	0.27772636	1.14E-01
IL16	0.27775054	1.66E-01
RYR1	0.27780294	1.64E-01
DPEP3	0.2778053	1.44E-01
RRN3	0.27798742	-2.32E-01
TCF20	0.27806446	-1.28E-01
UROD	0.27807134	-1.35E-01
GABRA5	0.27810187	9.33E-02
TRIM15	0.2782731	2.53E-01
KCNAB2	0.27829769	-1.13E-01
FBXL4	0.27842804	-1.83E-01
CBX6	0.27844668	2.43E-01
SPATA6L	0.27846651	1.25E-01
HFE	0.27852019	1.18E-01
DALRD3	0.27852506	9.47E-02
PKP1	0.27852506	-9.47E-02
MAP9	0.27852849	8.60E-02
NEURL1	0.27855529	1.07E-01
NPR3	0.27856428	1.17E-01
ANKRD46	0.27879692	-3.05E-01
IL36G	0.2788181	1.61E-01
GM2A	0.27887201	1.07E-01
ANKRD40	0.2789466	1.19E-01
WWOX	0.27897473	1.82E-01
SP3	0.27901631	-2.87E-01
ACAP2	0.27901885	-2.02E-01
RHEB	0.27907494	8.73E-02
RAP1GAP2	0.27914372	1.69E-01
WHSC1	0.27915473	-1.71E-01
NOV	0.27936968	1.27E-01
MAX	0.27943568	-3.36E-01
FGF18	0.27946939	-1.47E-01
SCAMP1	0.27946942	-2.21E-01
KLF4	0.279499	3.04E-01
SCNN1D	0.27950622	9.00E-02
NA	0.27951341	-1.22E-01
ABO	0.27959643	-1.27E-01
TPM1	0.27962689	1.20E-01
HUWE1	0.2797351	9.67E-02
ASGR1	0.27976281	1.15E-01
GLUD2	0.27981727	-2.64E-01
DDX28	0.27982093	8.67E-02
RAB38	0.2798407	9.87E-02
HIST1H2BB	0.27996957	1.03E-01
KHDRBS1	0.28000175	-1.22E-01
ING1	0.28000536	8.60E-02
GRM8	0.28006605	1.28E-01
CAP1	0.28011275	-1.73E-01
PCGF2	0.28012935	-3.15E-01
CCR9	0.28021362	9.87E-02
EN2	0.2803133	1.02E-01
PPFIBP1	0.28034125	-8.33E-02
DYNC2H1	0.28047233	1.12E-01
ECHDC2	0.28049588	-1.05E-01
MEPCE	0.28049956	1.75E-01
TBX1	0.28050593	7.73E-02
BTBD18	0.28050877	1.28E-01
APLP2	0.28059622	-1.89E-01
CYTL1	0.28059958	8.53E-02
ZNF232	0.28060068	1.51E-01
ZNF471	0.28061141	8.47E-02
EEF1A1	0.28061487	-9.53E-02
CASP2	0.28064841	1.78E-01
RIMS1	0.28067938	1.31E-01
UBQLN4	0.28073254	-1.22E-01
LZTS1	0.28075416	7.27E-02
RAP2A	0.28076745	-1.65E-01
MED20	0.2808223	1.05E-01
SMARCC1	0.28082929	-1.79E-01
TRAV12-2	0.28084565	7.93E-02
MT2A	0.28097927	-2.51E-01
ALG13	0.28104769	-2.25E-01
DIAPH1	0.28110883	-1.37E-01
DUS4L	0.28111624	8.47E-02
SSX3	0.28117145	-1.28E-01
LAMA2	0.28124919	-1.08E-01
HEXIM1	0.28125072	-1.94E-01
UBQLN2	0.28128434	-2.43E-01
GABBR2	0.28131828	8.13E-02
ARMC9	0.2813581	-1.09E-01
ARNT	0.281389	-1.18E-01
UGGT1	0.28139035	-1.51E-01
PREP	0.28151321	-1.49E-01
HILPDA	0.28155478	1.41E-01
ZXDB	0.28162589	-9.20E-02
VDAC2	0.28166826	1.15E-01
CTBP2	0.28168484	-1.13E-01
RPL23AP7	0.28169254	9.93E-02
ING1	0.2817053	-1.07E-01
KCNJ16	0.28174951	1.57E-01
UFM1	0.2818728	-1.32E-01
C1orf21	0.28202285	1.17E-01
XRCC4	0.28209152	-1.11E-01
RAB5C	0.28216278	1.53E-01
TCF3	0.28226259	-1.71E-01
RXRG	0.28231057	1.23E-01
6-Mar	0.28232622	-2.86E-01
TNXB	0.28237584	-1.45E-01
RAD23B	0.28248316	-1.57E-01
RABGGTB	0.28248905	-1.54E-01
JUN	0.28257763	3.60E-01
DCUN1D4	0.28258171	-1.60E-01
KCNAB1	0.28269366	1.05E-01
NA	0.28269746	-1.00E-01
IGHG1	0.28271173	1.50E-01
CEP170	0.28287009	8.20E-02
NA	0.28289631	1.39E-01
ITGAL	0.28290821	-7.80E-02
ATM	0.28293427	-8.60E-02
PHTF1	0.28293829	8.80E-02
FST	0.28294744	9.60E-02
TROVE2	0.28295144	8.13E-02
ARHGAP35	0.28296774	1.74E-01
PLCH1	0.28297162	-1.39E-01
MBD2	0.28306554	1.35E-01
MICU1	0.28308139	-1.03E-01
GART	0.28316061	-2.36E-01
TM2D1	0.28326615	-1.07E-01
MRPL23	0.28333197	-1.77E-01
HK3	0.283337	1.40E-01
NA	0.28333944	-8.73E-02
RET	0.28337543	8.87E-02
SRRM2	0.28345386	1.96E-01
PRKACB	0.28349353	-2.55E-01
SEZ6L	0.28350349	9.33E-02
NA	0.28360846	1.16E-01
SLC46A3	0.28370356	2.75E-01
LOC440792	0.28374582	1.06E-01
AKR1C4	0.28375494	9.13E-02
SLIT3	0.28376132	1.03E-01
CAMK2B	0.28379369	1.09E-01
MLH3	0.28387688	9.93E-02
LOC100130331	0.2839144	9.33E-02
ADPRM	0.28400242	-1.05E-01
CCL18	0.2841827	-1.66E-01
PTBP3	0.28426036	-2.93E-01
PSMD4	0.28427154	-1.33E-01
PMAIP1	0.2844656	3.13E-01
COMMD4	0.28448536	9.40E-02
DHX58	0.28457023	9.53E-02
LSM14A	0.2845744	-8.13E-02
SLC39A4	0.28462817	-2.42E-01
PRKCDBP	0.28467838	1.14E-01
SLC35B1	0.28487174	-1.59E-01
EPHB2	0.28488655	-2.31E-01
CLGN	0.28490263	1.15E-01
GIP	0.28490695	-9.73E-02
ASMT	0.28491153	9.27E-02
VCAM1	0.28501	2.37E-01
SCD	0.28501	-2.37E-01
SKP1	0.28501704	-1.39E-01
ZNF432	0.28514294	1.97E-01
PRSS1	0.28525814	7.80E-02
NEUROD2	0.28527928	1.95E-01
ASAH1	0.28528307	-1.52E-01
PLIN1	0.28531764	1.30E-01
RHOC	0.28541112	1.45E-01
CLCN2	0.28543526	1.80E-01
CYP4A11	0.28545339	1.03E-01
THOC6	0.28552805	-1.30E-01
SPARC	0.28558211	-2.16E-01
ACSBG2	0.28561743	1.20E-01
CD300A	0.28562178	1.45E-01
SGCD	0.28562851	1.19E-01
URI1	0.28575762	-9.47E-02
ZNF557	0.28576357	1.51E-01
XPNPEP1	0.28576633	-2.40E-01
GSPT1	0.28579329	-3.28E-01
F3	0.28586521	3.26E-01
SREK1IP1	0.28591305	-1.13E-01
NR2F6	0.28593117	-1.95E-01
NA	0.28601999	1.03E-01
PDS5B	0.28602814	1.25E-01
MORC2	0.28607827	-1.43E-01
CHMP5	0.28609104	-3.09E-01
IAPP	0.28610632	9.80E-02
FAM149A	0.28610878	9.87E-02
F13A1	0.28613193	1.59E-01
C2orf43	0.28619655	1.09E-01
GPR176	0.28622372	1.17E-01
PGAP3	0.28633059	-1.67E-01
RANBP1	0.28634943	-3.55E-01
USP46	0.28637592	-1.19E-01
PAPPA	0.28647946	1.72E-01
SORBS1	0.28649125	-1.27E-01
GFI1B	0.28649834	1.01E-01
HTR1D	0.28650644	1.07E-01
MYH7	0.28657749	-1.30E-01
MCUR1	0.28659375	1.77E-01
SLC23A2	0.28660551	8.47E-02
CD164	0.28663634	-1.64E-01
NUDT1	0.28664295	-2.19E-01
CTSB	0.28667475	-1.69E-01
FAM63B	0.28668524	-1.61E-01
PTCD3	0.28669964	-1.11E-01
TRAF1	0.28678054	9.73E-02
ATF4	0.28681788	1.53E-01
SIX5	0.28681788	-1.53E-01
SPATS2L	0.28691314	1.91E-01
GUF1	0.28696996	-1.41E-01
SOX1	0.28697777	9.27E-02
SERINC5	0.2869941	-1.32E-01
NA	0.28706956	-1.08E-01
FAM90A1	0.28715363	9.73E-02
G6PD	0.28718217	1.37E-01
RITA1	0.28726656	8.60E-02
GPC4	0.28729593	-1.69E-01
VCL	0.2873972	-1.42E-01
MPPED1	0.2874004	-1.83E-01
ATP5G2	0.28748514	1.62E-01
KDM4D	0.28748909	1.04E-01
OSER1	0.2875056	1.21E-01
ASAP1	0.2875332	8.80E-02
DOK1	0.28758289	-1.75E-01
DKFZP564C152	0.28758497	-2.17E-01
TPH1	0.28758595	-3.29E-01
FAM205B	0.28763021	7.40E-02
FN3KRP	0.28767195	-1.35E-01
SPTA1	0.28770331	-1.09E-01
PGBD5	0.28774828	1.07E-01
RAD51D	0.28783033	1.46E-01
CALD1	0.28792416	-1.45E-01
NR3C2	0.28801409	2.14E-01
RPL5	0.28804186	-1.47E-01
COX7A1	0.28807986	-1.65E-01
CDKL5	0.28808219	1.26E-01
CDK13	0.28812924	-7.60E-02
COPA	0.28813326	7.47E-02
PDLIM5	0.28815632	8.20E-02
5-Sep	0.28822729	-1.34E-01
HADH	0.28823372	-2.54E-01
ZNF549	0.28825574	-7.67E-02
DRG2	0.28832211	-8.13E-02
LMNA	0.28840179	-2.43E-01
RGS11	0.28841825	1.23E-01
IBTK	0.28848823	-4.01E-01
HGD	0.28865406	-1.33E-01
NA	0.28867826	9.80E-02
TGOLN2	0.28878054	-3.05E-01
C16orf59	0.28885307	8.13E-02
POU2F2	0.28887203	-1.55E-01
CDH11	0.28889442	1.09E-01
DDR2	0.28890304	9.93E-02
KIF13B	0.28890304	-9.93E-02
FAM50A	0.28893439	1.35E-01
DCTD	0.28898449	-2.18E-01
CACNG4	0.28903177	1.14E-01
TATDN2	0.28908603	1.00E-01
TSSK1B	0.28918789	9.20E-02
GCNT3	0.28924713	2.13E-01
NCKIPSD	0.2892553	1.61E-01
SNURF	0.28935086	-1.23E-01
RPL13	0.28936664	9.87E-02
CAPNS1	0.28940879	1.26E-01
VAC14	0.28942243	1.57E-01
KIAA1462	0.2894529	-8.00E-02
PTGER3	0.2894529	-8.00E-02
PTTG2	0.28955439	7.40E-02
LOC652493	0.28958302	-3.00E-01
RMND5A	0.28963501	-1.79E-01
TBC1D1	0.28973632	2.35E-01
FAXDC2	0.28978523	1.25E-01
NA	0.28978535	8.67E-02
NA	0.28997628	1.03E-01
HR44	0.29001967	-7.47E-02
RRP1	0.29002292	-1.89E-01
ZDHHC17	0.29003241	-1.68E-01
NUP98	0.290036	-3.16E-01
NOVA2	0.29011391	1.30E-01
CACNA1H	0.29013291	1.03E-01
PTGES3	0.29024455	-9.60E-02
PAFAH2	0.29043196	-2.04E-01
MICALL1	0.29044621	1.99E-01
RHAG	0.29046115	1.31E-01
MYOZ1	0.29063559	1.21E-01
THOC5	0.29071453	8.67E-02
ADARB1	0.2907462	1.70E-01
GTF2F1	0.29079936	-1.99E-01
CDKL5	0.29087478	1.21E-01
UBE2L3	0.29091343	-1.28E-01
SLC8A1	0.29094706	-9.13E-02
TERF2	0.29098833	-1.72E-01
C1orf27	0.29101683	-1.61E-01
ZNF358	0.29102046	-1.68E-01
KLF3	0.29110693	2.54E-01
MAP3K6	0.29112985	2.00E-01
FUT6	0.29121427	2.01E-01
MAP1LC3B	0.29122612	2.38E-01
EXOSC9	0.29128158	1.03E-01
TMCO1	0.29139724	-1.41E-01
GPX3	0.29140155	2.02E-01
SRM	0.29142621	3.47E-01
POFUT1	0.29157177	-2.02E-01
OTUB1	0.2916314	8.00E-02
SEC23B	0.29164055	-2.07E-01
UCP1	0.2917185	1.05E-01
FOXE1	0.29183291	-1.23E-01
SIGLEC6	0.29187518	-1.00E-01
SORD	0.29200841	1.29E-01
SPAG6	0.29204798	1.07E-01
STAT2	0.29205174	1.37E-01
ATP2A1	0.29208056	8.33E-02
FGG	0.29215466	7.27E-02
ATAD2B	0.29221282	-1.10E-01
GLUD1	0.29227356	-1.41E-01
NA	0.29230357	-9.53E-02
PPIG	0.29230826	-9.80E-02
SOS2	0.29233997	-3.35E-01
KITLG	0.2923601	-1.77E-01
ZMYM4	0.29243484	-1.09E-01
HLA-B	0.29255381	-2.74E-01
TNFRSF1A	0.29265635	-1.07E-01
NA	0.29266065	7.20E-02
ASIC1	0.2926763	9.27E-02
MTMR1	0.29269926	-2.12E-01
ZNF22	0.29271162	-1.41E-01
THPO	0.29277537	8.87E-02
ID1	0.29280882	2.28E-01
ABCC1	0.29281253	-1.38E-01
BAIAP2	0.29281529	-1.15E-01
LGR5	0.29285375	-1.74E-01
FAM136A	0.29286933	-1.52E-01
SPRR2C	0.293	8.27E-02
CDHR5	0.29300983	5.44E-01
ZNF10	0.2930785	9.27E-02
PIGV	0.29320131	-1.53E-01
CEACAM4	0.29321448	8.87E-02
ESR1	0.29322879	1.39E-01
ATP6V0E1	0.29326327	-1.07E-01
PDE10A	0.29329295	9.87E-02
ERAP1	0.29334927	-1.53E-01
ACTC1	0.2933848	6.87E-02
DKK3	0.29339706	8.93E-02
OR7A17	0.29342505	-1.48E-01
INSL6	0.29345002	1.42E-01
GNA11	0.29355166	2.77E-01
YY1	0.29365827	-1.81E-01
AGGF1	0.29372779	-1.66E-01
ADAM11	0.2937459	9.80E-02
PURA	0.29374886	2.13E-01
ADO	0.29392067	-2.55E-01
PPP1CA	0.29399836	-1.26E-01
HLA-G	0.29404659	-2.49E-01
RRP7A	0.29410926	2.25E-01
PRRC2C	0.2941443	-1.72E-01
TEFM	0.29416649	-1.13E-01
TRIM31	0.29417666	6.32E-01
NUSAP1	0.2943308	-2.48E-01
ZNF224	0.29440128	2.10E-01
GALNT2	0.2944987	-1.96E-01
APBB2	0.29451784	1.46E-01
MAP4K1	0.29453797	1.41E-01
NCKAP1L	0.2946294	1.45E-01
SPIN2A	0.29465687	1.47E-01
NA	0.29468946	8.93E-02
USP7	0.29469554	1.35E-01
STX2	0.29482649	1.08E-01
IQCB1	0.29482649	-1.08E-01
CD47	0.29483527	7.93E-02
TAF4	0.2948355	-2.09E-01
UBAP2	0.29499281	-1.34E-01
NA	0.29501233	7.80E-02
MAGIX	0.29501263	8.27E-02
IKZF3	0.29508159	7.13E-02
RHOBTB1	0.29521205	1.02E-01
SPTBN2	0.29525164	1.17E-01
RPS27L	0.29533113	-1.23E-01
DCLK1	0.29537856	-8.20E-02
NA	0.29539917	1.11E-01
PHLDA1	0.29552722	1.79E-01
AXL	0.29561169	1.47E-01
GYPC	0.29563751	1.09E-01
DST	0.29570883	-1.47E-01
DUOX2	0.29571998	6.57E-01
ANXA10	0.29572018	1.07E-01
LIMS1	0.29586122	1.71E-01
ITPKB	0.29589314	-1.12E-01
SARDH	0.29591475	1.29E-01
UPK3B	0.29591625	-9.93E-02
CDK5R2	0.29595768	1.29E-01
NA	0.29597864	1.93E-01
CRYGB	0.29605439	1.13E-01
ESR1	0.29608408	-9.53E-02
MYO7B	0.29617891	8.60E-02
KIR3DS1	0.29632785	-1.16E-01
CNTN6	0.29636727	8.07E-02
NOMO3	0.29637364	-1.89E-01
C18orf25	0.29642602	-1.13E-01
APOE	0.29643491	2.23E-01
STX7	0.29650599	-2.53E-01
PRRX1	0.29658092	1.16E-01
KRTAP2-4	0.29663989	1.01E-01
ABCC4	0.29666731	-1.59E-01
TMEM120B	0.29668377	1.00E-01
EBNA1BP2	0.29671848	-2.27E-01
NOL3	0.29672159	9.13E-02
IRF6	0.29672805	1.37E-01
FAF2	0.29672951	-1.29E-01
SMIM7	0.29673592	-1.05E-01
BRF1	0.2967869	-1.06E-01
CCNF	0.29686862	-1.71E-01
GPR132	0.29687506	-1.08E-01
STK24	0.29693916	1.75E-01
MS4A12	0.29698996	5.47E-01
C14orf79	0.29702935	1.01E-01
CSDE1	0.29704339	-2.07E-01
SPON2	0.29711247	1.31E-01
PKM	0.29716019	1.75E-01
JUN	0.29716799	1.52E-01
BMP8A	0.29724924	1.21E-01
SHQ1	0.29725461	8.93E-02
HTT	0.2973327	1.19E-01
GDF15	0.29740397	1.04E-01
ZNF32	0.29751002	-1.31E-01
PITX2	0.29764844	-3.78E-01
NUDT13	0.2976657	-1.05E-01
DKC1	0.29769277	-2.71E-01
SMAD3	0.29772988	1.56E-01
TFEB	0.29774426	1.29E-01
CCKAR	0.29786999	1.11E-01
IRGQ	0.29802818	8.67E-02
LCP2	0.29811367	2.67E-01
TLR4	0.29815122	2.01E-01
MRPS11	0.29818008	-1.21E-01
POLR3D	0.29829999	-1.73E-01
UBE2J1	0.29831459	-2.05E-01
ALLC	0.29838089	8.40E-02
MAP4	0.29841578	-1.11E-01
SH2D1A	0.29842526	8.87E-02
BAP1	0.29843195	1.10E-01
CTDSPL	0.29855019	1.68E-01
SLC5A12	0.29859194	7.20E-02
EXOSC1	0.29859643	1.06E-01
TGIF1	0.2986182	-2.79E-01
TNFRSF25	0.29866287	2.51E-01
CXCR4	0.29867416	1.59E-01
CIDEB	0.29869596	1.41E-01
EVL	0.29877859	2.93E-01
DYNC1I1	0.29881328	9.73E-02
DDX60	0.29886898	-4.75E-01
RAB36	0.29895237	1.17E-01
NFKB2	0.29899528	1.19E-01
RAD23A	0.29920235	1.41E-01
BRAP	0.29930853	-1.20E-01
NA	0.29932592	-1.13E-01
WDTC1	0.29934195	1.14E-01
ITGB4	0.2995924	2.37E-01
CD36	0.29960617	1.03E-01
LIG1	0.29962482	2.40E-01
CKLF	0.29963076	1.53E-01
TAB2	0.29964288	-3.49E-01
SRPX2	0.29967369	1.12E-01
KIAA1109	0.29978236	-2.29E-01
YTHDF3	0.29988997	-1.96E-01
NR1H2	0.29990669	-1.75E-01
TLX2	0.29991333	-1.17E-01
POU4F2	0.29992091	1.03E-01
HSP90B1	0.30003598	-3.89E-01
PEBP1	0.30006055	1.51E-01
HLA-B	0.3001682	-1.84E-01
GGA2	0.30021461	-8.93E-02
ANO10	0.30026728	-1.84E-01
INPP5D	0.30036628	1.36E-01
TMUB2	0.30038535	1.47E-01
NA	0.30047239	6.80E-02
RPN2	0.30047338	-2.45E-01
FN1	0.30048185	-7.47E-01
GOSR1	0.30052034	-7.67E-02
NA	0.30052329	-9.20E-02
VASH1	0.30057465	1.25E-01
UQCC1	0.3005902	7.53E-02
HPX	0.30074262	1.02E-01
DOCK6	0.30090156	1.27E-01
PDHA1	0.30097098	-1.78E-01
ST20	0.30098688	9.33E-02
SET	0.30100235	1.47E-01
LCE2B	0.3010233	1.07E-01
YBX3	0.30115363	-2.09E-01
NA	0.30119873	8.60E-02
UTP3	0.30124904	-2.27E-01
DNM2	0.30125119	1.65E-01
ZNF574	0.30131702	1.07E-01
AKAP17A	0.3013176	1.57E-01
FZD7	0.3013698	2.18E-01
KCTD7	0.30141106	1.21E-01
DDA1	0.30141646	2.57E-01
KDM4B	0.30147012	8.47E-02
GPR45	0.30154855	-8.07E-02
SLC27A6	0.30154856	1.38E-01
ADCY9	0.30155185	1.84E-01
SPRR1A	0.30158359	1.06E-01
ZNF500	0.30165368	9.87E-02
NA	0.30172813	9.93E-02
ILF3	0.30185961	9.00E-02
DNAH6	0.30190344	1.07E-01
NA	0.30190508	8.20E-02
ELP3	0.30206584	-9.93E-02
PNPLA4	0.30216831	-2.16E-01
STS	0.30227653	2.89E-01
RNF138	0.30245838	1.88E-01
ECEL1	0.30247175	1.11E-01
ATP2B4	0.30250218	1.23E-01
FEZ1	0.30250703	1.25E-01
PI4K2A	0.30262111	1.80E-01
NA	0.30263804	1.25E-01
DDX24	0.30266807	-1.43E-01
NA	0.30272082	-1.25E-01
TAP2	0.30277209	1.38E-01
CA5BP1	0.30277604	1.27E-01
PIGN	0.30293997	-2.19E-01
PDE7B	0.30299735	1.05E-01
MAN1A2	0.30304935	-1.09E-01
EFNB2	0.30306303	-2.47E-01
ATP5J	0.30306551	-1.57E-01
CBWD7	0.30308316	-1.22E-01
FBXO4	0.30314029	7.00E-02
GPC5	0.30316224	9.60E-02
HIST2H2AA4	0.30328667	-2.51E-01
RING1	0.30330237	8.33E-02
GSTM3	0.30332941	-2.74E-01
PFDN2	0.30337641	-2.03E-01
PLS1	0.30340131	1.89E-01
PCOLCE	0.30352839	1.22E-01
HUWE1	0.30353009	8.87E-02
PACRG	0.30354229	1.11E-01
AP1M2	0.30357414	-1.25E-01
HIST1H2BD	0.30361043	-2.12E-01
KIR2DS1	0.30361074	1.33E-01
THBD	0.30377141	1.35E-01
ATP6V0E1	0.30380383	-1.27E-01
PHF11	0.30387596	1.51E-01
SH3BP2	0.30387944	-8.20E-02
FTH1	0.30389735	-2.89E-01
METTL17	0.3039463	-7.87E-02
NID1	0.30397282	1.22E-01
NA	0.3039769	1.03E-01
PPFIA1	0.30402075	-2.03E-01
ADAM12	0.30408741	9.27E-02
MIOS	0.3041178	-1.45E-01
TTLL5	0.30417279	9.07E-02
GRAMD1C	0.30418735	-2.73E-01
L3MBTL1	0.30427509	-8.80E-02
CFHR5	0.30428581	8.13E-02
USP47	0.3043863	-7.20E-02
MPZL1	0.30440062	-1.58E-01
NA	0.30445074	7.93E-02
GP2	0.30456944	-9.53E-02
PIGK	0.30460126	-1.26E-01
APLP1	0.30470845	8.47E-02
NA	0.3047968	9.33E-02
ZNF155	0.30481779	6.87E-02
NPRL3	0.30484107	8.27E-02
TRIM27	0.30485044	-2.41E-01
PAFAH1B1	0.30492012	-4.02E-01
CTBS	0.30501062	-1.82E-01
ESRRA	0.30506571	-1.41E-01
SYN3	0.30508163	1.05E-01
H3F3B	0.30513419	-2.13E-01
HNF4A	0.30513911	-1.23E-01
SLC6A2	0.3052072	7.60E-02
TRMT112	0.30521961	-2.19E-01
PCDHGA1	0.30522605	1.35E-01
SLC16A1	0.30525652	-7.03E-01
SETD4	0.30530325	9.80E-02
ALKBH1	0.30530649	-1.19E-01
TMOD1	0.30531716	1.07E-01
GGTLC1	0.30532075	2.79E-01
FTSJ2	0.30532247	-8.27E-02
LINC00950	0.30553667	1.39E-01
NBR2	0.30556163	-1.43E-01
ARSD	0.30560228	-1.07E-01
TNFAIP6	0.30567665	8.33E-02
PLA2G10	0.3057614	2.67E-01
TCF25	0.30576927	-1.16E-01
GPD1	0.30577425	9.07E-02
KDM4B	0.30591747	1.60E-01
TTPAL	0.30601608	-9.53E-02
MYCL	0.30603134	-8.93E-02
ERAP2	0.30613946	8.58E-01
MXD4	0.30615501	-1.39E-01
CYB561	0.30617154	1.07E-01
ATXN7L3B	0.30618081	-1.69E-01
EFHC1	0.30622607	1.20E-01
SLC2A4RG	0.30623595	1.40E-01
KLF12	0.30624807	1.17E-01
EPOR	0.30631298	9.67E-02
MLANA	0.3063255	8.20E-02
RAB27A	0.30646804	-1.02E-01
NDUFA3	0.30652485	-1.57E-01
TPSAB1	0.30657577	-4.13E-01
PCDHGB6	0.30657967	7.33E-02
C18orf25	0.30661728	1.46E-01
SORL1	0.30664941	-4.05E-01
GGCX	0.30670879	-1.15E-01
ZNF227	0.3067777	-6.73E-02
CENPU	0.30678929	3.07E-01
TSPYL4	0.30684093	1.41E-01
FANCL	0.30688791	1.56E-01
PMS1	0.30698077	-1.21E-01
CASP5	0.30705157	5.31E-01
MR1	0.3070961	1.02E-01
SF3B3	0.30721058	-1.81E-01
VDR	0.30722652	1.91E-01
DST	0.30736166	9.67E-02
WIPI2	0.30742412	-1.56E-01
ADD1	0.30742917	-1.55E-01
TAF9B	0.30749656	-9.13E-02
SLC10A3	0.30752522	-9.27E-02
CMAS	0.30753821	-2.13E-01
ITGB3BP	0.3075914	-1.97E-01
TUBA3C	0.30763016	1.31E-01
EPS8L1	0.30763016	-1.31E-01
IFIT1	0.30764292	2.07E-01
PATZ1	0.30766296	1.03E-01
ITFG2	0.30774553	9.87E-02
COBLL1	0.30778027	8.40E-02
GABBR2	0.30778027	8.40E-02
SLC2A5	0.30780226	1.74E-01
DIAPH2	0.30780281	-2.57E-01
B3GNTL1	0.30797671	2.23E-01
CDC14A	0.30804364	-1.37E-01
GTPBP4	0.3081494	-2.29E-01
NPR3	0.30817541	7.20E-02
CD28	0.30817541	7.20E-02
CLTC	0.30818137	-8.67E-02
NA	0.30819017	-7.13E-02
MLLT3	0.3081916	-1.59E-01
FCF1	0.30824522	-8.13E-02
MTUS1	0.30839145	-1.37E-01
EXOC7	0.30843665	-1.16E-01
N4BP1	0.30843882	-1.47E-01
ACADM	0.3084462	-4.33E-01
DOLPP1	0.30849661	1.01E-01
NA	0.3085168	1.19E-01
HPCAL4	0.30856108	1.05E-01
NA	0.30858925	-1.72E-01
C10orf76	0.3085994	7.60E-02
CUL2	0.30860785	-7.93E-02
DMPK	0.3086593	-1.02E-01
CDK10	0.30873777	1.24E-01
ADD1	0.30875003	-1.32E-01
SVEP1	0.308753	9.67E-02
CETN3	0.30891797	-1.64E-01
