#Gene	P.Value	logFC
XRCC6BP1	5.52E-02	-0.4061871
ARPP21	5.52E-02	0.7330333
KLHL8	5.52E-02	-0.1525421
SLC17A5	5.52E-02	0.150681
PLXND1	5.53E-02	-0.2268343
NA	5.53E-02	-0.4031816
NA	5.53E-02	0.512511
NA	5.53E-02	-0.4183981
LOC100129884	5.53E-02	-0.2296431
GATA5	5.53E-02	0.4141734
CAPN10	5.53E-02	0.3197495
LOC100505474	5.54E-02	-0.3991449
NA	5.54E-02	-0.2309759
LOC100288092	5.54E-02	0.3239389
XPA	5.54E-02	0.1507503
PICALM	5.54E-02	0.169987
ZNF276	5.54E-02	-0.22602
ATF6	5.54E-02	0.1262085
NA	5.54E-02	-0.4821954
PPIA	5.54E-02	-0.1251319
NAV1	5.55E-02	0.2222286
EPB41L4A	5.55E-02	-0.5068383
BOLA3-AS1	5.55E-02	0.4270935
NA	5.55E-02	-0.316485
ADARB1	5.55E-02	0.3517131
CSAD	5.55E-02	0.295946
SULT1A4	5.56E-02	0.1863659
CCDC57	5.56E-02	-0.5133456
SEC11C	5.56E-02	-0.2186447
NA	5.56E-02	0.4057396
C11orf45	5.56E-02	-0.2528929
ZNF654	5.56E-02	-0.1644731
CSHL1	5.56E-02	-0.2624516
PPM1L	5.56E-02	0.3588889
NA	5.56E-02	0.4650573
LOC100129309	5.57E-02	0.5473612
TMEM184A	5.57E-02	-0.333574
CARD14	5.57E-02	0.2787108
ANAPC10	5.57E-02	-0.1658192
ASCL1	5.57E-02	-0.5110101
LOC101928978	5.57E-02	0.4072979
LOC100289297	5.58E-02	-0.3868299
GBP6	5.58E-02	-0.6190769
UBE2D2	5.58E-02	-0.1836099
NA	5.58E-02	-0.3350132
KIAA0195	5.58E-02	0.1605414
NA	5.58E-02	0.4255371
DUSP1	5.59E-02	0.1576798
STAMBPL1	5.59E-02	0.4556429
DNM1L	5.59E-02	-0.662022
IGFL1	5.59E-02	0.3826756
MTSS1	5.59E-02	-0.2486756
ZBTB38	5.59E-02	0.4263753
MFSD6L	5.59E-02	-0.1844692
EMC9	5.59E-02	0.4259761
OSBPL10	5.59E-02	-0.349657
DPF3	5.59E-02	-0.347058
ZNF614	5.59E-02	-0.1673878
ITGBL1	5.60E-02	-0.396832
NA	5.60E-02	0.2908898
NA	5.60E-02	-0.2287455
NA	5.60E-02	-0.4363056
NOL3	5.60E-02	-0.2783338
ADH4	5.60E-02	-0.2090095
NA	5.61E-02	0.493665
ARHGEF7	5.61E-02	-0.3938273
LINC01233	5.61E-02	-0.4708956
NA	5.61E-02	-0.5243086
C4orf48	5.61E-02	0.2188594
RNF186	5.62E-02	-0.3853216
NA	5.62E-02	-0.2628213
NA	5.62E-02	-0.375207
POLG	5.62E-02	-0.1657579
LINC00472	5.62E-02	-0.4790621
OMD	5.62E-02	0.5802717
RBM26-AS1	5.62E-02	-0.2547641
NA	5.62E-02	-0.158805
KAAG1	5.62E-02	-0.4911873
MSRB3	5.62E-02	-0.343028
PTOV1	5.62E-02	0.1951744
ACAD8	5.62E-02	-0.1699394
RAPGEF2	5.62E-02	0.2192737
C11orf49	5.63E-02	-0.2582727
ORM1	5.63E-02	-0.5341142
IL2	5.63E-02	0.5296182
OR1D4	5.63E-02	-0.5103253
LOC100289070	5.63E-02	-0.3472392
NA	5.63E-02	0.262538
TYW5	5.63E-02	0.4549861
TRAF7	5.63E-02	-0.3845251
CLEC4F	5.63E-02	-0.2333665
VAMP3	5.63E-02	-0.3257441
NA	5.64E-02	-0.4993962
CLSPN	5.64E-02	-0.2686445
DIAPH3-AS1	5.64E-02	-0.5873963
PDE11A	5.64E-02	-0.4547553
DSC2	5.64E-02	-0.6315155
DCP2	5.64E-02	0.5410727
MUC17	5.64E-02	-0.2426903
NA	5.65E-02	-0.2933856
SLC5A10	5.65E-02	0.407828
TOX4	5.65E-02	-0.2613453
NAA16	5.65E-02	-0.2136407
NA	5.65E-02	0.372919
LOC286177	5.65E-02	-0.5473899
SERINC2	5.65E-02	-0.5338645
NA	5.65E-02	0.1532911
NA	5.65E-02	-0.5293886
RGAG1	5.65E-02	0.1988128
GSDMB	5.65E-02	-0.451196
OR3A1	5.66E-02	0.2528236
NA	5.66E-02	-0.2835804
MYL9	5.66E-02	-0.6456675
LINC01426	5.66E-02	-0.534952
ATP2B4	5.66E-02	0.2730056
KLHL36	5.66E-02	0.1757468
ZFP91-CNTF	5.67E-02	-0.3877923
NA	5.67E-02	0.3269976
NA	5.67E-02	-0.138233
OLAH	5.67E-02	-0.303915
NA	5.67E-02	-0.2622018
SCN3A	5.67E-02	-0.2979787
RRN3P1	5.67E-02	-0.3489026
NA	5.67E-02	-0.5143866
GHRHR	5.67E-02	0.403023
VTI1A	5.67E-02	-0.2268174
TRIM5	5.67E-02	-0.4715822
FMO9P	5.67E-02	0.4952633
NA	5.68E-02	-0.4007915
LOC652493	5.68E-02	-0.621395
RNF185	5.68E-02	-0.4083811
NA	5.68E-02	0.3883018
NA	5.69E-02	0.3176361
SELP	5.69E-02	-0.1899103
NAV1	5.69E-02	-0.3870419
HTATIP2	5.69E-02	0.4229702
NA	5.69E-02	0.3318116
TPT1-AS1	5.69E-02	-0.3795153
TPP1	5.69E-02	-0.4880092
LINC01169	5.69E-02	-0.4944001
MAST4	5.69E-02	0.2537175
NA	5.70E-02	-0.3221551
NA	5.70E-02	0.4793842
TNFSF11	5.70E-02	0.3370918
LINC00884	5.70E-02	-0.399261
NA	5.70E-02	0.1935354
ZNF207	5.70E-02	-0.2550955
FETUB	5.70E-02	0.4588129
GKN1	5.70E-02	0.5972562
ZNF804B	5.70E-02	0.5740938
NA	5.70E-02	-0.2270184
TXNL4B	5.70E-02	-0.1450199
LOC284023	5.71E-02	0.1665722
SPATA5	5.71E-02	-0.4518157
NA	5.71E-02	0.4423394
COL22A1	5.71E-02	-0.3479466
OR10H3	5.71E-02	-0.3517128
ERP29	5.71E-02	-0.1620398
ADAM32	5.71E-02	-0.2827273
NA	5.72E-02	-0.2219565
NA	5.72E-02	0.397517
NIFK	5.72E-02	-0.2621011
GRID2	5.72E-02	-0.3990237
DNAJB4	5.72E-02	0.2615533
EDDM3A	5.73E-02	-0.5041685
PSG2	5.73E-02	-0.3971673
TREML2	5.73E-02	0.2876347
FOXA1	5.73E-02	-0.5545968
NA	5.73E-02	-0.2916032
OGDH	5.73E-02	-0.2002195
NA	5.73E-02	0.3696065
PCGF5	5.73E-02	-0.2072707
RSF1	5.73E-02	0.1629414
PDK3	5.73E-02	0.3094857
MAGEC2	5.73E-02	-0.2813405
MYO1B	5.74E-02	-0.4468301
FBXL18	5.74E-02	0.2153875
LOC284661	5.74E-02	-0.477919
CYP1A2	5.74E-02	-0.2026553
FAN1	5.74E-02	0.2466766
NET1	5.74E-02	0.5349059
LOC100287037	5.75E-02	-0.5148036
SLC12A3	5.75E-02	0.3271213
SCARF1	5.75E-02	-0.1470731
ATG4A	5.75E-02	-0.1238468
LINC01512	5.75E-02	0.3699533
PTCH2	5.75E-02	0.4307926
NA	5.75E-02	-0.3304155
LINC00158	5.75E-02	0.238436
HNRNPH1	5.75E-02	-0.157123
MYH3	5.75E-02	-0.5029521
NA	5.76E-02	-0.5802859
NA	5.76E-02	0.3663063
NA	5.76E-02	-0.2513299
LOC101928858	5.76E-02	-0.4497929
NA	5.76E-02	0.3370639
NA	5.76E-02	-0.5507663
BCAT1	5.76E-02	-0.5474114
PBRM1	5.76E-02	-0.2898426
NA	5.77E-02	0.4563504
NA	5.77E-02	0.2347099
NA	5.77E-02	0.2774648
ZNF524	5.77E-02	-0.2762991
ATP5E	5.77E-02	-0.3665128
NA	5.77E-02	-0.4527158
SLC22A7	5.77E-02	-0.3429352
MKNK1	5.77E-02	-0.2691833
GPR18	5.77E-02	-0.4633304
RNF170	5.78E-02	-0.1277386
C1RL-AS1	5.79E-02	-0.2455683
NA	5.79E-02	-0.1680281
NA	5.79E-02	-0.2346464
CDK20	5.79E-02	0.2010746
TAF5	5.79E-02	0.2082905
SLC44A4	5.80E-02	-0.4112762
HHIP-AS1	5.80E-02	0.2357002
CBS	5.80E-02	-0.3006337
LOC100287911	5.80E-02	0.3818976
NA	5.80E-02	-0.1986292
SUSD4	5.80E-02	0.3512415
COMMD6	5.81E-02	0.255424
LIN7C	5.81E-02	-0.3039804
THUMPD3-AS1	5.81E-02	-0.1696359
NA	5.81E-02	-0.4295309
ZFP28	5.81E-02	0.1690905
NA	5.81E-02	-0.2054354
SUV39H1	5.81E-02	-0.2124575
REPIN1	5.82E-02	0.4349721
ISCA2	5.82E-02	-0.1581517
LINS	5.82E-02	-0.1992787
NA	5.82E-02	0.3729982
NA	5.82E-02	-0.1962372
NA	5.83E-02	-0.408131
CRIP2	5.83E-02	-0.2332902
ZNF460	5.83E-02	-0.2182947
NA	5.83E-02	0.4411949
FOXG1	5.83E-02	0.9947363
SART1	5.83E-02	-0.4721695
ZDHHC8	5.83E-02	-0.2220581
NR4A3	5.83E-02	0.4977228
C9orf41	5.84E-02	-0.3244587
CLPTM1	5.84E-02	0.169201
PARP15	5.84E-02	-0.4264327
FUT2	5.84E-02	-0.1408491
ARNT	5.84E-02	-0.1688943
CDKN1A	5.85E-02	-0.5304738
RNASEH2C	5.85E-02	-0.1824874
SEPT7P2	5.85E-02	-0.3126015
CADM1	5.86E-02	0.2602347
NA	5.86E-02	-0.4841025
ITGAD	5.86E-02	0.3370618
LAMA1	5.86E-02	-0.4820048
DGCR8	5.86E-02	-0.2124519
NA	5.86E-02	-0.2573102
SLC17A8	5.86E-02	0.7191022
CFAP69	5.86E-02	-0.4333221
GRIK2	5.87E-02	0.5497135
MED27	5.87E-02	0.1783542
ACTL8	5.87E-02	-0.2790685
SLC38A2	5.87E-02	-0.1760739
ZNF202	5.88E-02	0.3518427
MPZL3	5.88E-02	-0.4900646
NA	5.88E-02	-0.2776903
CFHR2	5.89E-02	-0.212274
RNASEL	5.89E-02	-0.2430234
IMMT	5.89E-02	0.1173914
ACSBG2	5.89E-02	-0.2322185
LOC100130741	5.89E-02	0.3725667
NA	5.89E-02	-0.3619108
PLGLB1	5.89E-02	0.2206154
KRT7	5.89E-02	-0.5475948
NA	5.89E-02	-0.6075255
NA	5.90E-02	-0.2002581
OTUD7B	5.90E-02	-0.3100187
PEX7	5.90E-02	0.1723634
DGCR6L	5.90E-02	-0.2194421
SUSD3	5.90E-02	0.4927349
RPL7AP9	5.90E-02	-0.3940463
NA	5.90E-02	-0.2098077
CWC27	5.90E-02	0.1995639
VGLL3	5.90E-02	-0.5552394
NA	5.90E-02	-0.395701
SERINC5	5.90E-02	-0.2840006
NA	5.90E-02	-0.2944073
EXOC7	5.91E-02	-0.5132145
PHKB	5.91E-02	-0.1721793
NUP214	5.91E-02	-0.2158087
ILDR2	5.91E-02	-0.3265872
PFKL	5.91E-02	-0.1295032
MMP8	5.92E-02	-0.4306911
SRRM1	5.92E-02	0.1280994
WNT3	5.92E-02	-0.3263334
FGFRL1	5.92E-02	-0.3786608
CLGN	5.92E-02	0.6795172
FOXE1	5.92E-02	0.3621271
CRMP1	5.92E-02	0.2764901
NA	5.93E-02	-0.2289256
ARFGEF1	5.93E-02	0.1340651
ADD3	5.93E-02	0.3147132
NA	5.93E-02	-0.1670051
PCNXL4	5.93E-02	-0.5132828
ERICH3-AS1	5.93E-02	-0.3112954
OSBPL5	5.93E-02	-0.2288465
OR51B5	5.94E-02	-0.3378713
ZWILCH	5.94E-02	-0.229297
LYPLA2P1	5.95E-02	-0.1829913
SNX24	5.95E-02	-0.3716686
PP13439	5.95E-02	-0.389366
KRTAP9-4	5.95E-02	-0.4107816
VAV3	5.95E-02	-0.6607827
TRPC4	5.95E-02	0.6962812
TMEM92-AS1	5.95E-02	-0.3436127
FBXL17	5.95E-02	0.2402381
TNKS2	5.95E-02	-0.6944732
NA	5.95E-02	0.4929584
PON3	5.96E-02	0.5015629
UQCC1	5.96E-02	0.1926511
PPP2R5C	5.96E-02	-0.1784868
PTH1R	5.97E-02	0.2326768
NA	5.97E-02	-0.1701844
SPRR1A	5.97E-02	-0.2871504
NA	5.97E-02	-0.4642435
MMP28	5.97E-02	0.5146785
NA	5.97E-02	0.4137354
ACKR4	5.97E-02	-0.3351566
HLTF	5.97E-02	-0.1528766
NBR2	5.97E-02	-0.2309999
STATH	5.97E-02	-0.4372795
TUG1	5.97E-02	0.2689057
NA	5.97E-02	-0.2040008
CBFA2T2	5.97E-02	-0.228835
NA	5.98E-02	-0.3839218
ZNF552	5.98E-02	-0.1934578
NA	5.98E-02	-0.4143347
PTPN18	5.98E-02	-0.1748553
NA	5.98E-02	-0.2979567
PATZ1	5.98E-02	-0.1698994
LILRA4	5.98E-02	-0.3968562
NA	5.99E-02	-0.602784
LRRC74A	5.99E-02	-0.3669634
ARL4D	5.99E-02	-0.4871938
LINC00328	5.99E-02	-0.5467595
NA	5.99E-02	-0.5919487
ANKRD13A	5.99E-02	-0.2929897
STC1	5.99E-02	-0.3617636
MLXIP	5.99E-02	-0.570822
ATP6V0A2	6.00E-02	-0.3292389
NA	6.00E-02	-0.5018295
COPG1	6.00E-02	0.1404982
LOC221946	6.00E-02	-0.1833286
NA	6.00E-02	-0.4839707
C1orf101	6.00E-02	0.47396
OTP	6.00E-02	-0.2808169
NUCKS1	6.00E-02	-0.2542273
PITX3	6.00E-02	0.1994396
MRPS25	6.00E-02	0.1830051
CLRN1	6.00E-02	-0.441244
NA	6.01E-02	-0.346539
NFYC	6.01E-02	-0.2402535
BNIP2	6.01E-02	-0.1669024
GTPBP10	6.01E-02	0.3851875
PPARA	6.01E-02	-0.2255772
NA	6.01E-02	0.4773745
SULF1	6.01E-02	-0.5662439
BRCC3	6.01E-02	-0.1952406
SLC26A9	6.01E-02	0.5288406
CHRNA3	6.01E-02	0.310186
ANO10	6.01E-02	0.27916
TNIP1	6.01E-02	0.3448298
NA	6.01E-02	-0.3040807
NA	6.01E-02	0.5641094
HS1BP3	6.02E-02	0.4552736
UNK	6.02E-02	-0.1990128
LOC100132356	6.02E-02	-0.2702534
SDK1	6.02E-02	-0.3466716
OXCT1	6.02E-02	-0.3329278
RNASE7	6.02E-02	-0.4982714
NA	6.03E-02	-0.3772771
IQCH-AS1	6.03E-02	0.3646786
OGN	6.03E-02	0.7896653
NA	6.03E-02	-0.1965266
LRRC43	6.03E-02	0.2885024
NA	6.03E-02	-0.438225
ATP1B3	6.03E-02	-0.1693753
CD19	6.04E-02	0.3485104
NA	6.04E-02	0.5114069
NA	6.04E-02	-0.2794029
PDGFRA	6.04E-02	-0.5565071
POMP	6.05E-02	0.1300623
SNED1	6.05E-02	0.2910309
BAIAP2	6.05E-02	0.3838249
GRIK2	6.06E-02	0.5173681
KATNAL2	6.06E-02	-0.4074134
LOC101927237	6.06E-02	-0.5292381
SLC5A9	6.06E-02	-0.4377707
WDFY3-AS2	6.06E-02	0.3463464
TRD	6.06E-02	-0.2215622
NA	6.06E-02	-0.2151814
R3HCC1L	6.06E-02	0.1805755
TMEM134	6.07E-02	-0.1964534
NA	6.07E-02	-0.5400034
NA	6.07E-02	0.679716
HR44	6.07E-02	0.2687098
C8orf88	6.07E-02	-0.2024742
ATP1A4	6.07E-02	-0.1983758
ODF1	6.07E-02	0.2191018
PRKCE	6.07E-02	-0.471934
LOC339260	6.07E-02	0.5819427
NA	6.07E-02	0.4463171
ELMO2	6.07E-02	-0.2228409
CTTNBP2NL	6.08E-02	-0.4338852
NA	6.08E-02	-0.5290196
TTC9C	6.08E-02	-0.1952573
IL33	6.08E-02	-0.4995987
PLA2G16	6.08E-02	0.2116081
KAZN	6.08E-02	0.3146307
ARRDC3-AS1	6.08E-02	-0.136546
SLC38A1	6.08E-02	0.2776459
NDUFB10	6.08E-02	0.1986254
TNFSF13	6.09E-02	-0.459659
NA	6.09E-02	-0.2257681
OFCC1	6.09E-02	-0.4147118
DDX24	6.09E-02	0.3477162
TIGD4	6.09E-02	-0.3221046
JDP2	6.09E-02	0.1810491
LINC00944	6.09E-02	-0.251772
NA	6.09E-02	-0.5766376
PTCHD2	6.09E-02	-0.1868971
NA	6.10E-02	0.1329347
ADRA1A	6.10E-02	0.326443
EYA3	6.10E-02	-0.1156307
CDC42SE2	6.10E-02	0.439535
CITED1	6.10E-02	-0.7153669
FBN1	6.10E-02	-0.3226419
USP8	6.10E-02	-0.1502138
PTCHD4	6.10E-02	-0.3743773
GUCA1B	6.11E-02	-0.3695711
LOC100506798	6.11E-02	0.667072
CCDC36	6.11E-02	-0.1931298
LOC100287598	6.11E-02	0.3034209
NA	6.11E-02	0.454787
COL14A1	6.12E-02	-0.3689963
NA	6.12E-02	0.4300383
KCNF1	6.13E-02	0.421377
NA	6.13E-02	-0.4497595
LOC101927305	6.13E-02	-0.5264622
WTAP	6.13E-02	0.3421395
LINC01395	6.13E-02	-0.4533084
NA	6.13E-02	-0.3081931
LILRA5	6.14E-02	-0.3130487
LINC00619	6.14E-02	0.6660209
CYR61	6.14E-02	-0.5759005
MAP2K6	6.14E-02	-0.1955895
MBP	6.14E-02	-0.2435529
NA	6.14E-02	0.3988971
MAP4	6.14E-02	-0.2378403
OPN5	6.14E-02	-0.1675217
SAMD14	6.14E-02	-0.233485
NA	6.15E-02	-0.301392
ANXA6	6.15E-02	0.2083902
NA	6.15E-02	-0.4902848
DNAJC5G	6.15E-02	0.2352662
NA	6.15E-02	-0.2154762
PPP1R9B	6.15E-02	0.2822333
SCGB2A1	6.15E-02	-0.6146558
NA	6.15E-02	-0.4385768
REEP3	6.16E-02	-0.3017737
PCNT	6.16E-02	-0.4613706
NA	6.16E-02	-0.3151524
PABPC1	6.16E-02	-0.4913748
GATA4	6.16E-02	-0.5203823
VNN2	6.16E-02	-0.523149
NA	6.16E-02	-0.4536592
TMEM117	6.17E-02	0.4560919
NA	6.17E-02	0.2265991
LOC400568	6.17E-02	0.4051327
SEZ6L	6.18E-02	0.4698179
MIR4500HG	6.18E-02	0.4464142
NA	6.18E-02	-0.2429981
NA	6.18E-02	-0.271777
UBAP2L	6.18E-02	0.1310283
ADAMTSL3	6.18E-02	-0.2517772
HDC	6.18E-02	-0.2456407
LINC00242	6.18E-02	-0.451263
NA	6.18E-02	0.5996895
BTG2	6.18E-02	-0.259661
CDH6	6.18E-02	-0.3711598
SLC8A1	6.18E-02	-0.6688341
INO80B	6.18E-02	0.1652128
FARSA	6.18E-02	0.1471174
TXLNA	6.19E-02	-0.3480825
CDH24	6.19E-02	0.1624333
SYVN1	6.19E-02	-0.1224447
RAD51D	6.19E-02	-0.166595
INO80B	6.19E-02	-0.2042223
KIN	6.19E-02	0.2245729
ERO1L	6.19E-02	0.4191091
NA	6.19E-02	-0.4714087
MLH3	6.19E-02	0.1980997
PAQR4	6.20E-02	0.3227045
NA	6.20E-02	-0.1510347
DUX4L2	6.20E-02	0.389704
ZNF713	6.20E-02	-0.3940505
EGFR	6.21E-02	-0.2110402
STX4	6.21E-02	-0.280617
C9orf72	6.21E-02	0.3220194
NA	6.21E-02	-0.4172391
STK35	6.21E-02	0.1289654
ZBTB46	6.22E-02	0.2938156
GPAA1	6.22E-02	-0.1877298
NA	6.22E-02	0.3761902
FUT8-AS1	6.22E-02	0.2496925
NA	6.22E-02	0.5158873
LOC101928314	6.22E-02	-0.5182378
ITPK1	6.22E-02	0.2088724
NA	6.22E-02	-0.4039219
NA	6.22E-02	-0.2269561
NA	6.23E-02	-0.2470728
ZNF441	6.23E-02	0.2231077
MKX	6.23E-02	-0.2215715
FLJ42351	6.23E-02	0.1417727
ZBED9	6.23E-02	0.2655538
NA	6.23E-02	-0.2761193
RPARP-AS1	6.23E-02	0.6207642
NA	6.23E-02	-0.1191117
NA	6.24E-02	-0.2976243
VSIG10L	6.24E-02	0.3876883
KRTAP2-3	6.24E-02	-0.4138456
AP1S3	6.25E-02	0.4590933
PSMD12	6.25E-02	-0.1585928
NA	6.25E-02	0.1951772
SFT2D1	6.25E-02	-0.3345526
LINC00900	6.25E-02	0.2274714
PGR	6.25E-02	0.3594779
DCAF7	6.26E-02	-0.2123054
BIN2	6.26E-02	-0.4907769
CHMP1A	6.26E-02	-0.1608388
FAM66D	6.26E-02	-0.3027118
CDADC1	6.26E-02	0.2180292
2-Sep	6.26E-02	-0.1729366
NA	6.27E-02	-0.3084355
DICER1	6.27E-02	0.3352267
NA	6.27E-02	-0.3679098
C17orf98	6.27E-02	0.4482349
NA	6.27E-02	-0.5132934
SNTB2	6.27E-02	0.2182296
RARRES2	6.27E-02	-0.6546212
PTGFR	6.27E-02	-0.3598307
PXN-AS1	6.28E-02	0.5264674
ACVR1B	6.28E-02	-0.3976703
NCOA2	6.28E-02	-0.2249717
KLHL11	6.28E-02	0.4631401
PIKFYVE	6.28E-02	0.1512913
GSE1	6.28E-02	-0.200121
IQCH	6.28E-02	-0.409037
LINC00621	6.28E-02	0.15036
AP5M1	6.28E-02	0.1285738
ECHDC2	6.28E-02	-0.3991417
LRRC4B	6.28E-02	0.410178
FLJ31356	6.28E-02	-0.4890632
FOSL1	6.29E-02	-0.577782
PPP3CC	6.29E-02	-0.1730956
PIGL	6.29E-02	-0.1548297
LOC101929681	6.29E-02	-0.1813646
MAPKBP1	6.29E-02	0.2438861
NA	6.29E-02	-0.1364901
NA	6.29E-02	0.1738896
DALRD3	6.30E-02	-0.1618846
NA	6.30E-02	-0.5417361
COX15	6.30E-02	0.1559215
ASTN2	6.30E-02	-0.4855706
LOC100506797	6.30E-02	-0.2279708
NA	6.30E-02	0.4526255
NFKBIE	6.30E-02	-0.1760747
PLSCR2	6.31E-02	-0.3871281
CASP9	6.31E-02	-0.1921958
SAMD1	6.31E-02	-0.2191742
NA	6.31E-02	0.1700144
C12orf56	6.31E-02	0.3657357
LOC103611081	6.31E-02	0.3018705
UTP14A	6.31E-02	-0.4216255
NA	6.32E-02	-0.1866169
HORMAD2	6.32E-02	0.2905658
NA	6.32E-02	-0.2091388
PKNOX1	6.32E-02	-0.4098143
KLF13	6.32E-02	-0.3061192
NA	6.32E-02	-0.4368227
UCN	6.32E-02	-0.4624306
NA	6.33E-02	-0.218344
ZKSCAN2	6.33E-02	0.1771886
HLA-DQA1	6.33E-02	-0.6947085
NA	6.33E-02	-0.1862973
HAAO	6.33E-02	0.3778413
NA	6.33E-02	0.4106195
CCR7	6.33E-02	-0.328175
GCSAML	6.33E-02	-0.5234949
CYP4V2	6.33E-02	0.1962116
LINC01449	6.33E-02	-0.3794213
GPAA1	6.33E-02	-0.1864764
BICC1	6.33E-02	-0.3829422
NR5A2	6.33E-02	-0.2206588
NA	6.34E-02	-0.4279609
DGKA	6.34E-02	0.1675353
NA	6.34E-02	-0.4184679
OR1C1	6.34E-02	0.3431579
ZNF365	6.34E-02	0.2978664
LOC441178	6.34E-02	0.3011876
LOC100287005	6.34E-02	-0.4005678
NA	6.34E-02	-0.233632
ADNP2	6.35E-02	-0.1476424
NR0B1	6.35E-02	0.6357699
NA	6.35E-02	0.1857476
ZHX1	6.35E-02	-0.1880555
OR10J1	6.36E-02	0.3366088
SPSB1	6.36E-02	-0.2986034
TGM2	6.36E-02	-0.2684056
PI4KB	6.36E-02	-0.1060344
NA	6.36E-02	0.3209525
ACTR3BP2	6.36E-02	0.2190139
BRD4	6.36E-02	0.3614072
RORB	6.36E-02	0.6771701
WFIKKN1	6.36E-02	0.3634745
SULT1E1	6.37E-02	-0.3460125
DMWD	6.37E-02	-0.2452193
NA	6.37E-02	-0.2929914
CD247	6.37E-02	-0.3666075
RAB2A	6.37E-02	-0.1249357
LBP	6.37E-02	-0.3480743
CNOT2	6.37E-02	-0.3728029
NA	6.37E-02	0.3097218
RNF32	6.37E-02	0.5955106
CES2	6.37E-02	0.1598865
PIK3CD	6.38E-02	0.3205911
ANKRD40	6.38E-02	0.252452
LOC100288412	6.38E-02	-0.1829822
NA	6.38E-02	-0.538363
AP1S3	6.38E-02	-0.7011036
EMC8	6.39E-02	0.2492844
NA	6.39E-02	0.4403784
PWP2	6.39E-02	0.1803935
NA	6.40E-02	0.4211916
DEFB124	6.40E-02	-0.3912673
WASIR2	6.40E-02	0.3452946
PRKCA	6.40E-02	-0.4560722
LEPR	6.40E-02	-0.2128039
DNAJC14	6.40E-02	-0.2953712
NA	6.40E-02	-0.5075813
NEK11	6.40E-02	-0.229987
NA	6.40E-02	-0.3258169
SERPINB2	6.41E-02	0.5091008
NA	6.41E-02	-0.2596592
SIGLEC15	6.41E-02	-0.1936392
ZNF511	6.41E-02	0.1329817
TGIF2LY	6.41E-02	-0.2007639
NFIA-AS2	6.41E-02	-0.5066028
VAPA	6.41E-02	0.1052245
SLAMF7	6.42E-02	-0.3708363
BAI1	6.42E-02	0.4344025
NA	6.42E-02	-0.170102
SCD	6.42E-02	0.6028644
RIOK2	6.42E-02	0.1676379
SFN	6.42E-02	-0.1554692
NA	6.42E-02	0.2411073
EFHC2	6.42E-02	-0.3879775
RNF165	6.42E-02	0.5360521
DEPDC7	6.42E-02	0.3070088
NA	6.42E-02	-0.2236978
NA	6.43E-02	-0.4866247
CEP63	6.43E-02	-0.1919074
SLC26A6	6.43E-02	-0.2272904
ABHD5	6.43E-02	-0.207706
LOC338694	6.43E-02	-0.3095601
LINC00960	6.43E-02	-0.8152904
NA	6.43E-02	-0.474176
LETM2	6.43E-02	0.2224418
NA	6.43E-02	0.2590379
TMEM163	6.44E-02	0.4445989
PHAX	6.44E-02	-0.1129436
IL31RA	6.44E-02	-0.6321505
NA	6.44E-02	-0.5623398
NA	6.44E-02	0.1240987
MIRLET7BHG	6.44E-02	-0.270385
COX2	6.44E-02	-0.1495062
ALS2CR12	6.44E-02	-0.4402419
TNFAIP8L2	6.45E-02	-0.190037
CNTROB	6.45E-02	-0.1409911
NA	6.45E-02	-0.5057819
CLDN20	6.45E-02	0.2111301
LOC101929450	6.45E-02	-0.4604157
NA	6.45E-02	0.2356251
TXNL4B	6.45E-02	-0.1272063
CAPN15	6.45E-02	-0.1988433
ADAD1	6.45E-02	-0.1683053
LOC100507513	6.45E-02	-0.3005837
CMBL	6.46E-02	-0.2300463
EFCAB1	6.46E-02	0.5450936
GRIN3A	6.46E-02	0.3149866
CHP1	6.46E-02	0.4357803
NA	6.46E-02	-0.4928012
SFI1	6.46E-02	-0.278014
CSH2	6.46E-02	-0.161625
ACE	6.46E-02	-0.5886098
GBAP1	6.46E-02	-0.4693452
NA	6.46E-02	-0.5137486
ARL5B	6.46E-02	-0.2956591
CSNK1G1	6.46E-02	-0.1622534
TSEN15	6.46E-02	-0.3993605
SSH1	6.47E-02	-0.268203
CCDC106	6.47E-02	0.1908104
NA	6.47E-02	-0.3064439
KCNQ1OT1	6.47E-02	0.4944747
NA	6.47E-02	0.4392918
RAB34	6.47E-02	-0.5896126
LINC00555	6.47E-02	0.3472514
CASS4	6.47E-02	-0.2355283
THSD4	6.47E-02	0.3986381
MED23	6.47E-02	-0.1930196
BCL6B	6.48E-02	-0.2481602
TTLL10	6.48E-02	-0.1744019
VPS29	6.48E-02	0.1399828
POLR2M	6.48E-02	0.5602488
NA	6.48E-02	0.7155816
NA	6.48E-02	0.2053166
NA	6.48E-02	-0.2515148
NA	6.49E-02	0.468809
ZNF467	6.49E-02	0.1837251
INPP4A	6.49E-02	0.4799992
RNF5	6.49E-02	-0.3839427
ANAPC2	6.49E-02	-0.1590855
NA	6.49E-02	-0.1671759
LINC00466	6.49E-02	-0.2480686
NA	6.49E-02	-0.3731074
NA	6.49E-02	-0.3328543
MS4A1	6.49E-02	-0.2481032
SIVA1	6.50E-02	-0.3779959
LOC100289610	6.50E-02	-0.38914
NA	6.50E-02	-0.3978108
NA	6.50E-02	-0.4686372
NA	6.50E-02	-0.3860308
ITGBL1	6.50E-02	0.4812508
