#Gene	P.Value	logFC
ACSL3	2.09E-01	-0.1241864
SPON1	2.09E-01	-0.0917541
NCSTN	2.09E-01	0.1126808
ABCA6	2.09E-01	0.0918507
9-Mar	2.09E-01	0.0803456
CAMK4	2.09E-01	0.0801184
KIAA1143	2.09E-01	-0.085177
NA	2.09E-01	0.0658847
TADA1	2.09E-01	0.0417141
GCSAML	2.10E-01	0.0695889
PPIL4	2.10E-01	0.0605051
C19orf25	2.10E-01	-0.0551762
NA	2.10E-01	-0.0817966
NA	2.10E-01	-0.0681241
ZNF280B	2.10E-01	-0.066882
CORO6	2.10E-01	0.0640341
PLAGL2	2.10E-01	-0.0915199
DCAF10	2.10E-01	-0.078449
BRI3	2.10E-01	0.0621887
TPTE	2.10E-01	0.0557188
CETP	2.10E-01	-0.0579175
TMEM161B	2.10E-01	0.0732837
FBXO34	2.10E-01	0.0654258
CLGN	2.10E-01	-0.0668571
KCNS2	2.10E-01	-0.055777
TTC21B	2.10E-01	-0.0923767
NA	2.10E-01	-0.0541536
TRIM28	2.10E-01	-0.0531826
STX1A	2.10E-01	0.0849828
SLC38A4	2.10E-01	0.0676737
SFTA2	2.10E-01	0.0787521
ZIC4	2.10E-01	-0.0871142
CLSTN3	2.10E-01	0.0538156
NA	2.10E-01	0.0793013
NA	2.11E-01	0.0683179
ZNF81	2.11E-01	-0.106943
STRC	2.11E-01	0.1169714
MS4A7	2.11E-01	0.1146822
HNRNPF	2.11E-01	0.0667437
NA	2.11E-01	0.0667736
FAM133A	2.11E-01	-0.0853244
NIP7	2.11E-01	0.0861864
JPH1	2.11E-01	0.0828296
FOXA1	2.11E-01	-0.1679709
PRLR	2.11E-01	0.0826105
SCAPER	2.11E-01	-0.0772999
SMEK2	2.11E-01	0.0797797
SLC6A3	2.11E-01	-0.059413
AKR1C1	2.11E-01	0.0755152
ZNF75D	2.11E-01	0.0512812
NA	2.11E-01	0.0490191
NA	2.11E-01	-0.0837948
NA	2.11E-01	-0.0686038
DOCK8	2.11E-01	0.0996834
NA	2.11E-01	0.0687626
GLMN	2.11E-01	-0.0572685
NA	2.11E-01	-0.0885314
NA	2.11E-01	-0.051564
MACROD2	2.11E-01	0.0653197
GRAMD2	2.12E-01	-0.0751075
NA	2.12E-01	-0.0860682
PCSK6	2.12E-01	0.0700889
SLC6A19	2.12E-01	0.0769613
NINJ2	2.12E-01	0.0796446
ERMARD	2.12E-01	-0.0834712
KIAA1429	2.12E-01	-0.1098488
CNIH4	2.12E-01	-0.1231296
DDAH1	2.12E-01	0.070788
BCL2L1	2.12E-01	0.059042
RQCD1	2.12E-01	-0.0844727
ANKS3	2.12E-01	0.0630624
NA	2.12E-01	0.0548997
ATXN7L1	2.12E-01	0.0661242
PLSCR1	2.12E-01	-0.075541
TBATA	2.12E-01	0.0627124
CHUK	2.12E-01	-0.0733379
CRB1	2.12E-01	-0.0785561
ATXN2	2.12E-01	-0.0748037
PACSIN2	2.12E-01	-0.0675143
FKRP	2.12E-01	-0.1024659
TOMM20L	2.12E-01	0.1413914
ZNF420	2.12E-01	0.0438968
NA	2.12E-01	0.0621297
ZSWIM6	2.12E-01	-0.0940272
ONECUT1	2.12E-01	0.0678565
PBX2	2.12E-01	0.0627628
NA	2.12E-01	-0.0738987
CTU1	2.12E-01	-0.1114611
IPCEF1	2.12E-01	0.0723213
STAT5B	2.12E-01	0.0511197
ATP2B2	2.12E-01	0.0658939
RAI14	2.12E-01	0.0648598
NA	2.12E-01	0.0490677
C9orf171	2.12E-01	0.0785734
CHST2	2.13E-01	0.0610979
ELMSAN1	2.13E-01	-0.0950412
FSTL5	2.13E-01	0.0942067
RPS6KL1	2.13E-01	0.0618649
DCHS1	2.13E-01	-0.0721358
TEP1	2.13E-01	0.0734642
C12orf5	2.13E-01	-0.0609311
LOC102467224	2.13E-01	0.0924114
NA	2.13E-01	0.0675414
STX17	2.13E-01	0.0775152
LEMD2	2.13E-01	-0.0811417
ATL2	2.13E-01	0.0962363
FBXO5	2.13E-01	0.0806725
FOXK2	2.13E-01	0.0607514
NGB	2.13E-01	0.0729748
SLC18A2	2.13E-01	-0.0931368
FHDC1	2.13E-01	-0.1107861
NA	2.13E-01	-0.1171036
RTN4IP1	2.13E-01	0.0520993
NA	2.13E-01	0.0521027
RPL13A	2.13E-01	-0.1032908
NA	2.13E-01	0.0695804
ZNF639	2.13E-01	-0.1312149
NA	2.14E-01	0.0635207
NA	2.14E-01	-0.0532793
MCC	2.14E-01	-0.0831833
WDR86	2.14E-01	-0.0658106
CFAP58	2.14E-01	-0.0734197
AARS2	2.14E-01	-0.0634513
MAPKAP1	2.14E-01	0.0581619
NA	2.14E-01	0.0956279
CCDC71	2.14E-01	0.0896391
NA	2.14E-01	-0.0776756
NA	2.14E-01	0.0497726
GNPTG	2.14E-01	0.0746339
LYST	2.14E-01	-0.1963395
NA	2.14E-01	-0.0840227
NA	2.14E-01	0.0842603
HIST1H1B	2.14E-01	0.0735202
ARPP21	2.14E-01	0.0641024
GSAP	2.14E-01	0.0481491
SLC14A2	2.14E-01	-0.0831785
SMARCB1	2.14E-01	-0.0805724
KIDINS220	2.14E-01	0.0573951
KIAA0319	2.14E-01	0.0660174
KIAA1715	2.14E-01	0.0739742
RUNDC1	2.14E-01	0.0749825
DCAF4	2.14E-01	0.0448724
KCNV2	2.14E-01	0.0958751
NA	2.15E-01	-0.0610059
ZNF341	2.15E-01	0.0557619
ZNF286A	2.15E-01	-0.0567808
NA	2.15E-01	0.0521252
NA	2.15E-01	-0.0817827
PDS5B	2.15E-01	0.078659
PI4KA	2.15E-01	-0.0538998
SLC2A13	2.15E-01	0.0686446
THUMPD1	2.15E-01	-0.0727341
HERC5	2.15E-01	-0.0678288
LOC644794	2.15E-01	0.0720815
NA	2.15E-01	0.0740624
NA	2.15E-01	-0.0640091
SLCO4C1	2.15E-01	0.080275
FGF12	2.15E-01	0.0777234
NA	2.15E-01	-0.0721969
ACTN3	2.15E-01	-0.0853893
NA	2.15E-01	0.0722796
CCDC138	2.15E-01	0.0653755
NA	2.15E-01	0.0667191
SRPX2	2.16E-01	-0.0945336
LINC00888	2.16E-01	-0.0602961
KRT4	2.16E-01	0.0679586
SGMS1	2.16E-01	0.0627661
NA	2.16E-01	0.0525966
RAB12	2.16E-01	0.0700141
IRX2	2.16E-01	-0.0547156
NA	2.16E-01	0.0686118
PANK4	2.16E-01	-0.075516
RPL10A	2.16E-01	-0.1160509
MBNL1	2.16E-01	-0.0902702
OMD	2.16E-01	0.0669237
SP100	2.16E-01	0.0657791
TLR8	2.16E-01	0.0573583
NA	2.16E-01	-0.0935913
KALRN	2.16E-01	0.0562247
HKDC1	2.16E-01	0.1007308
ATP2B3	2.16E-01	0.0613947
NA	2.16E-01	-0.0971893
C17orf49	2.16E-01	0.0672395
NA	2.16E-01	0.0945557
BRD8	2.17E-01	0.0651342
NA	2.17E-01	-0.0829451
LOC102659288	2.17E-01	-0.066929
CASR	2.17E-01	0.0649886
NA	2.17E-01	-0.0649184
NA	2.17E-01	0.0612241
STX8	2.17E-01	0.0796899
SMIM19	2.17E-01	0.0498598
PIGB	2.17E-01	-0.0598857
SYNJ1	2.17E-01	0.0525562
SYNM	2.17E-01	0.0673732
ZNF419	2.17E-01	-0.0836313
ZNF232	2.17E-01	0.0698994
NA	2.17E-01	0.0733949
CCDC18	2.17E-01	0.0615699
ST8SIA4	2.17E-01	0.0620176
NA	2.17E-01	0.07262
SPRR1A	2.17E-01	0.0644394
ZNF286A	2.17E-01	0.0583405
N4BP2L2	2.17E-01	0.0676855
DOK2	2.17E-01	0.0630683
NA	2.17E-01	-0.0936172
CSNK1E	2.17E-01	-0.0718098
CARM1	2.17E-01	0.0612345
CA13	2.17E-01	-0.0694199
C19orf18	2.17E-01	-0.0904944
NA	2.18E-01	-0.1662299
NA	2.18E-01	-0.0554646
LIN7B	2.18E-01	-0.0739769
HNRNPU	2.18E-01	-0.081235
DDX54	2.18E-01	-0.0778801
CAMLG	2.18E-01	0.0631422
NA	2.18E-01	0.0679307
STOX2	2.18E-01	-0.0802788
HSD17B4	2.18E-01	0.0729851
NA	2.18E-01	0.0894862
HSF1	2.18E-01	-0.0633875
SLCO5A1	2.18E-01	-0.0982635
NA	2.18E-01	-0.0547562
CADPS	2.18E-01	-0.061336
UBXN7	2.18E-01	0.0573728
NA	2.18E-01	0.061232
NA	2.18E-01	0.0656572
SEC16A	2.18E-01	-0.0657296
NA	2.18E-01	0.0645144
ZNF341-AS1	2.18E-01	0.0574408
CUX2	2.18E-01	-0.0578724
NA	2.18E-01	0.1041003
AGAP1	2.18E-01	-0.0734202
RNFT2	2.18E-01	0.0579371
TXNDC8	2.18E-01	0.0556366
NA	2.18E-01	0.0597384
PGRMC1	2.18E-01	0.0581601
TNKS	2.19E-01	0.052109
LOC100506834	2.19E-01	0.0709093
NA	2.19E-01	0.0813002
NA	2.19E-01	0.0495438
NA	2.19E-01	-0.1072114
EPPIN	2.19E-01	0.0593343
ABCC6	2.19E-01	0.0601364
NA	2.19E-01	0.0567066
NA	2.19E-01	-0.0728052
NPAS3	2.19E-01	-0.0466449
TMEM132C	2.19E-01	0.0584955
LRRCC1	2.19E-01	0.0595652
NA	2.19E-01	0.0480352
FGD5	2.19E-01	-0.084959
NA	2.19E-01	-0.0732387
RYR2	2.19E-01	0.0461414
TNP2	2.19E-01	0.0633382
ZNF827	2.19E-01	-0.0667366
NA	2.19E-01	0.0518677
GAD1	2.19E-01	0.0684121
ZDHHC16	2.19E-01	0.0655105
SMPD3	2.20E-01	0.074053
C19orf24	2.20E-01	0.0667867
TMEM106B	2.20E-01	0.0696052
TYMSOS	2.20E-01	0.1137738
REG4	2.20E-01	-0.0858005
SORBS1	2.20E-01	0.0766531
CLASP2	2.20E-01	-0.0800871
ABCB8	2.20E-01	0.0692678
DEPDC1B	2.20E-01	0.1777823
NA	2.20E-01	0.0479167
NA	2.20E-01	0.0801625
DLX2	2.20E-01	0.0863246
NA	2.20E-01	0.0571998
NA	2.20E-01	-0.0847156
RAD54L	2.20E-01	0.0591387
NA	2.20E-01	0.0570275
TTBK1	2.20E-01	0.0824049
LOC100287846	2.20E-01	0.0634572
NA	2.20E-01	-0.062121
NA	2.20E-01	0.0517156
CBX2	2.20E-01	0.051507
KATNB1	2.20E-01	0.0540758
TRAPPC9	2.21E-01	0.0490715
NA	2.21E-01	0.0877595
NA	2.21E-01	0.0632767
NA	2.21E-01	-0.0578218
MEX3D	2.21E-01	0.0609484
NA	2.21E-01	0.0812418
CDKN3	2.21E-01	0.1772907
CYP4Z1	2.21E-01	-0.0629196
NA	2.21E-01	-0.0544315
ZNF416	2.21E-01	0.0534723
NA	2.21E-01	0.0650072
FRMD4B	2.21E-01	0.0526897
SLC17A3	2.21E-01	0.0574842
MTHFD1	2.21E-01	-0.0469254
WNK4	2.21E-01	0.0605278
GFOD2	2.21E-01	-0.0667206
CSAD	2.21E-01	-0.0999308
SAP130	2.21E-01	-0.0944227
LRRFIP2	2.21E-01	-0.0691609
PCF11	2.21E-01	-0.0921502
NA	2.21E-01	-0.0947173
NA	2.21E-01	0.0728736
C12orf56	2.21E-01	-0.080456
PLAC4	2.21E-01	0.0857514
C10orf90	2.22E-01	-0.0648057
FANCC	2.22E-01	-0.0854931
SH3PXD2B	2.22E-01	0.1073175
NA	2.22E-01	0.0516708
WIF1	2.22E-01	0.0653004
NA	2.22E-01	0.0612435
DYSF	2.22E-01	-0.0732658
PON2	2.22E-01	-0.0746194
RAD51B	2.22E-01	-0.0685886
NA	2.22E-01	0.0529547
NA	2.22E-01	-0.0531273
ZNF678	2.22E-01	0.0664398
RERE	2.22E-01	-0.0685926
NA	2.22E-01	0.0617662
NA	2.22E-01	0.0800975
SORL1	2.22E-01	-0.0860197
PACRG	2.22E-01	0.0566941
NA	2.22E-01	0.0674728
GATA2-AS1	2.23E-01	0.0568387
RILPL1	2.23E-01	-0.058172
NUDT2	2.23E-01	0.0914961
NA	2.23E-01	-0.053484
TWSG1	2.23E-01	-0.0865235
NA	2.23E-01	-0.0618811
NA	2.23E-01	0.068759
RWDD2A	2.23E-01	-0.0626557
ARPC1A	2.23E-01	0.1271893
MTMR6	2.23E-01	0.0551193
OSBPL10	2.23E-01	0.0597871
FAM120B	2.23E-01	-0.0535249
SYNE2	2.23E-01	0.0508121
SEMA6A	2.23E-01	0.0869495
NA	2.23E-01	-0.0641465
RFC3	2.23E-01	0.0590005
NA	2.23E-01	0.0530033
NA	2.23E-01	-0.063468
KLF15	2.23E-01	-0.0585597
G2E3	2.24E-01	0.0595797
GPR68	2.24E-01	-0.0815989
EXOC3L2	2.24E-01	0.0631157
RPUSD2	2.24E-01	-0.049682
CDC14B	2.24E-01	0.0550576
FOXP2	2.24E-01	0.0872951
NA	2.24E-01	-0.0624792
CSMD2	2.24E-01	0.0852477
CXCL12	2.24E-01	-0.1527329
TSACC	2.24E-01	0.0636316
RAB35	2.24E-01	-0.0840459
NA	2.24E-01	0.0633467
CD244	2.24E-01	0.0490515
NA	2.24E-01	0.0883812
ZBTB39	2.24E-01	0.0769692
NA	2.24E-01	-0.0698877
NA	2.24E-01	-0.0800045
TIPIN	2.24E-01	0.0628398
NA	2.24E-01	0.0675383
NA	2.24E-01	-0.0553492
CHRM2	2.24E-01	-0.1247388
RPS7	2.24E-01	-0.1749371
GNG2	2.24E-01	-0.0770989
GULP1	2.24E-01	0.0716649
CLIC5	2.24E-01	-0.0595602
HNRNPH3	2.24E-01	-0.0584421
HLA-DQA1	2.24E-01	-0.1734894
CPNE5	2.24E-01	0.0629587
BST2	2.25E-01	0.0691786
NA	2.25E-01	-0.0835687
LRP1B	2.25E-01	0.0646917
KIF11	2.25E-01	0.0655053
NA	2.25E-01	-0.0732701
AJAP1	2.25E-01	-0.0706447
ZNF497	2.25E-01	-0.0511099
ECHDC1	2.25E-01	0.0624211
NA	2.25E-01	0.0870017
TPD52L1	2.25E-01	0.079565
HDAC4	2.25E-01	0.0634088
HNF1A-AS1	2.25E-01	0.0570524
NA	2.25E-01	0.054461
GOLGA2P10	2.25E-01	0.1266136
AKAP6	2.25E-01	-0.0769804
ECHDC2	2.25E-01	-0.0647579
FAM219A	2.25E-01	-0.0565594
GUSB	2.25E-01	-0.1278531
SP3	2.25E-01	0.0550137
NA	2.25E-01	0.0676287
SH2D1A	2.25E-01	0.0746815
CD1D	2.25E-01	0.0861483
NA	2.25E-01	-0.0973583
TRIM69	2.25E-01	0.0601748
EGR1	2.26E-01	0.1127917
GCA	2.26E-01	0.0546729
DDX20	2.26E-01	-0.0819041
TMEM150C	2.26E-01	-0.0842866
NA	2.26E-01	0.0467808
ZNF451	2.26E-01	0.0798128
PVRL1	2.26E-01	0.1131583
RAB30	2.26E-01	0.1109873
ADCY9	2.26E-01	-0.0789578
DEFB106A	2.26E-01	0.0492982
NA	2.26E-01	-0.0649368
NA	2.26E-01	-0.1038504
BRINP3	2.26E-01	0.0625754
HBS1L	2.26E-01	-0.0607854
NA	2.26E-01	-0.0763544
STAG1	2.26E-01	-0.0892928
CRTAM	2.26E-01	0.0642607
NA	2.26E-01	-0.0679143
C12orf65	2.26E-01	0.0690505
PHRF1	2.26E-01	0.0572884
TDG	2.26E-01	0.1034436
STAB2	2.26E-01	0.0588472
CNGB3	2.26E-01	0.0563095
RCN2	2.26E-01	-0.0572289
NA	2.26E-01	0.0682328
GCM1	2.26E-01	-0.0602422
EHF	2.26E-01	-0.0879638
NA	2.26E-01	0.0991348
NA	2.26E-01	-0.1161594
NA	2.26E-01	-0.089812
MSI2	2.26E-01	0.067267
NA	2.26E-01	0.0547398
NA	2.26E-01	0.0995997
NACC1	2.26E-01	-0.0715771
NA	2.26E-01	0.0584491
XRN1	2.26E-01	-0.0849856
NUDT13	2.27E-01	-0.0723406
STRC	2.27E-01	0.0757099
NA	2.27E-01	0.0590326
ACSM2B	2.27E-01	-0.0656693
NA	2.27E-01	-0.0747569
TBL1XR1	2.27E-01	0.0715597
GALNT12	2.27E-01	-0.0672672
TMEM141	2.27E-01	0.0645436
KDM4C	2.27E-01	0.0635606
SLC26A6	2.27E-01	-0.119983
MAK	2.27E-01	0.0575994
MAGIX	2.27E-01	-0.0532688
ALPL	2.27E-01	0.0684078
ECI1	2.27E-01	0.0746069
DRP2	2.27E-01	0.0559594
LOC100132735	2.27E-01	-0.0531273
USP2	2.27E-01	0.0662989
NA	2.27E-01	0.0590004
RHOH	2.27E-01	0.0800235
EYA3	2.27E-01	-0.0864679
C6orf106	2.27E-01	-0.0756316
NA	2.27E-01	-0.1189145
NA	2.27E-01	0.0629026
PPP2R5E	2.27E-01	0.0503306
SGK3	2.27E-01	-0.0681012
NA	2.27E-01	0.0673546
IFNGR1	2.27E-01	-0.0549376
C11orf53	2.28E-01	0.0500576
SULT1A1	2.28E-01	0.0672212
TGFB1I1	2.28E-01	0.0862183
GPR19	2.28E-01	0.054426
HBA2	2.28E-01	-0.0621508
NA	2.28E-01	-0.0729477
ZNF219	2.28E-01	-0.1047989
ETV6	2.28E-01	0.0585573
NA	2.28E-01	0.0579835
SKAP2	2.28E-01	0.1489665
NA	2.28E-01	-0.0715326
TRMT10A	2.28E-01	-0.1075441
CFC1B	2.28E-01	-0.0758179
MAD1L1	2.28E-01	0.0911262
NA	2.28E-01	0.0743842
NA	2.28E-01	0.3287696
GRM8	2.28E-01	-0.0700303
NA	2.28E-01	0.0507908
C6orf211	2.28E-01	0.0680053
KCND2	2.28E-01	0.0769805
NA	2.28E-01	0.0583355
KRCC1	2.28E-01	0.0774051
NA	2.28E-01	-0.0877004
IMMP1L	2.28E-01	0.0775036
NA	2.28E-01	0.0744036
NA	2.28E-01	-0.1008244
NA	2.28E-01	-0.0692163
NA	2.28E-01	0.0510279
TBL1XR1	2.29E-01	0.0665165
ITPR1	2.29E-01	0.0609571
TYRP1	2.29E-01	-0.1056523
NA	2.29E-01	0.0934929
COX17	2.29E-01	-0.0696119
ADAMTS19	2.29E-01	0.0936108
ADH1B	2.29E-01	-0.0592962
NA	2.29E-01	0.0566752
NA	2.29E-01	0.1027906
VWA8	2.29E-01	0.0550038
SLC22A1	2.29E-01	-0.0555482
C14orf182	2.29E-01	0.0565506
CDK1	2.29E-01	-0.0638948
PTGDR2	2.29E-01	-0.068425
NA	2.29E-01	0.0829766
HAS3	2.29E-01	0.0450372
CDK5RAP2	2.29E-01	0.0647492
NA	2.29E-01	0.0737718
C3orf67	2.29E-01	0.058763
UNG	2.29E-01	-0.0650566
ABCD3	2.29E-01	0.0521284
IGF2BP2	2.29E-01	0.077344
AP5M1	2.29E-01	-0.0741517
PCDH12	2.30E-01	-0.0692403
CHURC1	2.30E-01	-0.1813699
NA	2.30E-01	0.1076335
MED13L	2.30E-01	-0.096535
EML4	2.30E-01	0.0908866
BIRC5	2.30E-01	0.0833584
SEC23IP	2.30E-01	-0.0589134
LMO2	2.30E-01	-0.0738314
UBE2K	2.30E-01	0.0906855
CACNB4	2.30E-01	-0.0575318
MPP2	2.30E-01	0.0567915
SIK3	2.30E-01	-0.0714508
IGF2R	2.30E-01	-0.0895126
SLC35C2	2.30E-01	-0.0603156
TTC21B	2.30E-01	-0.0638928
CAMK2B	2.30E-01	0.1401347
RSBN1L	2.30E-01	0.0551918
NA	2.30E-01	0.0506222
CENPN	2.30E-01	0.064645
CBY3	2.30E-01	0.0703499
FOXO6	2.30E-01	0.0864689
B3GNT5	2.30E-01	0.0689328
RGS1	2.30E-01	-0.1083444
ARL10	2.30E-01	-0.0651193
RIPK1	2.30E-01	0.0600609
PINK1	2.31E-01	-0.0873149
MMP16	2.31E-01	-0.0641226
KIAA1551	2.31E-01	-0.0794154
NA	2.31E-01	0.1071135
NA	2.31E-01	-0.0745187
SPATA5L1	2.31E-01	0.0555418
RABL3	2.31E-01	-0.0738099
GGA1	2.31E-01	0.0938608
IRX2	2.31E-01	-0.0764196
CXXC5	2.31E-01	-0.0541185
TTLL2	2.31E-01	0.0557128
SLC6A1	2.31E-01	-0.1057249
LPAR2	2.31E-01	-0.1044018
NA	2.31E-01	-0.0630168
CD7	2.31E-01	0.0559502
NUP37	2.31E-01	-0.0973477
ZNF418	2.31E-01	0.0447437
NA	2.31E-01	0.0460262
NA	2.31E-01	-0.0774353
SNCA	2.31E-01	0.0517062
SUPT4H1	2.32E-01	-0.0771966
CNKSR1	2.32E-01	-0.0498292
PGAM1	2.32E-01	-0.065538
NA	2.32E-01	0.0711296
NA	2.32E-01	0.0552518
SLC5A10	2.32E-01	0.0716852
SLC2A9	2.32E-01	0.0457047
HACE1	2.32E-01	-0.1004822
TAF6L	2.32E-01	0.0465158
BRWD1	2.32E-01	-0.0710072
PPP2R2D	2.32E-01	-0.0536848
LMLN	2.32E-01	0.0425244
WDR35	2.32E-01	0.062346
POLA1	2.32E-01	-0.1401422
NA	2.32E-01	0.0590434
NA	2.32E-01	-0.059378
LOC102467079	2.32E-01	0.0570343
SLC44A5	2.32E-01	-0.0670716
NA	2.32E-01	0.0885951
FAM122C	2.32E-01	0.0650283
CTAGE5	2.32E-01	-0.0581451
PTPRK	2.32E-01	0.0591996
PCP2	2.32E-01	-0.0683664
ADORA3	2.32E-01	-0.068659
SH2D5	2.32E-01	0.0675413
CCDC62	2.32E-01	0.079003
CD320	2.32E-01	-0.0611827
PGM5	2.32E-01	0.0727764
TNFSF13B	2.32E-01	0.0574952
NA	2.32E-01	-0.0452826
CDH1	2.32E-01	0.1620116
DDX43	2.32E-01	-0.063141
MPZL1	2.33E-01	-0.0631369
DUSP15	2.33E-01	0.0674905
LRP6	2.33E-01	-0.059906
NA	2.33E-01	-0.1057988
STC1	2.33E-01	0.0531475
TRA2B	2.33E-01	-0.1491403
NA	2.33E-01	0.056187
NA	2.33E-01	-0.0615407
PPM1E	2.33E-01	0.0748177
HS6ST2	2.33E-01	0.0607107
SLC16A6	2.33E-01	0.0622462
NA	2.33E-01	0.0655131
INVS	2.33E-01	-0.0706441
RABGAP1	2.33E-01	0.0887077
TEK	2.33E-01	0.1565346
ARHGEF7	2.33E-01	-0.0659575
NA	2.33E-01	0.0577921
EPHX2	2.33E-01	0.0614402
NA	2.33E-01	0.072094
SLC37A1	2.33E-01	-0.0739651
MIPOL1	2.33E-01	0.094483
CADPS2	2.34E-01	-0.0955561
NA	2.34E-01	-0.0554286
BCORL1	2.34E-01	0.0496815
TUBGCP3	2.34E-01	0.066331
NA	2.34E-01	0.0604759
NA	2.34E-01	0.0561179
SETD1A	2.34E-01	0.0554512
NA	2.34E-01	0.0979946
CAPNS1	2.34E-01	-0.1114563
PAPPA2	2.34E-01	0.0593935
ZBTB7B	2.34E-01	0.0635516
NA	2.34E-01	0.0608279
PRKCA	2.34E-01	-0.0598434
NKAPL	2.34E-01	-0.0763686
HAL	2.34E-01	0.0808501
N4BP3	2.34E-01	-0.0679272
COL23A1	2.34E-01	-0.0539976
CAMSAP2	2.34E-01	-0.071616
NALCN	2.34E-01	-0.0489071
SLC23A2	2.34E-01	0.0861099
LNX2	2.34E-01	0.0672691
AFF3	2.34E-01	-0.0646775
TEKT1	2.35E-01	0.0817561
NA	2.35E-01	0.0639397
FHIT	2.35E-01	-0.1283137
TXNDC2	2.35E-01	0.0577171
KCTD4	2.35E-01	0.080212
NA	2.35E-01	0.0865297
FBXW9	2.35E-01	0.0389619
NA	2.35E-01	-0.067266
NA	2.35E-01	0.0483671
NA	2.35E-01	0.0642689
NA	2.35E-01	0.0648968
NA	2.35E-01	-0.0483743
NA	2.35E-01	0.0638165
AACS	2.35E-01	0.0722295
RAB33A	2.35E-01	-0.0606569
CREB3L2	2.35E-01	-0.085983
NA	2.35E-01	0.0604491
SRSF11	2.35E-01	0.061761
NA	2.35E-01	0.0663118
NA	2.35E-01	-0.0840015
LRRC8D	2.35E-01	-0.0761527
NA	2.35E-01	-0.0857847
TFDP1	2.35E-01	0.0560623
TMEM68	2.35E-01	-0.0608579
ZBTB11	2.35E-01	0.0832867
RGS17	2.35E-01	0.064553
GAGE8	2.36E-01	0.0936073
NPY1R	2.36E-01	0.1127175
MIR4458HG	2.36E-01	0.0646098
ADPGK	2.36E-01	0.0741271
ADCY2	2.36E-01	-0.1103457
CMC2	2.36E-01	-0.0882184
TNS1	2.36E-01	-0.0894996
NA	2.36E-01	-0.1047151
NA	2.36E-01	-0.0664159
CHFR	2.36E-01	-0.0526573
FRZB	2.36E-01	-0.0887154
NA	2.36E-01	-0.060618
NA	2.36E-01	0.0809992
NA	2.36E-01	0.1052969
FBXO3	2.36E-01	0.0662167
FADD	2.36E-01	0.0695208
DPF3	2.36E-01	0.0543819
CCDC180	2.36E-01	-0.067031
SH3YL1	2.36E-01	0.0617382
NA	2.36E-01	0.0613839
HBEGF	2.36E-01	-0.1218643
NA	2.36E-01	-0.095477
NUDCD1	2.36E-01	0.0540034
NA	2.36E-01	0.057898
RPL15	2.37E-01	0.0858242
MX1	2.37E-01	-0.0554285
RHEB	2.37E-01	-0.0792685
KALRN	2.37E-01	0.0693107
NA	2.37E-01	0.0480097
NA	2.37E-01	-0.0864069
GRIK1	2.37E-01	0.0602072
WARS	2.37E-01	0.148215
NAA25	2.37E-01	0.0664529
CCDC87	2.37E-01	0.0611999
PCK2	2.37E-01	0.1134531
TLE6	2.37E-01	-0.1306025
NA	2.37E-01	0.0564291
RPS20	2.37E-01	-0.1136903
PKD1	2.37E-01	-0.0648118
LOC100507053	2.37E-01	0.0572995
SLC23A1	2.37E-01	0.0704668
SLC25A25	2.37E-01	0.0636435
ATP12A	2.37E-01	0.0830435
NA	2.37E-01	0.0671907
ZNF445	2.37E-01	0.0646978
NA	2.37E-01	0.0732602
NA	2.37E-01	-0.0569239
KIAA1551	2.37E-01	-0.0553687
ADNP	2.37E-01	-0.0695296
CT55	2.37E-01	0.043468
NA	2.37E-01	0.0647916
RFX3	2.37E-01	0.1131265
TNK1	2.37E-01	-0.044314
NA	2.37E-01	-0.0607874
NA	2.37E-01	0.0827428
HSPA13	2.37E-01	-0.0674
ZNF592	2.38E-01	0.0459243
PHPT1	2.38E-01	-0.0629776
PAIP2B	2.38E-01	-0.0708347
NA	2.38E-01	-0.0969469
MTX3	2.38E-01	0.0517369
FAH	2.38E-01	-0.1136881
NA	2.38E-01	-0.0580682
TRIP10	2.38E-01	0.0580427
SAA1	2.38E-01	0.0634723
NA	2.38E-01	0.0665488
EBPL	2.38E-01	-0.059168
FGF18	2.38E-01	-0.198292
NA	2.38E-01	0.0607829
CTRB2	2.38E-01	0.0438472
POLR1B	2.38E-01	0.0633954
NA	2.38E-01	0.0770353
BCL2	2.38E-01	0.0882237
ADAMTS3	2.38E-01	0.0553652
CMKLR1	2.38E-01	0.059985
ADAM12	2.38E-01	-0.0689664
TDP1	2.38E-01	0.0670228
ZNF630	2.38E-01	-0.1263011
TNFSF8	2.38E-01	-0.052742
B3GNT2	2.39E-01	0.0650018
UXS1	2.39E-01	-0.0683434
NA	2.39E-01	0.0658396
NA	2.39E-01	0.0582505
BNC2	2.39E-01	-0.0797005
KRT80	2.39E-01	-0.072503
NA	2.39E-01	0.088999
WNT16	2.39E-01	0.0606092
SH3RF2	2.39E-01	0.0626639
FUOM	2.39E-01	0.0688809
LOC101927926	2.39E-01	0.0652167
ALB	2.39E-01	0.099225
ASH1L	2.39E-01	0.0582768
NA	2.39E-01	-0.0789447
UBE2F	2.39E-01	-0.0552073
GHR	2.39E-01	0.0607931
PKD1L2	2.39E-01	-0.0585123
NA	2.39E-01	0.0490677
NA	2.39E-01	0.0647025
NA	2.39E-01	0.0613463
COX15	2.39E-01	0.1021065
GNE	2.39E-01	0.0488723
GPR133	2.39E-01	0.0666332
PREX2	2.39E-01	0.0754295
ENPP4	2.39E-01	0.0404624
